# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(16,2),(16,5),-0.201738 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.03558 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.229088 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0267131 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.228319 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.175217 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.03558 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.229949 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00892974 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.231216 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.175217 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.182836 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0328243 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0520029 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0324095 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0520029 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0178281 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.00944965 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.00977412 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0374484 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0271585 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.00746172 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.252563 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.012305 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.168459 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0142141 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.237347 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.252563 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.01674 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.20992 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0130874 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.237347 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.165618 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0625307 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0477854 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.062116 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0477854 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.019011 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.146874 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.356322 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0592193 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0190295 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.020236 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0365873 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0622237 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0366891 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.108434 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.020236 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0381984 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0227026 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0371536 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.108434 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.083436 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0165433 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0351134 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.016958 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0351134 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00909571 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0416891 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0184996 # DEPENDENCYPART_SIBL
(16,4),(16,27),0.0219428 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0495939 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.24049 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0138981 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.239721 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.201925 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0495939 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.24135 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00186058 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.242617 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.201925 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.162011 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0226858 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0598376 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.022271 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0598376 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0123063 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0205395 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.00701659 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.0273099 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.11549 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0518406 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.116429 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.299348 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.00341633 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.118179 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0550043 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.115654 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.299348 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.100409 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.133671 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0282555 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.132427 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0282555 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.223922 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0664031 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.163513 # DEPENDENCYPART_SIBL
(16,6),(16,27),-0.137715 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0258076 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.230778 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.177265 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0364855 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.232407 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.00802425 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.233675 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.177265 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.184666 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.037005 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0473039 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0365902 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0473039 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0201817 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.00618474 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0116072 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0416291 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0455623 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.322327 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0141732 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0448123 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00236983 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0430781 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.322327 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00878299 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0628367 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0773463 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.064081 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0773463 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0732705 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.013327 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0816697 # DEPENDENCYPART_SIBL
(16,8),(16,27),0.0591447 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.173812 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0359734 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.233309 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00853636 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.234576 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.173812 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.184407 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0329929 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0484792 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0325781 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0484792 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0193718 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.00647368 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0111953 # DEPENDENCYPART_SIBL
(16,9),(16,27),-0.037617 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.039535 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0161972 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0525988 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0161062 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.189565 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.090014 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0120251 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0389274 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0116103 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0389274 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0147407 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0386127 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.00517276 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.00785494 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.118179 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0550043 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.115654 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.299348 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.100409 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.133671 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0282555 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.132427 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0282555 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.223922 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0664031 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.163513 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.137715 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00242373 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.223456 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.16392 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.188198 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0316072 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.056532 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0311925 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.056532 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0315053 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.00970653 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0189748 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.0362314 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0809314 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.307902 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.101026 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0333484 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0587035 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0345927 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0587035 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0473963 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.061693 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.148501 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0293055 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.186088 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.185582 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0531513 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0493499 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0527365 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0493499 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0215271 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0068948 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.012071 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0577754 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.090014 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0120251 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0389274 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0116103 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0389274 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0147407 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0386127 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00517276 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.00785494 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.082988 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0218953 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.082988 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0218953 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.101518 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.00240895 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.00619952 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0881223 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.237002 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0991572 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.237002 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0179132 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.226691 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.00473677 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0972381 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00922076 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.238037 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0346366 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.139152 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0360001 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.00428434 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.237002 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0179132 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.226691 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.00473677 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0972381 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0346366 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.139152 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0360001 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.00428434 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.12303 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0843834 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0397475 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0469867 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.00587881 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.129834 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0738523 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0341457 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0987459 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0429754 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0347338 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.056343 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0364525 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0420022 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0353605 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0384346 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0545788 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0420022 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0979661 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0201831 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0341457 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0746858 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0369 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0401307 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0887208 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.0577764 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.00592754 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.0956751 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0174381 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0138065 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0175419 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0252389 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0196821 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.124811 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.075069 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0208253 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0443095 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.124811 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0321 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0222169 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0162423 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0480618 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0255775 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0159311 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0100026 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.11331 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0329005 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.0138248 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.145367 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.145607 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0742777 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.147172 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0129021 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0955892 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.149025 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.165902 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0129021 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0668062 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.113791 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.145548 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.170925 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0179976 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.504644 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.109895 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0236286 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0739532 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.186808 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0518123 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0517239 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0539525 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0609709 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.10239 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0550956 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0785799 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0609709 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00715257 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0426884 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0505127 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.00201026 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0503227 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0459564 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0331723 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.092252 # DEPENDENCYPART_SIBL
(19,5),(19,26),-0.0539587 # DEPENDENCYPART_SIBL
(19,5),(19,27),-0.0322267 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0253128 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0213109 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.123474 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0751429 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0224541 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0459383 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.123474 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0320228 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0222909 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0178711 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0436562 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0315002 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0204627 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0146189 # DEPENDENCYPART_SIBL
(19,7),(19,25),0.110305 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.035906 # DEPENDENCYPART_SIBL
(19,7),(19,27),0.0094193 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0296519 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0282231 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0398949 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0307649 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0469234 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0282231 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0371935 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.101833 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0264754 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0622325 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0635144 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0189903 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0809264 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0492731 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.100325 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0830464 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.112548 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0814952 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.031536 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0550203 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.112548 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0254071 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0301299 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.026953 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0407084 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0323823 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0212876 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0162054 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.108228 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0379822 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0064715 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0131114 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00812069 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0362645 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.020552 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00169097 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0951443 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.00416525 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0180496 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0147587 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0642849 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.125395 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.227783 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.0141173 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.0481223 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0764389 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0918212 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0198036 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00149025 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0299935 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.071388 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.221206 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0539809 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.179011 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0775926 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0493034 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0975004 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.242198 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0281921 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.157107 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0320801 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0188825 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.000124756 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0659767 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0105505 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0161698 # DEPENDENCYPART_SIBL
