# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(4,7),(4,12),-0.0304251 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.00358616 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.126391 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.00214486 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0253562 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0126563 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.00512124 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0180183 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0126314 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0180183 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0150492 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0242807 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.00631059 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.027038 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.00631059 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0194036 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.286456 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.152717 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.286456 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0104788 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0300871 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0104788 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.146898 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.262515 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0253214 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.181374 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.109122 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0987111 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0169191 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0085287 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0092778 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.054168 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0179237 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0746459 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0942429 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0139737 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.025931 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.146904 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0551073 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00936263 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0428554 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00604597 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0252035 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0606475 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0124236 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.00455698 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0533466 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0466506 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0547822 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0609251 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0533651 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.100939 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.110492 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.139836 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.110777 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00973061 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0439451 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0103126 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.00853469 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0226578 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0332336 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.124023 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.136324 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0853656 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.242818 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0777254 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0777254 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00591231 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0935299 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00874448 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.103057 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0166639 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0702756 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0838044 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0166953 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0149589 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.109563 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.119687 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.119687 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.056985 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0344662 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00252366 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0923347 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0439931 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0576202 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00526622 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0440559 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0424992 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.130959 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.130959 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0169197 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0315339 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0956123 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.115571 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0815797 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0477703 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0394882 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0803275 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00582513 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00582513 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0261426 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.094611 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.017344 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0350011 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00315927 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00771259 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00178061 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0031997 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.000585218 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00836463 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0579583 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0506835 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0670412 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00995627 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.104544 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0122441 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.010019 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00836463 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0579583 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0506835 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0670412 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00995627 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.104544 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0122441 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.010019 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0207672 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00885515 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00599571 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0142171 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0110903 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00201679 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0142171 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0179634 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.024282 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00339642 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0263728 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0923737 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00339642 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0194035 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.28353 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.152051 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.107462 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.28353 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00755208 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0294207 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00384865 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00755208 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.146231 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.101642 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.259588 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.130365 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0223896 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0165488 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0509177 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0532502 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0734921 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0734921 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0404433 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0696696 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.713027 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0548458 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.666606 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0384604 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.106495 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0064122 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.66662 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0372149 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0799929 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0799929 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0240731 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.469143 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0133751 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0246482 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.00819053 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0200765 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.003832 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0344705 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00695631 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0328595 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0328595 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0130156 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0363079 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.012359 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.013164 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00383671 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00146579 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00567907 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0271171 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00387266 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.100325 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00302694 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00971393 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0295631 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0433871 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0112555 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0313935 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0187992 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0122522 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0112263 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00302694 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00971393 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0295631 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0433871 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0112555 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0313935 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0187992 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0122522 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0112263 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0123998 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0172123 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0392237 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.033408 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0430739 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0268163 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0482557 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.033444 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0747909 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0884389 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0724014 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0509675 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0473559 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0189189 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0724014 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0172735 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.399271 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00431808 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.137805 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.121075 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.399271 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0555993 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0239476 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0112247 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0118596 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0555993 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0489317 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.121705 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.104975 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.362465 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0349456 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0445755 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0429737 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0701555 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0202671 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0659147 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0699708 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0333873 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0351989 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.062768 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0548428 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0548428 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0677858 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0232395 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0351989 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0741238 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0316215 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0281241 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0079442 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0516072 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0322319 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0223595 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0557049 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0333633 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0243672 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0354676 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0574432 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.057025 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.055348 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.055348 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.061928 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.165324 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0574432 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.134524 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0218741 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.014211 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.160756 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.167825 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0225002 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0480311 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0706089 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.24744 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0469288 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.1834 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0928403 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.129481 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.129481 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0977266 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.25228 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.111447 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.080623 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.149476 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0264044 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0171619 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0341519 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.152528 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.062354 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0331247 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0374885 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0742593 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0880662 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.152596 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.152596 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.259647 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0160864 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.101734 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0389619 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0475526 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0147943 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0832314 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0433578 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.048172 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0330392 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0272186 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0392682 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.027147 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0181029 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00340025 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.118378 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0517814 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0273577 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.100531 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0304074 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0380806 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0104237 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00665807 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0297813 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00433275 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0873859 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.130154 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0015588 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0779522 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.118378 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0517814 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0273577 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.100531 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0304074 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0380806 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0104237 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00665807 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0297813 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00433275 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0873859 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.130154 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0015588 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0779522 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00913472 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.101014 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0487675 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0402403 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.017602 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0635837 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0237107 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0408598 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0387045 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0125576 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0298383 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0328123 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0219041 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00579679 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0820603 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.03504 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.159155 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0565025 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.010192 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0356519 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0496735 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0118355 # DEPENDENCYPART_SIBL
(11,8),(11,20),2.25386e-05 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0457956 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0288553 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.080623 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.149476 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0264044 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0171619 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0341519 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.152528 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.062354 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0331247 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0374885 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0742593 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0880662 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0264782 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0660304 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0864204 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.125276 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0257176 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0236447 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0711653 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0768705 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0234097 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.036103 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0599311 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.000555031 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0466616 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.173438 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.187712 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.067384 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0573479 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.189156 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0625477 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.084997 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.163317 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.113573 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0756724 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.158598 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0621915 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0736068 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.110922 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.216115 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0137639 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.013753 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0712604 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0846097 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0136378 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.171903 # DEPENDENCYPART_SIBL
