# _root_ Proto chystáme pro vojáky v záloze na říjen výběrové řízení , které proběhne ve spolupráci s okresními vojenskými správami v Českém Krumlově , " říká plukovník Kubeš .
#goldHeads=25,1,2,3,4,5,2,7,10,2,13,13,10,13,14,15,19,19,16,13,22,20,1,1,0,27,25,0,
#predictedHeads=2,25,2,3,4,5,6,7,10,8,13,13,10,13,14,13,19,19,16,19,22,20,2,2,0,27,25,0,
(13,8),(13,23),0.00844619 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0227466 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.00319744 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0198459 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.0254067 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0557434 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0325373 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.205918 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0766055 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0706363 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0278114 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0835963 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0835948 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0655639 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0628769 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.083596 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0655639 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0383199 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0254195 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.0938841 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0665335 # DEPENDENCYPART_SIBL
(13,9),(13,27),-0.0655639 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.149851 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.382621 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0098675 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0276904 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.037412 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0237767 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0237767 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0151563 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.045319 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0238421 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0153401 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0148393 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.030162 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.00714152 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.00958513 # DEPENDENCYPART_SIBL
(13,10),(13,27),-0.0151459 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.347026 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0188906 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0222238 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0141696 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0277194 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0277194 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.000998782 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.00445115 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0277891 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00114159 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.181086 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.179473 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0717647 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.00200004 # DEPENDENCYPART_SIBL
(13,11),(13,27),-0.000998782 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.104048 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0270798 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0347497 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0667 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0667 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0243733 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0534758 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0667164 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0243733 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.329856 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0169629 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.0229554 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.0254835 # DEPENDENCYPART_SIBL
(13,12),(13,27),-0.0243733 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0689801 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0328801 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0442019 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0442024 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0702348 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.073064 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0441955 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0702348 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.009399 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.023416 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.039136 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.0726566 # DEPENDENCYPART_SIBL
(13,14),(13,27),0.0702348 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0347881 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0170991 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0170991 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.116451 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0903009 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0170994 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.116451 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0165656 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.00329499 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.028488 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.114029 # DEPENDENCYPART_SIBL
(13,15),(13,27),-0.116451 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0911237 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0911227 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.034101 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0238994 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0911296 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.034101 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0459073 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0442715 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.109912 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.0316792 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.034101 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.34567 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.107123 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0120468 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.34567 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.107123 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0500708 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0244463 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.0521879 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.104701 # DEPENDENCYPART_SIBL
(13,17),(13,27),-0.107123 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.107123 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0120468 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.34567 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.107123 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0500708 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0244463 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0521879 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.104701 # DEPENDENCYPART_SIBL
(13,18),(13,27),-0.107123 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0797877 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0140931 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.115787 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0115589 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.00814904 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0254834 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.113365 # DEPENDENCYPART_SIBL
(13,19),(13,27),-0.115787 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0455441 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.053178 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0180849 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0182527 # DEPENDENCYPART_SIBL
(13,20),(13,25),0.0188148 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.0555998 # DEPENDENCYPART_SIBL
(13,20),(13,27),0.053178 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.107123 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0500708 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0244463 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0521879 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.104701 # DEPENDENCYPART_SIBL
(13,21),(13,27),-0.107123 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0115622 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.00814743 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.0254834 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.10882 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.111242 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0423988 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.102807 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.104353 # DEPENDENCYPART_SIBL
(13,23),(13,27),-0.106775 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0503123 # DEPENDENCYPART_SIBL
(13,24),(13,26),-0.00254166 # DEPENDENCYPART_SIBL
(13,24),(13,27),-0.00496348 # DEPENDENCYPART_SIBL
(13,25),(13,26),0.0277909 # DEPENDENCYPART_SIBL
(13,25),(13,27),0.0253691 # DEPENDENCYPART_SIBL
(13,26),(13,27),-0.111199 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.416143 # DEPENDENCYPART_SIBL
(14,15),(14,19),-1.31621 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.69183 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00984068 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.112638 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0709775 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0709775 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.101057 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0105337 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.101058 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00766876 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.101057 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0731101 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0778794 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0778769 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.033097 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0798148 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0330948 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0199099 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0330971 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0220236 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0220272 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.161891 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.144204 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.161891 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.00378308 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.161891 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.109095 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0337837 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0211157 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0337837 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00482531 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0337837 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0337837 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0211157 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0337837 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.00482531 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.0337837 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.1304 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0733044 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.000426107 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.0733044 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0344 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0162783 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.0344 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.000426504 # DEPENDENCYPART_SIBL
(15,22),(15,27),-0.0687597 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.00816509 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00245191 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00476125 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.197755 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.067006 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0670032 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0801895 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0670686 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.080373 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0899934 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.0736566 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.0801788 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.154918 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.357266 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0360473 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0360502 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00682071 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0359805 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.00696327 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.540487 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.00686024 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.00682046 # DEPENDENCYPART_SIBL
(16,14),(16,15),1.32506 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0984317 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0984412 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.2283 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0984346 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.228301 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.169547 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.228286 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.228301 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.045501 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0454982 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0365367 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0455636 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0367202 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0736734 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0300037 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.036526 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.238268 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.717288 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.238268 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.717288 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0818636 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.717288 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.717288 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.717288 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.238268 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.717288 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0818636 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.717288 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.717288 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.476712 # DEPENDENCYPART_SIBL
(16,19),(16,22),-1.42845 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.282458 # DEPENDENCYPART_SIBL
(16,19),(16,26),-1.42845 # DEPENDENCYPART_SIBL
(16,19),(16,27),-1.42845 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.717288 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0818636 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.717288 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.717288 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.282462 # DEPENDENCYPART_SIBL
(16,22),(16,26),-1.4239 # DEPENDENCYPART_SIBL
(16,22),(16,27),-1.4239 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.566814 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.566814 # DEPENDENCYPART_SIBL
(16,26),(16,27),-1.42386 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0948238 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0566067 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0241507 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0566078 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0533466 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0547822 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0533466 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.110596 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.114343 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0237794 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0387752 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00678588 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0130982 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.184461 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.000584561 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00323863 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0663559 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.097756 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.00329551 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.00515987 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.206294 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.00707514 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.00359468 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.00329423 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0115805 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0556739 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.021112 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0219963 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0331484 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0731541 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.100944 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.154577 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0660259 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.00817768 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.101533 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.100943 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0477731 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0574266 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0565423 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0973387 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0774005 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0361715 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0194556 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0243459 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0177685 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0358663 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0361738 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00590952 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00502537 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0919513 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00324212 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0362369 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0266831 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0725271 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.00681016 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0426623 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0364324 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0032367 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0579488 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0945425 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.000254237 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.00837079 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.203083 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0039031 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.000553405 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.000252962 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0579595 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0945482 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.000265567 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00835888 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.203095 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.00392448 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.000564736 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.000264292 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0249652 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0130627 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0587037 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.000907985 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00157067 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0130628 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0130627 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.028015 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.015484 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0530326 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.00788615 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.028015 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.028015 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0371501 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0444671 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0068965 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0600786 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0600786 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0477554 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0199435 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.00756143 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.00756143 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0192388 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0162039 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0162039 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.00244824 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.00244824 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0600355 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0866338 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0982746 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0298061 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0915582 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.722624 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0525097 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.722624 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.138698 # DEPENDENCYPART_SIBL
(20,22),(20,26),-1.402 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.556444 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00323552 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.026823 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00142864 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.203083 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0039031 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.000553405 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.000252962 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0268209 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00142657 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.203095 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.00392448 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.000564736 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.000264292 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.132971 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.00330005 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0821147 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.110227 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.110534 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.203052 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00388754 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.000585954 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00028551 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0192388 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0162039 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0162039 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.00244824 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.00244824 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0600355 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.0131554 # DEPENDENCYPART_SIBL
