# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(13,6),(13,15),-0.00972758 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.167097 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00971851 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.170641 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00608823 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0758031 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0133462 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0343219 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0127798 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0143979 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00147801 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0934174 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0151395 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0592715 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.568823 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00160584 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.569398 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.00160884 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0315253 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0490779 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0113581 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00447836 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0116814 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0234704 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0320847 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0105073 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00759459 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00814972 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.162078 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00814065 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.165621 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00930814 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0743227 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0149689 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0315615 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0208125 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0347348 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00722056 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00679043 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0104047 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.151933 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0103957 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.155476 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00111752 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0735185 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0119812 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0433743 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0742868 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00826928 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0382547 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00819217 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0576373 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00817422 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0576335 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0159761 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0233114 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0561427 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00896536 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0068051 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0260027 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.590627 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0475704 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.591202 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0475674 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0158033 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0158092 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0307829 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0500036 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00682674 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00872679 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.162728 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00871773 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.166271 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00902966 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0735548 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0130558 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0300609 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0150843 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0596323 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0150835 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0610925 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00218341 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00565785 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0624485 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0146101 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0382124 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.117043 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0373851 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0154279 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0153086 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0415435 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.106095 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0299924 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0195038 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.03239 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0563061 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.02032 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.127586 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0373669 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0155219 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0153268 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0416677 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.106139 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0352269 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0563026 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0198869 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.121919 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0401685 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0429737 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.00696691 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.070461 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.062879 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.132306 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.102251 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0952357 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.105791 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.102357 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.102251 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.096942 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0336451 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0472965 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.108992 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0985901 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0750511 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0449291 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0750512 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0449377 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0727515 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0651549 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0388894 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0999965 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.075863 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.065164 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0627077 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0621512 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0510167 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.118647 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0697194 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0621954 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.340549 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0567512 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.174423 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0567431 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.177972 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00153 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0523525 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0158228 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0170062 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0403037 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0387023 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0386895 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0321429 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.111882 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0150444 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0387238 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.114785 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0298504 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0637936 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0298471 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0659813 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0100146 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0599152 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0577179 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.189741 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0712214 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0706649 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0595304 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.112121 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0757865 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0707091 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.315842 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0514308 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.172236 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0514227 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.175785 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0219317 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0589292 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00606236 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0355128 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0625659 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0514316 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.118265 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0697203 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0626101 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.3405 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.056701 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.1817 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0566929 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.185249 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.000659347 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0523538 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0156752 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.017647 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0510167 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.118647 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0697194 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0621954 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.340549 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0567512 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.174423 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0567431 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.177972 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00152979 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0523525 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.01582 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0170064 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.115996 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0723628 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0645669 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.323187 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0536717 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.164183 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0536636 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.167732 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0130285 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0524072 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0119624 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0388377 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.06963 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0667015 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.137431 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0579651 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0290444 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0579655 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0290436 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0203007 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0577994 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0180511 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0350823 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0184338 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.47205 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.472877 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0500197 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.47343 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0500197 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0468052 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0174014 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0257845 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0162949 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.340237 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0566752 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.175871 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0566671 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.17942 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00173154 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0511072 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0143893 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0150255 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.438159 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.397437 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.438167 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.397437 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.174272 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.143886 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.468249 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.143073 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0585554 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.151936 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0577281 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0122754 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0303018 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00913044 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.1458 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.022796 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.104344 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0325092 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.00650121 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0066851 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.184094 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0577281 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0121632 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0303018 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00927285 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.145862 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0353468 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.00650404 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00711883 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.178427 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0318689 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0446215 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.193027 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0332604 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.138485 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0356536 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0184577 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.318461 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0170236 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.00457031 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0248968 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0127989 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.00473393 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0984751 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0014494 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.00524232 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0146175 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0120846 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.108267 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00461115 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0237596 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00557128 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0692106 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0182467 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0211687 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.000959034 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0050245 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.123738 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0287458 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0433402 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0213898 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00734776 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0601204 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0370969 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00708796 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.187415 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.05876 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0672128 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0711579 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0438076 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0218629 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0720166 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.213057 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0981224 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00147204 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00540074 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0146088 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0120851 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.108391 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0287212 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0157908 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0172236 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.00597275 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.153861 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0384592 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0133837 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00816576 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.205825 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0516915 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0164022 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.112463 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0123753 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.063708 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0351128 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0957198 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0192135 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00466785 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.015216 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00887967 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00629437 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.00336569 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0249631 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0117994 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.184213 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.00827802 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0243018 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.00407914 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.00294329 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.126864 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0287039 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0470774 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.266434 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0488558 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0601059 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0370969 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0060746 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.187408 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0707286 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.139619 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.072538 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0409006 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0189258 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0672346 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.210135 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.184372 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00409361 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0085339 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0114887 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0100039 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.111518 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00230511 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0256387 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0504709 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00580983 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00337398 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00421035 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0154505 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00905805 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.107184 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0522268 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0176172 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.11183 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0141256 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0636107 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0350156 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0697411 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0496084 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0734942 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0498245 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0980613 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.665271 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.00374435 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0728722 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.03321 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0729228 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0463792 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0784213 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.018469 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0277851 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0104674 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0743925 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0148325 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0324169 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0127263 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0490082 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0137157 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00469754 # DEPENDENCYPART_SIBL
