# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(7,2),(7,8),0.64922 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0306615 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00252722 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0114996 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.312737 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.215336 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0906997 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0306615 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0181516 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.240255 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.64922 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0264662 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0530468 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.267657 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00125588 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00289631 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0388799 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.112753 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0921425 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0111103 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0111787 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.00289631 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.00277449 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0206537 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.00125588 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0777653 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.136379 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0247417 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0108492 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0457148 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.15022 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.257005 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.463113 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0167238 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0108492 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0471463 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.413956 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0247417 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0086707 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00551999 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0462692 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0195627 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0197987 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.152665 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0566422 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0531116 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0462692 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0421672 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0860516 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00551999 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.648741 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0294976 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00538998 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0132853 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.312835 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.215433 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0969339 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0294976 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0176198 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.240353 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.648741 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0173418 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.027556 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.194699 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.483599 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.477184 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0254843 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0173418 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0084617 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.481716 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.294797 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00876892 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.038203 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.25409 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.284829 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0402324 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.235972 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.128761 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.267825 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0480531 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0126967 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.147365 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.142255 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.066321 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0261171 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0281142 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.147469 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00641244 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.495258 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.480267 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0163125 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0622715 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0762172 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.477615 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.00353049 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.770922 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0284187 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.095233 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0226476 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.765941 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0329456 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0122103 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0220343 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0678981 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.823882 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0290283 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0377091 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.019606 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.236443 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00684947 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.128761 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.267825 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0480531 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.310514 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0119593 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0410693 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.117384 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0615379 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0179816 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0042085 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00382975 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0082413 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0106252 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0560368 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0117565 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0418166 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0204844 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.367431 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0201773 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.020475 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00403631 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0204846 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0257546 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.243487 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.212145 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0502379 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0097352 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.100187 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00121455 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.100206 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0216517 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0141565 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0112324 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.05658 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0730721 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0401073 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0730625 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0392049 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.729735 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.765556 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0418321 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0071242 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0418469 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0105556 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0178465 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0172184 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00150585 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0997358 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0238833 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0147516 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0118275 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0682941 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0404188 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0572412 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0561427 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0216466 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0141503 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0112263 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0198646 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0212061 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.301376 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0680073 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0751571 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0167372 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.155984 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0829532 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0466452 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0766904 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0948357 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.145884 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0680341 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0232125 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0121398 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.145884 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0453662 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0984239 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00557729 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0124206 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0296339 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0273859 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0445861 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0416865 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0177806 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00129475 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0285621 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0130966 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0177806 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0200747 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.222642 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0682914 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.235072 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.179003 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0545702 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0178239 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0599677 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0425093 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00948322 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.193674 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0599677 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0728583 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0790595 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0341065 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.106075 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0614379 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0575115 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0622693 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0120977 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.072118 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0994002 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0622693 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0304962 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.361678 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.347824 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0381837 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0117427 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0636602 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.08008 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0843998 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.340194 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0636602 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.23126 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.768363 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0749943 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0245979 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.000897328 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.146007 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.14303 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.759329 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.000897328 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.21223 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0875145 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0409233 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0256241 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0197559 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0435004 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.813104 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0256241 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0890283 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0362353 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0530584 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0620891 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0990553 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.247715 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0530584 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.120565 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0269882 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.107071 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.105538 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.409683 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0269882 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.167316 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0700041 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0739366 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.340137 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0623141 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.220741 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0210073 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.319132 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0691398 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.194819 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.301462 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0300882 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.176908 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0375153 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0903924 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.220741 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0195292 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.000734216 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0254357 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0114414 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.020055 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00366245 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0440574 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00170846 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.00938582 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.33873 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.111498 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.117824 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0280221 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0522079 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00354144 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00475098 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0232581 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0259971 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0117732 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.018597 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00392956 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.045518 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00625996 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00792783 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0454697 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0407884 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0327599 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0341138 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0136016 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0151625 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.041002 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0658039 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0424159 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0645186 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0394968 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00260782 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0166632 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0413931 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.193947 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0226852 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0414197 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0207795 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0397577 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00139363 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0090509 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0531003 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.149868 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.06736 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00259576 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0546798 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.128553 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0760275 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0548976 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.203568 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0873164 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.186604 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.241707 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.291739 # DEPENDENCYPART_SIBL
(12,1),(12,18),1.27626 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.241707 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.045561 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0488973 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0316542 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.171578 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.11513 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00131768 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.172497 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00511176 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0327389 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0189177 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0462382 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0489352 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0789958 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0462382 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0571354 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00535704 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0663819 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.091421 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0265589 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00717849 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0307934 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0175032 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.062945 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0761455 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0579416 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.108539 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0761455 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00698088 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0155454 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.128355 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0130434 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00393176 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00651478 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0468852 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0129659 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0528796 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0796172 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0887619 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0528796 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.151334 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0792268 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0891653 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0753084 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0168405 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0106391 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0382488 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0820143 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0718033 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0739955 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0820143 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00398291 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00636118 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0475357 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.070564 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0893842 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0386721 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00414677 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0170729 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.095604 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00414677 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0568725 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0342825 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0782747 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00896428 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0453295 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.158072 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.332184 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00477133 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.158072 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0442557 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00620021 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0530953 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.011836 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00808752 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0554027 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.048277 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.00808752 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00502641 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0227429 # DEPENDENCYPART_SIBL
