# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,14,18,16,12,26,20,23,21,21,24,12,26,26,26,29,32,30,32,35,33,35,0,
(12,22),(12,28),-0.0997481 # DEPENDENCYPART_SIBL
(12,22),(12,29),-0.0659098 # DEPENDENCYPART_SIBL
(12,22),(12,30),-0.107276 # DEPENDENCYPART_SIBL
(12,22),(12,32),-0.107275 # DEPENDENCYPART_SIBL
(12,22),(12,33),-0.0659098 # DEPENDENCYPART_SIBL
(12,22),(12,34),-0.107112 # DEPENDENCYPART_SIBL
(12,22),(12,35),-0.0674808 # DEPENDENCYPART_SIBL
(12,22),(12,36),-0.107571 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0235914 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.117927 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.247976 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.0131162 # DEPENDENCYPART_SIBL
(12,23),(12,28),-0.0363319 # DEPENDENCYPART_SIBL
(12,23),(12,29),-0.000417816 # DEPENDENCYPART_SIBL
(12,23),(12,30),-0.11497 # DEPENDENCYPART_SIBL
(12,23),(12,32),-0.113663 # DEPENDENCYPART_SIBL
(12,23),(12,33),-0.000417816 # DEPENDENCYPART_SIBL
(12,23),(12,34),-0.113772 # DEPENDENCYPART_SIBL
(12,23),(12,35),-0.247976 # DEPENDENCYPART_SIBL
(12,23),(12,36),-0.115709 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0289517 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.199636 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.0113458 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.023741 # DEPENDENCYPART_SIBL
(12,24),(12,29),-0.0450349 # DEPENDENCYPART_SIBL
(12,24),(12,30),-0.0262997 # DEPENDENCYPART_SIBL
(12,24),(12,32),-0.0268642 # DEPENDENCYPART_SIBL
(12,24),(12,33),-0.0450349 # DEPENDENCYPART_SIBL
(12,24),(12,34),-0.0261391 # DEPENDENCYPART_SIBL
(12,24),(12,35),-0.199636 # DEPENDENCYPART_SIBL
(12,24),(12,36),-0.0266152 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.249952 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.0167537 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.0399694 # DEPENDENCYPART_SIBL
(12,25),(12,29),-0.00479039 # DEPENDENCYPART_SIBL
(12,25),(12,30),-0.11781 # DEPENDENCYPART_SIBL
(12,25),(12,32),-0.116503 # DEPENDENCYPART_SIBL
(12,25),(12,33),-0.00479039 # DEPENDENCYPART_SIBL
(12,25),(12,34),-0.116612 # DEPENDENCYPART_SIBL
(12,25),(12,35),-0.249952 # DEPENDENCYPART_SIBL
(12,25),(12,36),-0.118548 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.0326149 # DEPENDENCYPART_SIBL
(12,26),(12,28),-0.0549696 # DEPENDENCYPART_SIBL
(12,26),(12,29),-0.0569499 # DEPENDENCYPART_SIBL
(12,26),(12,30),-0.0177862 # DEPENDENCYPART_SIBL
(12,26),(12,32),-0.0176139 # DEPENDENCYPART_SIBL
(12,26),(12,33),-0.0569499 # DEPENDENCYPART_SIBL
(12,26),(12,34),-0.0176138 # DEPENDENCYPART_SIBL
(12,26),(12,35),-0.244861 # DEPENDENCYPART_SIBL
(12,26),(12,36),-0.018073 # DEPENDENCYPART_SIBL
(12,27),(12,28),-0.0640372 # DEPENDENCYPART_SIBL
(12,27),(12,29),0.0436199 # DEPENDENCYPART_SIBL
(12,27),(12,30),0.00825829 # DEPENDENCYPART_SIBL
(12,27),(12,32),0.00834925 # DEPENDENCYPART_SIBL
(12,27),(12,33),0.0436199 # DEPENDENCYPART_SIBL
(12,27),(12,34),0.00842059 # DEPENDENCYPART_SIBL
(12,27),(12,35),-0.0790867 # DEPENDENCYPART_SIBL
(12,27),(12,36),0.00704838 # DEPENDENCYPART_SIBL
(12,28),(12,29),0.165897 # DEPENDENCYPART_SIBL
(12,28),(12,30),0.112919 # DEPENDENCYPART_SIBL
(12,28),(12,32),0.11301 # DEPENDENCYPART_SIBL
(12,28),(12,33),0.165897 # DEPENDENCYPART_SIBL
(12,28),(12,34),0.113081 # DEPENDENCYPART_SIBL
(12,28),(12,35),0.0100725 # DEPENDENCYPART_SIBL
(12,28),(12,36),0.111709 # DEPENDENCYPART_SIBL
(12,29),(12,30),-0.0506232 # DEPENDENCYPART_SIBL
(12,29),(12,32),-0.0511877 # DEPENDENCYPART_SIBL
(12,29),(12,33),-0.1394 # DEPENDENCYPART_SIBL
(12,29),(12,34),-0.0504643 # DEPENDENCYPART_SIBL
(12,29),(12,35),-0.220867 # DEPENDENCYPART_SIBL
(12,29),(12,36),-0.0509387 # DEPENDENCYPART_SIBL
(12,30),(12,32),-0.112843 # DEPENDENCYPART_SIBL
(12,30),(12,33),-0.00520591 # DEPENDENCYPART_SIBL
(12,30),(12,34),-0.112952 # DEPENDENCYPART_SIBL
(12,30),(12,35),-0.249189 # DEPENDENCYPART_SIBL
(12,30),(12,36),-0.116461 # DEPENDENCYPART_SIBL
(12,32),(12,33),-0.000417816 # DEPENDENCYPART_SIBL
(12,32),(12,34),-0.113772 # DEPENDENCYPART_SIBL
(12,32),(12,35),-0.247976 # DEPENDENCYPART_SIBL
(12,32),(12,36),-0.115709 # DEPENDENCYPART_SIBL
(12,33),(12,34),-0.0504643 # DEPENDENCYPART_SIBL
(12,33),(12,35),-0.220867 # DEPENDENCYPART_SIBL
(12,33),(12,36),-0.0509387 # DEPENDENCYPART_SIBL
(12,34),(12,35),-0.247974 # DEPENDENCYPART_SIBL
(12,34),(12,36),-0.115706 # DEPENDENCYPART_SIBL
(12,35),(12,36),-0.018073 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0233998 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0373284 # DEPENDENCYPART_SIBL
(13,14),(13,15),-1.36806 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0364347 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.100029 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.041188 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0732562 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0869541 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.041188 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.073113 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.115724 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.0466004 # DEPENDENCYPART_SIBL
(14,11),(14,33),-0.041188 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0189714 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0273353 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.109972 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.081375 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0273353 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.109738 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.147529 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.0276007 # DEPENDENCYPART_SIBL
(14,13),(14,33),0.0273353 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0138805 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0279461 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0936812 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0138805 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0280838 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0998708 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.307809 # DEPENDENCYPART_SIBL
(14,15),(14,33),0.0138805 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0435674 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0490624 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0378249 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0436279 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.185686 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.236564 # DEPENDENCYPART_SIBL
(14,16),(14,33),0.0378249 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0468021 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0133238 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.108975 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.018977 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.115715 # DEPENDENCYPART_SIBL
(14,17),(14,33),-0.0133238 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0179745 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0219658 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0926578 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.31351 # DEPENDENCYPART_SIBL
(14,18),(14,33),0.0179745 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0436279 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.185686 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.236564 # DEPENDENCYPART_SIBL
(14,20),(14,33),0.0378249 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0189217 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.115543 # DEPENDENCYPART_SIBL
(14,22),(14,33),-0.0132685 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.164793 # DEPENDENCYPART_SIBL
(14,24),(14,33),0.0533674 # DEPENDENCYPART_SIBL
(14,26),(14,33),0.0502827 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0364347 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0538574 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0411881 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0732562 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0869527 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.154577 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0411881 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.073113 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.115724 # DEPENDENCYPART_SIBL
(15,11),(15,31),-0.0739062 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0695449 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0273373 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.10997 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0813799 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.047705 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0273373 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.109736 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.147527 # DEPENDENCYPART_SIBL
(15,13),(15,31),-0.110523 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0545588 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00277792 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0355843 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0240846 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0545588 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00367077 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.117355 # DEPENDENCYPART_SIBL
(15,14),(15,31),0.00287912 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0435674 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0490624 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.105469 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0378249 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0436279 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.185686 # DEPENDENCYPART_SIBL
(15,16),(15,31),0.0436346 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0468021 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0156842 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0133238 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.108975 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.018977 # DEPENDENCYPART_SIBL
(15,17),(15,31),-0.108976 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0531832 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0179745 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0219658 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0926578 # DEPENDENCYPART_SIBL
(15,18),(15,31),0.0219695 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.000668445 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0190392 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0324408 # DEPENDENCYPART_SIBL
(15,19),(15,31),0.0190388 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0436279 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.185686 # DEPENDENCYPART_SIBL
(15,20),(15,31),0.0436346 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0189217 # DEPENDENCYPART_SIBL
(15,22),(15,31),-0.108925 # DEPENDENCYPART_SIBL
(15,24),(15,31),0.00739945 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.149137 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0766013 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.101172 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0322892 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.100872 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0767716 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.109618 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0328383 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.109317 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.721963 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.048625 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.721461 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.198511 # DEPENDENCYPART_SIBL
(16,18),(16,21),-1.36922 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.547163 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0364692 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0524345 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0524327 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0364692 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0191222 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.154225 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0426981 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.102084 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0731275 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.101167 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0471286 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0709647 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0709657 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.112734 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0782282 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0480496 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0258272 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0183261 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.10975 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.01783 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0270697 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00731491 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.106495 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00797807 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0246573 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0528363 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0174269 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00344369 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0259482 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0115252 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.106391 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0079784 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0250366 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0502302 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00932106 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00344313 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0178424 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0115032 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0782282 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0480496 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0258272 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0183261 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.10975 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.01783 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0270697 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00211007 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0229039 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00789421 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.105748 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00821781 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.00729908 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.000602032 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00762468 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0189768 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.00265241 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0767298 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0302984 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0436276 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0306861 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.236576 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0348705 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0590011 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.304788 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0272757 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.115555 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.307829 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0143244 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.00769585 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0305878 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.073495 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.100036 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0127104 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.521106 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0347468 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.073495 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0206731 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0127104 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0127178 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0206731 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0990017 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0236219 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0351806 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.00113776 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.563973 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0180799 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0155709 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.00196997 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.0054996 # DEPENDENCYPART_SIBL
(19,1),(19,27),-0.0296762 # DEPENDENCYPART_SIBL
(19,1),(19,28),-0.00112287 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.0351806 # DEPENDENCYPART_SIBL
(19,1),(19,35),0.0054996 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0249055 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0624849 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.14829 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0288456 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.00570502 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.502774 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.131174 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.14829 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0437432 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.00570457 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.00315448 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0437432 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0284318 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.012141 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0245372 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.171855 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0148799 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.159245 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0417045 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.166834 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.00387519 # DEPENDENCYPART_SIBL
(19,2),(19,27),-0.0241328 # DEPENDENCYPART_SIBL
(19,2),(19,28),0.0225115 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0245372 # DEPENDENCYPART_SIBL
(19,2),(19,35),0.00387519 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0790007 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0971463 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0372877 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0147833 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.164385 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0242289 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0971463 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0687607 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0147833 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0156928 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0687607 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0303404 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0250547 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0621391 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0181279 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0442372 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.00243182 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0444674 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.0186021 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0239365 # DEPENDENCYPART_SIBL
(19,3),(19,27),0.173939 # DEPENDENCYPART_SIBL
(19,3),(19,28),0.223553 # DEPENDENCYPART_SIBL
(19,3),(19,29),0.0621391 # DEPENDENCYPART_SIBL
(19,3),(19,35),-0.0239365 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0431549 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0801913 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0337562 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.119181 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.114436 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0431549 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0335444 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0337562 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0337637 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0335444 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0801231 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0443319 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.11087 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0110569 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.052625 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0285692 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.268318 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0105719 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0506742 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.00855528 # DEPENDENCYPART_SIBL
(19,4),(19,28),0.0425281 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.11087 # DEPENDENCYPART_SIBL
(19,4),(19,35),-0.0506742 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0736603 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0498117 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.063602 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0690225 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0041147 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0889608 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0498117 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0498192 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0889608 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0735194 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0612788 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0936189 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0125466 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.00277206 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0291638 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0328822 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0118896 # DEPENDENCYPART_SIBL
(19,6),(19,26),0.0566247 # DEPENDENCYPART_SIBL
(19,6),(19,27),0.129492 # DEPENDENCYPART_SIBL
(19,6),(19,28),0.152893 # DEPENDENCYPART_SIBL
(19,6),(19,29),0.0936189 # DEPENDENCYPART_SIBL
(19,6),(19,35),0.0566247 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0135973 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.520435 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0349862 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0732532 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0204323 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0135973 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0136047 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0204323 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.101401 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0245088 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0480263 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.00379643 # DEPENDENCYPART_SIBL
