# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(6,4),(6,8),-0.108577 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00712835 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0137134 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0232114 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00592419 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0288592 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.111385 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00774721 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00835887 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00348425 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0100197 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0426912 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.118328 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0557434 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0250895 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0613164 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.128949 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.124278 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.132568 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0436404 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0426912 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0332579 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0253657 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0748898 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00765369 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.012957 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0673961 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0540412 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0212464 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.11183 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00992698 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0054108 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0170216 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0141743 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0226364 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0197542 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.000745193 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.145063 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.035494 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0703302 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0192532 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0268071 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0225715 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0209432 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0145607 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0159957 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.109497 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0050647 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.207299 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0368346 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0402775 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00560855 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00871089 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00613219 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0447043 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0133603 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0366783 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00515784 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0235316 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.261211 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.259583 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.101996 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00490474 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0388839 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0244629 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0595078 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00486439 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0021338 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.105558 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0228832 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0881192 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0678364 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0787036 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0820866 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.20909 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0290285 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.112174 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0154237 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0130363 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0382923 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.148804 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0249131 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.02211 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0184765 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00875139 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0118537 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0170216 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0141743 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.259712 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0211686 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0373372 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.068182 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.012863 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.152629 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0265249 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.016772 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.000806248 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0268753 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0265719 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0337587 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0585863 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00168251 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.154655 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00133578 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0335837 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00421956 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00561579 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.00138274 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0186674 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0127103 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00367649 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00953968 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0379787 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00131124 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0313935 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0112263 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0734002 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00323367 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.102167 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0267855 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0125838 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0125262 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.102187 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.167085 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0149251 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0241872 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0160632 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00930883 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.014972 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0194561 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.106311 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.127327 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0332305 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0217571 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00205354 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.042436 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0460355 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.362547 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0829562 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00934216 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0546974 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0169485 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.074333 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0429737 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.184523 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00678858 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0167557 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0154459 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0257173 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0755952 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0060615 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0603473 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0166013 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00450375 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0447407 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.132016 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0439666 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0133551 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.104361 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.040404 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.051485 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.011834 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0337593 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0533978 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0366598 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.205883 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0421047 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0653541 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0819861 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0612627 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0890783 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.038252 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.017408 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0886578 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.086045 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0890783 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.21401 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.176101 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.00203006 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.20906 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.179555 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.385035 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.206556 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0453818 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0365064 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0276415 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0223219 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00806306 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00706991 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0123881 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0103979 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0223219 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.177029 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0116652 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.192783 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.152341 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.384716 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.190279 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.000629583 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0152677 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0264482 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.018432 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0118928 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0122034 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0201423 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0221325 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.018432 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0337595 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0533971 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0335796 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.205883 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.042104 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0653539 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0819859 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0612625 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0890781 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0347243 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0174078 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0875423 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0849295 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0890781 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0520251 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.23969 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.249976 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0231154 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0844574 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0099657 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.111885 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0135107 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.123269 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0707577 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.154987 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.1619 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0135107 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.150843 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.384445 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.186924 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00658936 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00832295 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0210973 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0111146 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00588168 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0215251 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0130387 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0150289 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0111146 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.362713 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0469132 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0184727 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0313158 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.016867 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0137681 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0531673 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.236249 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0126701 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0170552 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0137681 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0491915 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0146525 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0403831 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0243384 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0485646 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0337203 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.371916 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00374349 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00388164 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0485646 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00366754 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0435602 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0232977 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0186188 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0512648 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0186931 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0173024 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0192926 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0186188 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0737555 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0919669 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0434746 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0775959 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.02234 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0550933 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0576087 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0434746 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0251044 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0709456 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0381857 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00998606 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0580101 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0540796 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0709456 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0688753 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0615466 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00153959 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0110053 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0090182 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0688753 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0651599 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.012059 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0242252 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0265674 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0865498 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0331803 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00834254 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00611749 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.101795 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.102243 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0998787 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.106297 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.235927 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0323695 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.000273538 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.222622 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0205838 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0482347 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0313901 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0482347 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0070805 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00797439 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0408938 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00797439 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.114107 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0197439 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.114107 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00555293 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.177765 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.17267 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0356598 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0722257 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.104782 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0563457 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.446613 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.107135 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.104782 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0280326 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.154359 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.147942 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0233567 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0399694 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.154359 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.181408 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.707438 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0925228 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.171892 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.181408 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.44295 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.074878 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0416108 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0275799 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.123128 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.450575 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.340197 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0906753 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.13322 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0457434 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0344609 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0814429 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0856528 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.000934727 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0765602 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00451138 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0856528 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0317084 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.182658 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0114986 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0604798 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0550795 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.182658 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0849253 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0472643 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.077472 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0727237 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0849253 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.174795 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0229316 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.114043 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.184859 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.158024 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00982063 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.11523 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0347438 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.11998 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0113088 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0249965 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0209636 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.117146 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.121313 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0265443 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00938312 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00210581 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00496151 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00389115 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.3339 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0790918 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0444546 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.112605 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0234459 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0396174 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0612969 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00643664 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0102269 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0296401 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0147135 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0420551 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0192145 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0256854 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.151097 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00424855 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.00586239 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0971061 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0429855 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0463865 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0328597 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0105328 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0401466 # DEPENDENCYPART_SIBL
