# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(17,15),(17,26),-0.00612135 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0191543 # DEPENDENCYPART_SIBL
(17,15),(17,30),0.00284986 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.117611 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.202821 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.05058 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.107312 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.198102 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0761866 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.201205 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.133308 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.22182 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.05058 # DEPENDENCYPART_SIBL
(17,16),(17,30),-0.150136 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00604004 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0745712 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00790036 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00912908 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0182936 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.00589132 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.130813 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.00797692 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0745712 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.103361 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.302842 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0023343 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0234229 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0973481 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0539394 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0492403 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0597826 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.302842 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.00879205 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00754481 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0120784 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0564133 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.00505093 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.101612 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.00894038 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.2535 # DEPENDENCYPART_SIBL
(17,20),(17,30),0.0436624 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0099931 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0340117 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0332515 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0936874 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0308703 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.111252 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0839812 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.102232 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.00518675 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.00467374 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.00310112 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.25091 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0163174 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.00211249 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0181338 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.00597818 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.234869 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.0229296 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0510075 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.059427 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.305387 # DEPENDENCYPART_SIBL
(17,24),(17,30),0.0105592 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.0130588 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.195774 # DEPENDENCYPART_SIBL
(17,25),(17,30),0.046815 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.300645 # DEPENDENCYPART_SIBL
(17,26),(17,30),0.0148467 # DEPENDENCYPART_SIBL
(17,27),(17,30),0.0436624 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0705739 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0649825 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00376404 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0476053 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.052519 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0252389 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0160973 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0377594 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0214382 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0160931 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.124969 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0409961 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0624404 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0222169 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0620832 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0749106 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.124969 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.075069 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0193655 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0713322 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0190852 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.008001 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0251176 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0100026 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0487934 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.0105468 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0624251 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.0255775 # DEPENDENCYPART_SIBL
(20,1),(20,28),-0.12969 # DEPENDENCYPART_SIBL
(20,1),(20,29),-0.102499 # DEPENDENCYPART_SIBL
(20,1),(20,30),-0.0314187 # DEPENDENCYPART_SIBL
(20,1),(20,31),0.0580704 # DEPENDENCYPART_SIBL
(20,1),(20,32),-0.0855908 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.151211 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0662533 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.138572 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.140207 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.140216 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.138568 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.00586409 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.132515 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.113898 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.10681 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.164228 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0294365 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.00586409 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0875648 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.139758 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.12636 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.13971 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.00269918 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.461316 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0994436 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.150326 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0277338 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.145233 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.0284509 # DEPENDENCYPART_SIBL
(20,2),(20,28),-0.104692 # DEPENDENCYPART_SIBL
(20,2),(20,29),-0.0718341 # DEPENDENCYPART_SIBL
(20,2),(20,30),-0.00825559 # DEPENDENCYPART_SIBL
(20,2),(20,31),-0.145194 # DEPENDENCYPART_SIBL
(20,2),(20,32),-0.0233374 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0493412 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0203116 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0221134 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0207113 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0203073 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0426642 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0872118 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0155283 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0259592 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0249441 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0895619 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.0426642 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0704135 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0214859 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0126686 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0214493 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0953651 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0389014 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0829441 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0152515 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0857031 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.00988803 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0655353 # DEPENDENCYPART_SIBL
(20,3),(20,28),-0.0364573 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.0659077 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.0515561 # DEPENDENCYPART_SIBL
(20,3),(20,31),-0.00996549 # DEPENDENCYPART_SIBL
(20,3),(20,32),-0.20064 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.026492 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0282667 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0268781 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0264754 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0282231 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.08729 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0646897 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.101833 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0196859 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0684485 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0282231 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0398949 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0278978 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0740292 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0276194 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0657648 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0362161 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0809264 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0648874 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.19432 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.068327 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0635144 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.048108 # DEPENDENCYPART_SIBL
(20,4),(20,29),-0.0762971 # DEPENDENCYPART_SIBL
(20,4),(20,30),0.193297 # DEPENDENCYPART_SIBL
(20,4),(20,31),-0.052551 # DEPENDENCYPART_SIBL
(20,4),(20,32),-0.0972958 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0395484 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0232272 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.017882 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.124173 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0417468 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0631896 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0229661 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0628324 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0741052 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.124173 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0758196 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0211545 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0720814 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0208741 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.00952519 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0267087 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0116315 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0449631 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0120703 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0585948 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0272064 # DEPENDENCYPART_SIBL
(20,5),(20,28),-0.131214 # DEPENDENCYPART_SIBL
(20,5),(20,29),-0.104128 # DEPENDENCYPART_SIBL
(20,5),(20,30),-0.0329422 # DEPENDENCYPART_SIBL
(20,5),(20,31),0.0542402 # DEPENDENCYPART_SIBL
(20,5),(20,32),-0.0871154 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0310836 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0253023 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.118477 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0457647 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0672042 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0269852 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0674229 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0700722 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.118477 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0798376 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0285747 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.076096 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0282944 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.017249 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0371284 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0176766 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0268522 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0247139 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0404839 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.0333051 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.138938 # DEPENDENCYPART_SIBL
(20,6),(20,29),-0.110173 # DEPENDENCYPART_SIBL
(20,6),(20,30),-0.0455859 # DEPENDENCYPART_SIBL
(20,6),(20,31),0.0361293 # DEPENDENCYPART_SIBL
(20,6),(20,32),-0.0962366 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.00511684 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.140079 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.034228 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0556706 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0154473 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0553204 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0816781 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.140079 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0683008 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.00838933 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0645623 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.00810895 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0180859 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0353256 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0200951 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.023436 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0206349 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.0370677 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.0356731 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.139775 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.112591 # DEPENDENCYPART_SIBL
(20,7),(20,30),-0.0415068 # DEPENDENCYPART_SIBL
(20,7),(20,31),0.032713 # DEPENDENCYPART_SIBL
(20,7),(20,32),-0.0956833 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.124969 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0409961 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0624404 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0222169 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0620832 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0749106 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.124969 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.075069 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0193655 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0713322 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0190852 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.008001 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0251176 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0100026 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0487934 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0105468 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0624251 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.0255775 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.12969 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.102499 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0314187 # DEPENDENCYPART_SIBL
(20,8),(20,31),0.0580704 # DEPENDENCYPART_SIBL
(20,8),(20,32),-0.0855908 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.000379635 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0569724 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0951443 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0524232 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.059777 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.020552 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0131114 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.00247822 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0370198 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.00296095 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0396027 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0376035 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.125395 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0207791 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0279769 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0144651 # DEPENDENCYPART_SIBL
(20,9),(20,27),0.0147587 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.157011 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.0613719 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.0599265 # DEPENDENCYPART_SIBL
(20,9),(20,31),0.0239465 # DEPENDENCYPART_SIBL
(20,9),(20,32),-0.0364068 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0573997 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0546449 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0107861 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0298379 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0513114 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.00931114 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.116575 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0664896 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.116313 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0292104 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.1387 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0941215 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.115395 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.215939 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.113216 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.068713 # DEPENDENCYPART_SIBL
(20,10),(20,28),-0.129926 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.10506 # DEPENDENCYPART_SIBL
(20,10),(20,30),0.23518 # DEPENDENCYPART_SIBL
(20,10),(20,31),-0.103053 # DEPENDENCYPART_SIBL
(20,10),(20,32),-0.171106 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0396006 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0126922 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.170528 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0603787 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0243994 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0232242 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0356322 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0220683 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0253418 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0309899 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0472699 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0162044 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0756895 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0188245 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0380701 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.124951 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.0706292 # DEPENDENCYPART_SIBL
(20,11),(20,30),-0.0869326 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0162448 # DEPENDENCYPART_SIBL
(20,11),(20,32),-0.110704 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.047797 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0488275 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0363527 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0186987 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.119033 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0844203 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.120189 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0569254 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0323874 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.086653 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.038944 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.015426 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0363239 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0398876 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.160618 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0930634 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.0100164 # DEPENDENCYPART_SIBL
(20,12),(20,31),-0.0384114 # DEPENDENCYPART_SIBL
(20,12),(20,32),-0.160004 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0571719 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0237826 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0549733 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0266671 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0109851 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0266305 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.116505 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0568772 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0648235 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.018643 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0667539 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0132795 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0366934 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0150635 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0464655 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0264807 # DEPENDENCYPART_SIBL
(20,13),(20,31),-0.013357 # DEPENDENCYPART_SIBL
(20,13),(20,32),-0.202617 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.00365318 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0883298 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.140708 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.127127 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.14066 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0145575 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.492686 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0781764 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.112908 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.00675715 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.107815 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.049718 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.0874356 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.0505668 # DEPENDENCYPART_SIBL
(20,14),(20,30),0.012529 # DEPENDENCYPART_SIBL
(20,14),(20,31),-0.107776 # DEPENDENCYPART_SIBL
(20,14),(20,32),0.00937504 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0131114 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00247822 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0370198 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00296095 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0396027 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0376035 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.125395 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0207791 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0279769 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0144651 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0147587 # DEPENDENCYPART_SIBL
