# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(14,13),(14,15),0.202459 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0616227 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.202775 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0356828 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.202775 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0249796 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.024185 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0716776 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.024185 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0590634 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0306044 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0590634 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0716373 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0195038 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0260042 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.159889 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.159877 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00308859 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.014545 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0291386 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0291386 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0762216 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0185452 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0168355 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0237296 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00998025 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00998025 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00172734 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0298267 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0136253 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0180718 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0180718 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00160024 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0601219 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00491044 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00491044 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.019331 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00758454 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00758454 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0168825 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0600829 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0323101 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0323101 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0345827 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0338907 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0337564 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.050121 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0408421 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0431549 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0803261 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0996964 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0337562 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0375037 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.119181 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0337562 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0110569 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0506742 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0110569 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0507602 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0686461 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.000411723 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0134629 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0136147 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0583753 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.00116199 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.139859 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0299068 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0326454 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0138329 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00570567 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.498731 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0138215 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.165411 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0126099 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.165411 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0108663 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.032514 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.179762 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0106505 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0583469 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.00180221 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.139032 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0298591 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0350823 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0108687 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00274147 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.493844 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0108573 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.176924 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0174853 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.176924 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0060357 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0288466 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.191269 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0582155 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.00167607 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.139659 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0297247 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0347888 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0109948 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.00286761 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.494283 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0109835 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.165169 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0135691 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.165169 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00993619 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0315738 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.179519 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0338749 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0815303 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.013531 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0724912 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0245839 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0283314 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.419489 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0245839 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0235387 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0248899 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0235387 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0288528 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00261218 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0296094 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.137462 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0316649 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0385909 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0057034 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00242381 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.489515 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.00569206 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.127641 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00210962 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.127641 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0240883 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0520428 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.141992 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0735533 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.139745 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0498122 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0537925 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.063602 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0499149 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0125466 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0566247 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0125466 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.000895043 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00692759 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.00765215 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0531142 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0185763 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0223226 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.51772 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0166684 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00393059 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00873733 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00393059 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.578134 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00832851 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0054592 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.101635 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.114512 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0646099 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.10222 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0976667 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.042603 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0976667 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0590376 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.154994 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0880562 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00169196 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.494799 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00980782 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.163241 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0135686 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.163241 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0099355 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0315641 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.177591 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.458533 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00890363 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.202775 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0356828 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.202775 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0125504 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0091042 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.217126 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0717533 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0445565 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.021799 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0445565 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0285557 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.018469 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0561577 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.207016 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0312928 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.207016 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00549021 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0172273 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.221367 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0716373 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0195038 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0294348 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.121919 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0121945 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0260042 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00152521 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.215385 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00722843 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0294348 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.121919 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0121945 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.108451 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.018808 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.087535 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.00883502 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0122056 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0200722 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0164006 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0100702 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0330634 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0244921 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0200722 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0286008 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00829871 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0315237 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.112711 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0292249 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0267027 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0438192 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0582557 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0304478 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0500383 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.113119 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0341425 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0270145 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0426912 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0282231 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0230482 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0282231 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0264754 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0622325 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.10533 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0972958 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.100325 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0604057 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0581278 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0291926 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.0345425 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.00736603 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.0231595 # DEPENDENCYPART_SIBL
(18,1),(18,29),0.0520011 # DEPENDENCYPART_SIBL
(18,1),(18,30),-0.0291926 # DEPENDENCYPART_SIBL
(18,1),(18,32),-0.00736603 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.252441 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.000802761 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00368585 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0510475 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.104208 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.00388401 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.058886 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.25452 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.128065 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.00381936 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0208758 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.147578 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.00776132 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.147578 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00436745 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0603114 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0353853 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0807701 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0280708 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0647228 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.0529076 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0671543 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0278508 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.0297572 # DEPENDENCYPART_SIBL
(18,2),(18,28),0.00414854 # DEPENDENCYPART_SIBL
(18,2),(18,29),0.00312378 # DEPENDENCYPART_SIBL
(18,2),(18,30),-0.0671543 # DEPENDENCYPART_SIBL
(18,2),(18,32),-0.0297572 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0279588 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0303988 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00153552 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.000123618 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0266413 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0389762 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0244803 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0147504 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0300937 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0144182 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.325193 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0397812 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.325193 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.030634 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.00348785 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.640118 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.121919 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.649215 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.00307299 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.0125612 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0554626 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0349188 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0271111 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.0182793 # DEPENDENCYPART_SIBL
(18,3),(18,29),-0.0590733 # DEPENDENCYPART_SIBL
(18,3),(18,30),-0.0554626 # DEPENDENCYPART_SIBL
(18,3),(18,32),-0.0271111 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0190994 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0645866 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.117804 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0266693 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0429609 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.268098 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.15003 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0189659 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0436611 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.120723 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0150239 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.120723 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0184178 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0477827 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0429183 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0889029 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0356039 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0521846 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0403789 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0749476 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0359688 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0375505 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.00396587 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.00471923 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.0749476 # DEPENDENCYPART_SIBL
(18,4),(18,32),-0.0375505 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0629367 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.116162 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0251141 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0462254 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.266452 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.147742 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0174107 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0421058 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.123271 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0134687 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.123271 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0168626 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.047324 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0407615 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0861476 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0334471 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0517355 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.0399202 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0725247 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0332283 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0351276 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.00123604 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.00224458 # DEPENDENCYPART_SIBL
(18,5),(18,30),-0.0725247 # DEPENDENCYPART_SIBL
(18,5),(18,32),-0.0351276 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0456786 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0546228 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0014356 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0687089 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.063513 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0511819 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0668585 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0302363 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0472156 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0302363 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0506428 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0661327 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0807331 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.108233 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0757341 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0631548 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0617472 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0129749 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.0420279 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.00131545 # DEPENDENCYPART_SIBL
(18,6),(18,28),-0.0281409 # DEPENDENCYPART_SIBL
(18,6),(18,29),-0.0334241 # DEPENDENCYPART_SIBL
(18,6),(18,30),-0.0129749 # DEPENDENCYPART_SIBL
(18,6),(18,32),-0.00131545 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0626633 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0362518 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0130381 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.00254076 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0575661 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0732428 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.257281 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0535999 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.257281 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0570271 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.020044 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0311339 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0727649 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0261493 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0235447 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.012681 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.178335 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.136734 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.274605 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0866866 # DEPENDENCYPART_SIBL
(18,7),(18,29),-0.0254326 # DEPENDENCYPART_SIBL
(18,7),(18,30),0.178335 # DEPENDENCYPART_SIBL
(18,7),(18,32),0.274605 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0389251 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.272547 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.157827 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0281093 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0528044 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.110926 # DEPENDENCYPART_SIBL
