# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(5,7),(5,15),-0.704995 # DEPENDENCYPART_SIBL
(5,8),(5,12),-1.35792 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.235137 # DEPENDENCYPART_SIBL
(5,8),(5,15),-1.35445 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.235137 # DEPENDENCYPART_SIBL
(5,12),(5,15),-1.35445 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.515833 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.136774 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0424783 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0039295 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00999132 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.100185 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0714285 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.078708 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0723836 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0184058 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0533466 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00217649 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00727631 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0027044 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.115297 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0215272 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0699909 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0288537 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0699911 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.130964 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.19211 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.19211 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0337352 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0817663 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0602776 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00591557 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0132666 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.115181 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00582345 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00582373 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00647704 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.130239 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0194322 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.103484 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0637531 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.132718 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.132718 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0147192 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0573482 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0449456 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.115224 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00581377 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00581405 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00584874 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.129562 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0184443 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0119295 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0119298 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.099358 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.113248 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0959549 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00058494 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0100197 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0925796 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.000242288 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0100146 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0925816 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.000244168 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0395983 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00233445 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.000359784 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.022275 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0218855 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0461516 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0657384 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0657384 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0218855 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00920402 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00152841 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00434672 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0379272 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.014889 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0181672 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0379272 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0183689 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0112258 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00852128 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00196839 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.00043458 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.00193604 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.189626 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0217179 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.174879 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.174879 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.189626 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0177946 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0372237 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0372059 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00323216 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00981721 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0645801 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00323216 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0186951 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0252571 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0134183 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0404581 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0385568 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0347181 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0214551 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.174683 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.174683 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.189104 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0143196 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0387897 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0422783 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00191079 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.012025 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0696524 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00191079 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0149401 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0303295 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0156261 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0420242 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0436292 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0397905 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.112451 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.112451 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0870086 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0686276 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0549808 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0451412 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0143646 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00604491 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0701196 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0143646 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0370054 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0239186 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.021133 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.061799 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0425005 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0426424 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0118336 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0556194 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.11097 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0836252 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0607327 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0379132 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0804254 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0730424 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0379132 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0586055 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.050818 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0842609 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0794694 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0549704 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.058235 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0556194 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.11097 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.083625 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0607327 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0379132 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.080427 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0730424 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0379132 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0586055 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.050818 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0842625 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0794692 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0549704 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0582351 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0143196 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0387897 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0419322 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00191079 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.012025 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0693064 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00191079 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0149401 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0299834 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0156261 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0420242 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0432831 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0394444 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00480273 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0425863 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00284595 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0231252 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0303414 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00284595 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0424056 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0454216 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0279889 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00669666 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0481311 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0425844 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.107112 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0493901 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0552692 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.118582 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0493901 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0184816 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.103889 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0506334 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.351326 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.103626 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.107114 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0126846 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.000477903 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.119388 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0126846 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0245096 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.10414 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.01606 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0222059 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.091453 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.113631 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0949373 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.119465 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.124158 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.111434 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.106119 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0995844 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0819344 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0910488 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.106768 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0120807 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0194787 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0502585 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0465368 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.230673 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0970602 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0413036 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0392272 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0535757 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.000713791 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.133822 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0403945 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0369863 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.121135 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.143313 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.111434 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.106119 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.0995844 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0819344 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0910488 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.106768 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.023475 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.097791 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0777398 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0214298 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.0261393 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0121277 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0182136 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0880103 # DEPENDENCYPART_SIBL
(9,20),(9,25),-0.110189 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.103154 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0356257 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.0335493 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.104099 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.107587 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.10707 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.714063 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0875246 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.113905 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.714494 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0875246 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.258417 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.487175 # DEPENDENCYPART_SIBL
(10,12),(10,15),-1.39523 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.258417 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0825025 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.556769 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.135993 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.538219 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0624868 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.274017 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.00058494 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.184527 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0787396 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.000585218 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00834298 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00924876 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0069436 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0100356 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.184527 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0787396 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.000585218 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00834483 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0092437 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00694172 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0100305 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.164717 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00581377 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0240845 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00590926 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0224327 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00584874 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0186013 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0420569 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0902855 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0513782 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0954611 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00834298 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00924876 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0069436 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0100356 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0171249 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00648975 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0141743 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00359404 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.261907 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00821977 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0064257 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00642289 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0586231 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0397564 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.00642289 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.014488 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0183216 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0397564 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00642289 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0177027 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0513034 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.018946 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.00593713 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0108801 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.031003 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0277204 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0108801 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.141933 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00597082 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0277204 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0108801 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0177501 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.191056 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00785473 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.016273 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0309691 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0277203 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0110567 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.140024 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00600475 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0277203 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0110567 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0164491 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.189403 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00930883 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.014972 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0515637 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0752742 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0279406 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0261146 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0515637 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0752742 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.025772 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00248178 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0483117 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0183928 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0127103 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.073495 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0662027 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.100325 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0127103 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00959229 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0306917 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0313935 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0112263 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.140024 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00600475 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0277203 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0110567 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0164491 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.189749 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00930883 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.014972 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0375575 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0734921 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0498117 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.658519 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0036083 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0384604 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.66662 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0230501 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0152906 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00277094 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0651266 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00722359 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0101502 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0127103 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00959229 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0306917 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0313935 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0112263 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0164491 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.187905 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00930883 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.014972 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0317466 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0589526 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.365338 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0195817 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0232244 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0429737 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0289818 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0285922 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0568466 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0718889 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0718889 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0285922 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0436467 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0405792 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0718889 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0285922 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.126276 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.000355563 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0845453 # DEPENDENCYPART_SIBL
