# _root_ Zdůraznil , že USA vytvářejí koncentrační tábor , když přesouvají uprchlíky na základnu Guantánamo na Kubě .
#goldHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,13,15,0,
#predictedHeads=0,3,1,5,3,7,5,9,5,9,10,10,12,13,14,15,0,
(6,5),(6,9),-0.00338514 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.127062 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.102609 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.081766 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00370511 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0654962 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0125084 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0834853 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.045988 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.102181 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.240579 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.259074 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.077707 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00680655 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0770134 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0224051 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0661335 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.131798 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.131798 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0923243 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.301295 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.295295 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0567205 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0601219 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.01612 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00615358 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0101696 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00110998 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00110998 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0137506 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0345992 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.300873 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0414588 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0650289 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.126085 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.177369 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.191323 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.191323 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.250889 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00819984 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0121706 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0563361 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00581761 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00100061 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.123014 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.123014 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0775749 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00592327 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0757845 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0166007 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0662921 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.131424 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.131424 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00212957 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0377764 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0160597 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.005982 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0417727 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0417727 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00218794 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0142639 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00757421 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0324415 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0324415 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0139197 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0138995 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.04278 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.04278 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00222791 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00353087 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00353087 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.104333 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.104333 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0341855 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0668462 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0391231 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.035086 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00118391 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0744595 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0440701 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.000599825 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.665511 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0192974 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0275351 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0275351 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.237691 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.265132 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0499201 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0310342 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.072214 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0558501 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0784213 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0464299 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0176796 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0176796 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0245841 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0874639 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.109622 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.064872 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.423122 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0298628 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00758319 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00668052 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00668052 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.122067 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.036227 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0100149 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0364825 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.026837 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.147929 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0333295 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0333295 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0735042 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0450231 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00669043 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.66576 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0132078 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0320225 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0320225 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0127103 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00214693 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0112263 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00140069 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0155709 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0155709 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0523349 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0147555 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.163744 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0413327 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0413327 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0372696 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.000469893 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0567329 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0567329 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0218928 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0341927 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0341927 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.023454 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.023454 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.06255 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.121269 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.096655 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.139449 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.101774 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.186769 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0162092 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.216331 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.110776 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.221847 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.216523 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.110776 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.216523 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0938364 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00773523 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.189309 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0415672 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00948488 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0853496 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0276114 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.105266 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0442298 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0259986 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.105266 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0259989 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.10144 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.135444 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0996765 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.183821 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00464188 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.223155 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.11684 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.228671 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.223347 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.11684 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.223347 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0988944 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0209631 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.064732 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.192332 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.113215 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0414394 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.113152 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.1131 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0414394 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.113213 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.107054 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0546548 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.061713 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00506729 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0841768 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0216858 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0034545 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0841768 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00345486 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.105918 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0482369 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.167123 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0631353 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.177942 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.168989 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0631353 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.169003 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0825054 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0307457 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0537518 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0306485 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0306509 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0537518 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0306485 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0764616 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0394708 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0793258 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0750141 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0394708 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0750323 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.244343 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0165647 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0165647 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0414933 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0165825 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.151416 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0758618 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0428947 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.07588 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.245181 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.047081 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0750323 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.244333 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0165825 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.151416 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.244373 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0744155 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0833256 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.003123 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.231224 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0656882 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0100824 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0744155 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00385735 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0137058 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0381874 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0176334 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0144088 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0381874 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0144177 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0409263 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0143325 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0668974 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.116855 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.00912908 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0308464 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.174704 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.201964 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00523079 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00320372 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00403477 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00117747 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00320372 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00114352 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0253276 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.105215 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.149688 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.16938 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.110815 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.202462 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0886891 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.19203 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.190485 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.188684 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.19232 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.190485 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.192329 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.201299 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00140892 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.165966 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.165609 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.102483 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0140191 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0676121 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0136738 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0838271 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0647082 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0136738 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0647118 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00431626 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0686537 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00329645 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0918524 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.000971902 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.013881 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0364601 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0178086 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.014584 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0364601 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0145929 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0387076 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0508574 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0324364 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0307235 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0604322 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0586055 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0575853 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0606304 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0586055 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.060752 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0993264 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.147229 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00536838 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0451524 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0148259 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0613674 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0422485 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0148259 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0422522 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0235828 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.201964 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00523079 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00320372 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00403477 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00117747 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00320372 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00114352 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0253276 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0334732 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0629531 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0301169 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0337532 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0629531 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0337621 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.066873 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0233139 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.121 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.114042 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0233139 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.114068 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.130093 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0280321 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0261397 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0767264 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0261744 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0478964 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.109759 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0361421 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.109784 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.12579 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0317313 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.113659 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.129664 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0261744 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0478964 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.129711 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.184527 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0684164 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0208188 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.000189478 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0684164 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00025667 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.111385 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.117392 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0162428 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0187264 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.117392 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0185053 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00260766 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0275278 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0310852 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0352246 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0310549 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.101628 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0600292 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.108255 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0600515 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.204611 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.125068 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0537915 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.198351 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0310549 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.101628 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.20465 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.375751 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00844321 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00655712 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00659124 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0875853 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0265112 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0168915 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.01692 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0449324 # DEPENDENCYPART_SIBL
(12,13),(12,14),-1.45893 # DEPENDENCYPART_SIBL
(12,13),(12,16),-1.45898 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.440875 # DEPENDENCYPART_SIBL
(12,14),(12,16),-1.45898 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.440875 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.440996 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0566858 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0102298 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.107554 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0100088 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00259708 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0389335 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0334116 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0391584 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.119894 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.130973 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0552172 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.196628 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0234074 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.105058 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.202927 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0133245 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0566343 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0191948 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.117393 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0185051 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00260783 # DEPENDENCYPART_SIBL
