# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,3,1,7,7,7,3,9,5,14,12,10,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,30,24,30,31,30,35,30,37,35,0,
(15,13),(15,14),-0.00440325 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0190142 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0344842 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0311442 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0481182 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00685091 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.042989 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0035258 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00902345 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0178444 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0159109 # DEPENDENCYPART_SIBL
(15,13),(15,29),0.0135224 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0766722 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0152215 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0177463 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0188847 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.029492 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0136568 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.013622 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0494544 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0180703 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0239596 # DEPENDENCYPART_SIBL
(15,14),(15,29),0.00475996 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0452602 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0431467 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0734933 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00234202 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0726111 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0174261 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0421228 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0125045 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0247089 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.0103621 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.349759 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.115764 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0315936 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.11488 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0323801 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0048486 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0484794 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.03718 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.0183079 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.108177 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0300446 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.107294 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0511306 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.000653185 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0526747 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0357171 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.0253307 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0615657 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.109606 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0105838 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.124733 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.00697206 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0694478 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.00976737 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0414392 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00646372 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0422618 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.00307646 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0870045 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.0297153 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0115588 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.114427 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0178983 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0804631 # DEPENDENCYPART_SIBL
(15,21),(15,29),0.0319934 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0287003 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0995582 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.133089 # DEPENDENCYPART_SIBL
(15,22),(15,29),0.0422295 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.168959 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.222504 # DEPENDENCYPART_SIBL
(15,23),(15,29),0.0573633 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0231492 # DEPENDENCYPART_SIBL
(15,24),(15,29),0.00683875 # DEPENDENCYPART_SIBL
(15,25),(15,29),-0.0137809 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.154098 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0167595 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0557471 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0716866 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0375197 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0168288 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0378643 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.098395 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00946193 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0440983 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0261633 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.076162 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0262622 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0728282 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0347052 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00182 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0849949 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00184803 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0413587 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0535305 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0529879 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0535305 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0174901 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.107911 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.111017 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.142604 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0196256 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0310844 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.143244 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0518673 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0129384 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0233551 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0644395 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00528454 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0188507 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0815505 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0127867 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00160964 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.216208 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0431662 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0627525 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0602193 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0906351 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.012209 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0408863 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.140962 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0170654 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0103662 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0762891 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0262834 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0315454 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.233336 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0304005 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.077292 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00840004 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00798286 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.222288 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.048951 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0143658 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0587037 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.125809 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.000675341 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0331119 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.122231 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0313092 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.00956506 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.010535 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0527804 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0992536 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0298958 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0882936 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.134912 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.983876 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.320448 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0627523 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0602192 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.036814 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.063058 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.140962 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00812865 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.00381774 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0103698 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.193929 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0194327 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.239086 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00977709 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.00630835 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.181847 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0294651 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.228039 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0283276 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0409918 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0393373 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.221948 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00797451 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0295151 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.176841 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0776835 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.124703 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0527826 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0699596 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.00485635 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0768043 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0498187 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0544557 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.651961 # DEPENDENCYPART_SIBL
(22,15),(22,30),0.665923 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00896478 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0136407 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0232298 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.0224766 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00466622 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00553338 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.0149032 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00323885 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0126086 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.362466 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.112438 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0919097 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.110387 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.293471 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.141841 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.179902 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.217647 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.300033 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.0680547 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.137795 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.067295 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0523818 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.14075 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.12269 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.119563 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0898132 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0423114 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.036965 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.124966 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0459124 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.228449 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.155625 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.152896 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.118384 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.16993 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0277806 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.156038 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.157589 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.122317 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.119137 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0894035 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0409807 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0365388 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.124594 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.000946683 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.225087 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.142352 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.370259 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0771535 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.00625765 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.131933 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.21506 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.130358 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0909969 # DEPENDENCYPART_SIBL
(23,24),(23,30),-1.1208 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.089885 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0364543 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0792918 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.527489 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.146325 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0234479 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.501998 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0730174 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.497407 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.435324 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0773061 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.0223428 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.100178 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0978501 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.0917666 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.107859 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0877818 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.114969 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0877821 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.174405 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.177077 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.049293 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0601563 # DEPENDENCYPART_SIBL
(24,1),(24,27),-0.0612169 # DEPENDENCYPART_SIBL
(24,1),(24,28),-0.0355625 # DEPENDENCYPART_SIBL
(24,1),(24,29),0.0228174 # DEPENDENCYPART_SIBL
(24,1),(24,30),0.0201221 # DEPENDENCYPART_SIBL
(24,1),(24,31),-0.0760108 # DEPENDENCYPART_SIBL
(24,1),(24,32),-0.026423 # DEPENDENCYPART_SIBL
(24,1),(24,33),0.0228174 # DEPENDENCYPART_SIBL
(24,1),(24,34),-0.0651219 # DEPENDENCYPART_SIBL
(24,1),(24,35),-0.0267263 # DEPENDENCYPART_SIBL
(24,1),(24,36),-0.0601563 # DEPENDENCYPART_SIBL
(24,1),(24,37),-0.020037 # DEPENDENCYPART_SIBL
(24,1),(24,38),-0.0856903 # DEPENDENCYPART_SIBL
(24,2),(24,7),0.0697464 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.105698 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0205118 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0147368 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00370586 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.0223267 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.0617585 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.0223055 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.135693 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0187868 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0103074 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0275414 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.029538 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.0188936 # DEPENDENCYPART_SIBL
(24,2),(24,29),0.0596948 # DEPENDENCYPART_SIBL
(24,2),(24,30),0.0316255 # DEPENDENCYPART_SIBL
(24,2),(24,31),0.000540523 # DEPENDENCYPART_SIBL
(24,2),(24,32),-0.0345947 # DEPENDENCYPART_SIBL
(24,2),(24,33),0.0596948 # DEPENDENCYPART_SIBL
(24,2),(24,34),-0.0321388 # DEPENDENCYPART_SIBL
(24,2),(24,35),-0.010835 # DEPENDENCYPART_SIBL
(24,2),(24,36),-0.0275414 # DEPENDENCYPART_SIBL
(24,2),(24,37),-0.00501914 # DEPENDENCYPART_SIBL
(24,2),(24,38),-0.148703 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0235851 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.022599 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.0241333 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0116669 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.000443595 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.00182559 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.000443798 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.053928 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0426391 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0120596 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.050188 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.0146913 # DEPENDENCYPART_SIBL
(24,7),(24,28),-0.0743056 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.0313634 # DEPENDENCYPART_SIBL
(24,7),(24,30),0.0484778 # DEPENDENCYPART_SIBL
(24,7),(24,31),-0.0628901 # DEPENDENCYPART_SIBL
(24,7),(24,32),-0.0622511 # DEPENDENCYPART_SIBL
(24,7),(24,33),0.0313634 # DEPENDENCYPART_SIBL
(24,7),(24,34),0.0470528 # DEPENDENCYPART_SIBL
(24,7),(24,35),-0.0482583 # DEPENDENCYPART_SIBL
(24,7),(24,36),0.050188 # DEPENDENCYPART_SIBL
(24,7),(24,37),-0.0435133 # DEPENDENCYPART_SIBL
(24,7),(24,38),-0.0342327 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0529566 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0491754 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0578777 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0102722 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.03682 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0103107 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.180726 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0323103 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0134186 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0180847 # DEPENDENCYPART_SIBL
(24,10),(24,27),0.131075 # DEPENDENCYPART_SIBL
(24,10),(24,28),0.00337195 # DEPENDENCYPART_SIBL
(24,10),(24,29),0.0403509 # DEPENDENCYPART_SIBL
(24,10),(24,30),0.00968664 # DEPENDENCYPART_SIBL
(24,10),(24,31),-0.0725312 # DEPENDENCYPART_SIBL
(24,10),(24,32),-0.00918892 # DEPENDENCYPART_SIBL
(24,10),(24,33),0.0403509 # DEPENDENCYPART_SIBL
(24,10),(24,34),-0.0220908 # DEPENDENCYPART_SIBL
(24,10),(24,35),0.0269975 # DEPENDENCYPART_SIBL
(24,10),(24,36),-0.0180847 # DEPENDENCYPART_SIBL
(24,10),(24,37),0.0220353 # DEPENDENCYPART_SIBL
(24,10),(24,38),-0.0479293 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.044018 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.0108252 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0483656 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0245649 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0483658 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.0728509 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0306373 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.033299 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0602167 # DEPENDENCYPART_SIBL
(24,12),(24,27),0.0622696 # DEPENDENCYPART_SIBL
(24,12),(24,28),0.0101654 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.00292391 # DEPENDENCYPART_SIBL
(24,12),(24,30),-0.0551686 # DEPENDENCYPART_SIBL
(24,12),(24,31),-0.0426109 # DEPENDENCYPART_SIBL
(24,12),(24,32),0.0232262 # DEPENDENCYPART_SIBL
(24,12),(24,33),-0.00292391 # DEPENDENCYPART_SIBL
(24,12),(24,34),-0.0636786 # DEPENDENCYPART_SIBL
(24,12),(24,35),0.023739 # DEPENDENCYPART_SIBL
(24,12),(24,36),-0.0602167 # DEPENDENCYPART_SIBL
(24,12),(24,37),0.0286354 # DEPENDENCYPART_SIBL
(24,12),(24,38),0.0297353 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.00578176 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0486939 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.010565 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0486941 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0624803 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.036661 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0294507 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.066649 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.0274373 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0405968 # DEPENDENCYPART_SIBL
(24,16),(24,29),-0.0121315 # DEPENDENCYPART_SIBL
(24,16),(24,30),-0.0607512 # DEPENDENCYPART_SIBL
(24,16),(24,31),-0.0464598 # DEPENDENCYPART_SIBL
(24,16),(24,32),-0.027537 # DEPENDENCYPART_SIBL
(24,16),(24,33),-0.0121315 # DEPENDENCYPART_SIBL
(24,16),(24,34),-0.0701109 # DEPENDENCYPART_SIBL
(24,16),(24,35),-0.0270242 # DEPENDENCYPART_SIBL
(24,16),(24,36),-0.066649 # DEPENDENCYPART_SIBL
(24,16),(24,37),-0.0221279 # DEPENDENCYPART_SIBL
(24,16),(24,38),0.0191481 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0320185 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.062111 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0320438 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.046773 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0315561 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0830035 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0873492 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0860882 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0862269 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0291554 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.0706799 # DEPENDENCYPART_SIBL
(24,17),(24,31),-0.110319 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.103916 # DEPENDENCYPART_SIBL
(24,17),(24,33),0.0291554 # DEPENDENCYPART_SIBL
(24,17),(24,34),0.0853352 # DEPENDENCYPART_SIBL
(24,17),(24,35),-0.0911042 # DEPENDENCYPART_SIBL
(24,17),(24,36),0.0873492 # DEPENDENCYPART_SIBL
(24,17),(24,37),-0.0863485 # DEPENDENCYPART_SIBL
(24,17),(24,38),-0.0958195 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0113883 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.176822 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.150833 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0525893 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00836163 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0465551 # DEPENDENCYPART_SIBL
