# _root_ Rozdíl je v tom , že je ve vyhlášce přesně limitováno , co může být soutěžícím poskytnuto .
#goldHeads=2,0,2,3,6,4,6,7,8,11,7,14,14,7,17,17,14,0,
#predictedHeads=2,0,2,3,6,4,6,7,8,11,7,6,17,12,17,15,14,0,
(7,1),(7,10),0.0315636 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0377822 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0998963 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0167 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0766891 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0337886 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0130362 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.126619 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0927004 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.073422 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0168474 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0180773 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0147252 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0337724 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0207734 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0650497 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.158955 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0378286 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.229698 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.351147 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.097943 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0631716 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0782019 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0384089 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.118382 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0624624 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0998399 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00404411 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.104339 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.258486 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0414293 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0317399 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0195703 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.031026 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00549562 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0554979 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.012541 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0394537 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00935991 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0463313 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00300925 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0230656 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0460739 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0301238 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0963895 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0320868 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0433782 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0326794 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.237964 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.206156 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.136878 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.160023 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.130294 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.169862 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.235842 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.163887 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.117729 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.10639 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0832857 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.022794 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0724636 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0791932 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0762515 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0555915 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00681577 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00736187 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0177123 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0229217 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0118466 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0503592 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0224462 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0273229 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0548263 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0419996 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00922915 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.269286 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.218744 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.242752 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.101691 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0968053 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.094228 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.221792 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.245801 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.357326 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0286746 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0291479 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0358043 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00791718 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0323733 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00809854 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0677859 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00791702 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0413791 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0173865 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0112072 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0432978 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0777403 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0203388 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00233576 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.011419 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00654555 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0618414 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00447277 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.254351 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.254384 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0137666 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.260245 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.252921 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0146216 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.258782 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0934805 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.285708 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0072008 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0296671 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00735187 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0438974 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0402638 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00383915 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0678767 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0280231 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00388568 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0158327 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.297824 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0171066 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0321039 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.15883 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.157783 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0698028 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0171066 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0335128 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.208523 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0352386 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0731651 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0105336 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0909597 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.104369 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0781731 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.108587 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0893626 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.286863 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0420126 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0026364 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0283194 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0183177 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0615052 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.151688 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.121413 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.30923 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0467403 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0426479 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0368699 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00584085 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00167989 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00765719 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0381599 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0620355 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.257642 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0475668 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0140104 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0579655 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0211118 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0102082 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0720184 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0492862 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.072705 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0143325 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.129259 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0471191 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0263959 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0832096 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.181764 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0587059 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0697109 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0982385 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.128098 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.116002 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.080372 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.120897 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.16645 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.230899 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0420126 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0026364 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0283194 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0183177 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0615052 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.151688 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.000459733 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0471234 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00310071 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0706152 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0179009 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.04223 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00245062 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0312009 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.111627 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0308967 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0406657 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0684893 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.100997 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.113122 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.224179 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0395975 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0755725 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0181122 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0760132 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00103274 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0722752 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0822226 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0823547 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.012756 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.152278 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.804202 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.678475 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0498248 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.765365 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0201644 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0735055 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.119181 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0457844 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0158637 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0238838 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.033764 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0467862 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0431549 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0365053 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.127291 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0568156 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0502118 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0120493 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0686461 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.225935 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.037774 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.172886 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00147735 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0104131 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0154711 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.192038 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0619156 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.181854 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0865096 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.11306 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0968351 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0488524 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.237691 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0934984 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0592731 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.072894 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0421274 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0499201 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.00592432 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.119911 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0281455 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0299769 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0848427 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.018469 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0694979 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.122955 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0648794 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0957878 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0874639 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0355396 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0469551 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0592943 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00474277 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0298667 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0528464 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0722752 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0822226 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0823547 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.012756 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.152278 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.804202 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.678475 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0498248 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.765365 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0201644 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0208648 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00852796 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0530758 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0415496 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.201134 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0221015 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0162399 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0589167 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0140625 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00393633 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.140007 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0583019 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0788062 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0120017 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0082209 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0146675 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0318228 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0981824 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0260736 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0629455 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00342779 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0445599 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0172905 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.14507 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0335903 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.702211 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.573714 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.000368456 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.666428 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00692759 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0991574 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.104055 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0222197 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0952309 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00326366 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.355028 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0275678 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.364192 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0722806 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0915902 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.376358 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.137863 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0414428 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.106077 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.132253 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.00863442 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0384897 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.18045 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0559374 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00863442 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0518662 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.244632 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0231341 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0410774 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.18045 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.280141 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0325536 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0473566 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0602193 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0252725 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0973329 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.112736 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0605798 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.29048 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0309455 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.00957581 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0265036 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.269927 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.112736 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.144163 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.159674 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0269924 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0404462 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.027524 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.322045 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0234516 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0306857 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0575805 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0169409 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00356858 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00658449 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.322045 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.213028 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0333992 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0878937 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0828079 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.110331 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0482568 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.10797 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0325339 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0250072 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.059651 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0968972 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.191565 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0321184 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0196021 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0159919 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.054665 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0429862 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.106764 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.13643 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.130133 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0772631 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.156731 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.208797 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.195617 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.233878 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.174645 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.16196 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.221946 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0309455 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.00957581 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0265036 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.269927 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.112736 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.144163 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.159674 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0269924 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0404462 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.027524 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00962774 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0368043 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0101208 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.243771 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.197258 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0146021 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0515486 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.115005 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0599074 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0301255 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0215431 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.169909 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.270358 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0532028 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0770666 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0395701 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0361464 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00599535 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.160968 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.128636 # DEPENDENCYPART_SIBL
