# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(18,3),(18,6),-0.3021 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.106385 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0154149 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.182662 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.193427 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.149018 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.00544721 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0358036 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.173552 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.188462 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.00392565 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0474538 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0537487 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0257142 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0474204 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0580372 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0686436 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0126149 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0678834 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.341119 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0602374 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.071893 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0489709 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0126713 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.176006 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.011276 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0662718 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00728487 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0251159 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.028215 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0315337 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.01291 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0782514 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0311119 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.00804492 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.00494876 # DEPENDENCYPART_SIBL
(18,5),(18,26),0.00280625 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.00974073 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.119908 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.185989 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0145397 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00157193 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.188806 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0344324 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.131814 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0071941 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.00562792 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0150116 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.12075 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0113877 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0184848 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.120402 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.00504032 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.032636 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.00754261 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.00863586 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.035559 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0454106 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0607284 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0617715 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0865009 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0192985 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0356199 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0512361 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.079553 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0454166 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.114199 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.048726 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0443081 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.116234 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.139991 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0335508 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.120406 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0024001 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0130395 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0288824 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0335086 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.269578 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0637618 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.00812484 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0229429 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0240132 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.000101118 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0351765 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.023957 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.00590893 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.00967019 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0107926 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.00131564 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.197672 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.151636 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00224517 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0392513 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.176519 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.192707 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00189009 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0398233 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0557843 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0161805 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0397899 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0600728 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0706792 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.0205614 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.069919 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.150857 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00443538 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0463462 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.178726 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.193152 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.00394928 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0443118 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0537251 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0206215 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0442784 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0580136 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.06862 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.00523275 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0678598 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.011276 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0662718 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00728487 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0251159 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.028215 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0315337 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.01291 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0782514 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0311119 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.00804492 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.00494876 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.00280625 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.00974073 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00344662 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00879306 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00847468 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.000602018 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0336321 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0352485 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.01214 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0325237 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0372831 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0610401 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0407952 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0414553 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.077581 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0262166 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0110299 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0371549 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0340792 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0831539 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0370987 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0280678 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0436482 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0473045 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0326624 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0560319 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0470753 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0830361 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0719541 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0463874 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0812629 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0654511 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0824646 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0122524 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0721108 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.013566 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0409784 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0441083 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0172869 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.040945 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0483968 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0590032 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.00218616 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.058243 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0209973 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.115912 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0559088 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0209304 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.115755 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.130073 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.250376 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.121669 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.107549 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0539453 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.34805 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.107322 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.110933 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0685253 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.10719 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0579111 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0215654 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.115125 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.129443 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.250382 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.121039 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00690853 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0186839 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0223889 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0994581 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0186253 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.107314 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.110925 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0685179 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.107182 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.126859 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.250671 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.118454 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.251463 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.119141 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0176849 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.105044 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0350486 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0458967 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.098041 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.035421 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.000389786 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0283524 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0181336 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0345579 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.013588 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.110007 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0387784 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0377991 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.117007 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0353416 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0317051 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0313644 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0798838 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0927529 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.309586 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0832299 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.00691268 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0153291 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0162961 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.107377 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0187521 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0387674 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0377881 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.116996 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0353307 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.104492 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.32529 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0949693 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.319616 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0879109 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0134467 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0123454 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0234565 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.11076 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.182981 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.000159024 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0503088 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0897109 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00879667 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0262345 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.00432292 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.00849072 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00679352 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0427772 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0055537 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00794857 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.015041 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0103934 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.00587859 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0503188 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.088585 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00876247 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0262687 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.00438158 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.00852492 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00795517 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0207287 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0216957 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.106054 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0241517 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0323741 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0313948 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.115603 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0289374 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0891031 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.317115 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0795801 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.311441 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0725216 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.00978958 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0149338 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0369659 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.0125328 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0197013 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0149338 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0732266 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0126544 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0125748 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0860933 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0281264 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.0126543 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0119562 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.131085 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.00632581 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0107873 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0658795 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.00917643 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.0973013 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.019083 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0217922 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0285155 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0223585 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.034251 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0215773 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0269892 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0453991 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0263962 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0215775 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0281236 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0438863 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0117644 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0262206 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0386811 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.00525801 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.103519 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.136657 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0981253 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.12681 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.100691 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.136614 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.104932 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0906809 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0989005 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.136615 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.105555 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00211667 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00274995 # DEPENDENCYPART_SIBL
(22,8),(22,25),-7.60771e-05 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.105399 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.00647264 # DEPENDENCYPART_SIBL
(22,8),(22,28),0.0127635 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.018612 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.161845 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.000494788 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0173872 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0184212 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00893454 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0131147 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.017598 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0190756 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.585357 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0271496 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0248734 # DEPENDENCYPART_SIBL
(22,11),(22,26),0.00778776 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0321523 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0586467 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0617864 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0532201 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0883841 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0292379 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.075676 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.027836 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0885759 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.030715 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00149396 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.207685 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.223731 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.0564638 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.199127 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0451704 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.034251 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0215773 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0269892 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0453991 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0263962 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0215775 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0281236 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0438863 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0117644 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0262206 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0386811 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.00525801 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.103519 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.144263 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.114193 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0930231 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.108161 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.144263 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.114815 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.00187128 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.000190594 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.00286317 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0541741 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.00353339 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.023864 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0164869 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.010628 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0111805 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0159002 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0171413 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.599997 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0168714 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0145951 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0248724 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0218741 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0483014 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0758006 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0278337 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0885736 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0307127 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00158516 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.217406 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.233452 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0495183 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.208848 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0416686 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0789195 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.122979 # DEPENDENCYPART_SIBL
