# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(13,19),(13,21),-0.154524 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.252586 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.00206236 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.01084 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0241253 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.00995346 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0532236 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0664849 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0240931 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.060669 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0606689 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0881858 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0223464 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0432 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0147054 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.064541 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0426932 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.10172 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.113162 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0246714 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.151018 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0629726 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0585301 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.147792 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00376506 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00765451 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00769605 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0399172 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0472324 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0394551 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.062987 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0585301 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.147403 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00376286 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00760748 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0076961 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0399238 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0472794 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0394551 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0259462 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0268912 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00112825 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0276812 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.032255 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0247902 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.171528 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.00284297 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.149096 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0363983 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0271793 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.022733 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00673779 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0126016 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0497209 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0218714 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00552499 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0483257 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00344892 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0726735 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0462163 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0692501 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.013098 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00675621 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0308622 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0470294 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0400361 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0905229 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0842712 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.064801 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0181791 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.112456 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0945296 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.154548 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0163827 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.128631 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0740426 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0863075 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0730625 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.772798 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0213682 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0671159 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.103475 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0132973 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0426972 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0226659 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0288627 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0488637 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0467378 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.269028 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0238786 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.11927 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.133171 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0702982 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.265201 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0729692 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0708436 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0238786 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.265202 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.118385 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0196702 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0401483 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0207088 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0313277 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0956967 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0836888 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0490237 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0319142 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0660498 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.0665753 # DEPENDENCYPART_SIBL
(16,1),(16,28),-0.0865818 # DEPENDENCYPART_SIBL
(16,1),(16,29),-0.0865818 # DEPENDENCYPART_SIBL
(16,1),(16,30),-0.0865818 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0336176 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0800344 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.140765 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0875281 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0339312 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.181448 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.104 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.136379 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.113843 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.100481 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0875281 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.136379 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.00450232 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0286412 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0212937 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.47583 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0108492 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.10882 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.362553 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.135529 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0120243 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.525738 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0563172 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0267922 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.0267922 # DEPENDENCYPART_SIBL
(16,2),(16,30),-0.0267922 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0203789 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0459572 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0149595 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0727345 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0494073 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0137875 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0421305 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0186735 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0304434 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0149595 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0421306 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0420022 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00554808 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0591696 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0513432 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0323203 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0526677 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.135603 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0725853 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.300072 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.113309 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0255675 # DEPENDENCYPART_SIBL
(16,3),(16,28),-0.0881198 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.0881198 # DEPENDENCYPART_SIBL
(16,3),(16,30),-0.0881198 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0104935 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0528853 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0648199 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0736504 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0374191 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00666851 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0562379 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.00801861 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0528853 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00666868 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0157066 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0186947 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0107571 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0273333 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0561781 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.024488 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0216311 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0580827 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0606482 # DEPENDENCYPART_SIBL
(16,4),(16,26),0.00556535 # DEPENDENCYPART_SIBL
(16,4),(16,27),0.0122342 # DEPENDENCYPART_SIBL
(16,4),(16,28),-0.105448 # DEPENDENCYPART_SIBL
(16,4),(16,29),-0.105448 # DEPENDENCYPART_SIBL
(16,4),(16,30),-0.105448 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0569178 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0120038 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0901827 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0427171 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0174339 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0617303 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0497466 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0569178 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0174337 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.325193 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0607418 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0722013 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.215229 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0283272 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0388695 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.282749 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0046772 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0851597 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.280582 # DEPENDENCYPART_SIBL
(16,5),(16,27),0.596375 # DEPENDENCYPART_SIBL
(16,5),(16,28),-0.120905 # DEPENDENCYPART_SIBL
(16,5),(16,29),-0.120905 # DEPENDENCYPART_SIBL
(16,5),(16,30),-0.120905 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.110377 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.127741 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0648621 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.260131 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0675331 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0742712 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0380733 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.260131 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.128412 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00766008 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0350213 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.00265234 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.00879517 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0848575 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0603285 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0967492 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0409912 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0426906 # DEPENDENCYPART_SIBL
(16,6),(16,27),-0.0535058 # DEPENDENCYPART_SIBL
(16,6),(16,28),-0.0636878 # DEPENDENCYPART_SIBL
(16,6),(16,29),-0.0636878 # DEPENDENCYPART_SIBL
(16,6),(16,30),-0.0636878 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0808262 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0270743 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.130495 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0719111 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0587636 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.130128 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.130495 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.021114 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0263313 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.01122 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0844298 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.020462 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.203732 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0162668 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0242999 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.025192 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.0405209 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0519398 # DEPENDENCYPART_SIBL
(16,7),(16,28),0.0501591 # DEPENDENCYPART_SIBL
(16,7),(16,29),0.0501591 # DEPENDENCYPART_SIBL
(16,7),(16,30),0.0501591 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.117312 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0322427 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.112582 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0078408 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.104143 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0335864 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0423273 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0319702 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0956957 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0303844 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0094523 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.604041 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0703772 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0242839 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0425219 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.0312258 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0528043 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.132004 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.132004 # DEPENDENCYPART_SIBL
(16,8),(16,30),-0.132004 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.08256 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.111877 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.050605 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00435294 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0812159 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0495492 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00658039 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0675292 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.020459 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0114675 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.740758 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0226058 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0196263 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0614917 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0164826 # DEPENDENCYPART_SIBL
(16,9),(16,27),-0.0347534 # DEPENDENCYPART_SIBL
(16,9),(16,28),-0.0841883 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.0841883 # DEPENDENCYPART_SIBL
(16,9),(16,30),-0.0841883 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.062104 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0501348 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.055752 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0173765 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.324805 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0617472 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0732067 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.216241 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0293304 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.039922 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.283761 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.00211914 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0861651 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.281594 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.59195 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.121908 # DEPENDENCYPART_SIBL
(16,10),(16,29),-0.121908 # DEPENDENCYPART_SIBL
(16,10),(16,30),-0.121908 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0777097 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0303966 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.115276 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0763556 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.073 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.123269 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0580523 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0703193 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.656547 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0998372 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.110519 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0367455 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.075364 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0990123 # DEPENDENCYPART_SIBL
(16,11),(16,28),-0.163165 # DEPENDENCYPART_SIBL
(16,11),(16,29),-0.163165 # DEPENDENCYPART_SIBL
(16,11),(16,30),-0.163165 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0542872 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0059241 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0161839 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0370317 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00313027 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0298544 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0292698 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00770834 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0173203 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0345479 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0689798 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.00808665 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.00123305 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.122318 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.122318 # DEPENDENCYPART_SIBL
(16,12),(16,30),-0.122318 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.260131 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.128412 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00766008 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0350213 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00265234 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00879517 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0848575 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0603285 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0967492 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0409912 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0426906 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0535058 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.0636878 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0636878 # DEPENDENCYPART_SIBL
(16,13),(16,30),-0.0636878 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.325071 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0618003 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0732599 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.216287 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0293836 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0399281 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.283808 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00206426 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0862182 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.281641 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.591818 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.121962 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.121962 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.121962 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.012716 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00173101 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0500788 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0343656 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.41882 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0493776 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0181486 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0599265 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0235424 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0611945 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0364068 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0364068 # DEPENDENCYPART_SIBL
(16,15),(16,30),-0.0364068 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.10995 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.220314 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0143467 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0313205 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.22108 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0582639 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0938041 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.264453 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0134803 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0897265 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.0897265 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.0897265 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.376836 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0593172 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0611392 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.388708 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.00209406 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0854141 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.431109 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0230747 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0455576 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.0455576 # DEPENDENCYPART_SIBL
(16,18),(16,30),-0.0455576 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0590615 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.239674 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.804684 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0410611 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.011332 # DEPENDENCYPART_SIBL
