# _root_ avšak hlavním důvodem , proč se nekonají oba špičkové jazzové festivaly , je nedostatek peněz .
#goldHeads=0,3,13,7,7,7,3,11,11,11,7,7,1,13,14,0,
#predictedHeads=3,3,13,7,7,7,3,11,11,11,7,7,0,13,14,0,
(5,1),(5,8),-0.00106591 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0511695 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.000206836 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0179246 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0241472 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.00209513 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00731046 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.038123 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0432513 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.384662 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00302241 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0496367 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.40997 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0111428 # DEPENDENCYPART_SIBL
(5,2),(5,12),-4.41894e-05 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0510733 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.00820577 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00180086 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.000497646 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.22 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0120238 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0179476 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0164569 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.108169 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0485708 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0422105 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0960524 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0920739 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0287023 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.311452 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.228896 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.232702 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.134787 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0886282 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.282885 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.139365 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.109949 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0774491 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0410241 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0108432 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0378783 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.161915 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.325024 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0409915 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0376215 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.046843 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0233392 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0216296 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.029192 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0399262 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0215987 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0213812 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.108835 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0627463 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0153087 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0378001 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0628303 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0629947 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.152314 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0484583 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0176377 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.106576 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.107522 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.180302 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0637162 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0411227 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0392723 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.193655 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0552868 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0519234 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0895143 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.106679 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.193684 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.180935 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0829925 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.051108 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.123027 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0219775 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00393844 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0203991 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0141132 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.014107 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00484245 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0110993 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.00255951 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0102008 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.000161381 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0856844 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0607763 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0331527 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0471511 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0142021 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0638604 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0815194 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0814983 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0573601 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0424286 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.132008 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0624377 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0642579 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.102822 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.164888 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00361584 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00573294 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0176468 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0591724 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0591731 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0620724 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0353792 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0722847 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0839369 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0730099 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0507052 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.327064 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.025981 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0269821 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0274369 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0274263 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00118308 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.181764 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0356877 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00900302 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0158324 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0253276 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.12354 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0492005 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0406438 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0406438 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00868016 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0526017 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0240317 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00429676 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0050685 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.155348 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.124833 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.311291 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.311281 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0586236 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0347428 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0294572 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0588185 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0635579 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.169472 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0377382 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0377382 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0517261 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.000343057 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.031838 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0420547 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0548225 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0595939 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.345669 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.107112 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0493901 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00457257 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0975196 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.110208 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.15051 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.107115 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0493901 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00457257 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0975223 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.110211 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.15051 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0126846 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0475008 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.102359 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.116784 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.129663 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.122391 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.102086 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.110337 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.111555 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0493614 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0302877 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0182487 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.112362 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.139895 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.134942 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0156526 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0156526 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.040484 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0145942 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.174571 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0705242 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0575945 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.070527 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0575945 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.147172 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.147975 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0902724 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0613035 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.155478 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.124809 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0403683 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.281809 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0210937 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00628973 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0593578 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0192929 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0177962 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0720071 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0661232 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0509996 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.216135 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.171917 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0133727 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0427704 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.000798769 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0299899 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0219618 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0108695 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0078343 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0571122 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.242407 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.141852 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.185365 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0191222 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.195907 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.318461 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.398066 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.181674 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.32436 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.306072 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0443486 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.339769 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.17081 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0399452 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0153047 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00235528 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.092334 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00703337 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.000712782 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0034839 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.163157 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.193319 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0246974 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0987111 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0169191 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0085287 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.026718 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0162304 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0182223 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.148166 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.000934095 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0331532 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0188548 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0739599 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.117944 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0191233 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0227103 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00976538 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0293587 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.014715 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0615299 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0482772 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0147142 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0135957 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0462145 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0533494 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0466506 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.020524 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0534025 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0533497 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.104625 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.102606 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00946121 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.108951 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.109679 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.132336 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0234435 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0128192 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0107824 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.12302 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00656892 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00342283 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0590649 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.105982 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.140009 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.136783 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.339769 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.17081 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.118977 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00703337 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.000712806 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.193319 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.124023 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.026718 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0162304 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0712383 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.117944 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0191233 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0576759 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0194055 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00656892 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.206825 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0634945 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.116788 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.115489 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0395733 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.108355 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0465774 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.198405 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.198422 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0294208 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00374363 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.036807 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0290514 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.182687 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0239241 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0189677 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0160829 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.223745 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0601583 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.000614091 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00061965 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00886843 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0143888 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0150038 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0239939 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0253538 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.00840128 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0532429 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.253159 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0015389 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00581494 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00582034 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0309156 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0218933 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0115091 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0261952 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.149494 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.00199179 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.295296 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00740306 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0567187 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0567243 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0601219 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0147723 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0141958 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0103523 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.13354 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.296108 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.056974 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00216735 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00216179 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00250677 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0542609 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0440638 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0254056 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.33075 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0988924 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.119687 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.119681 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0569907 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0500477 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.073165 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0647469 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0871955 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0777253 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0777198 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00590654 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00881632 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0667579 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0588331 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0526843 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0526788 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0692364 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0173056 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0353241 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0247871 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.000579562 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00835958 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0156435 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00392699 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0123535 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00835887 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0156428 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00148027 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00694624 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0328994 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0100833 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00995781 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.000871078 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00370743 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.058634 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0427002 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0126005 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0721044 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0135696 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0104159 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0426826 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0426883 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0124904 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0402891 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0340185 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0455784 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0632337 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0137942 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.520794 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0729729 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0117624 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0992618 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0992618 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0137405 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0415702 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0147033 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.000277778 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00280979 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.489394 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.132344 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00182293 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0277684 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0277684 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00952404 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0185514 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.145166 # DEPENDENCYPART_SIBL
