# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(19,29),(19,30),-0.246271 # DEPENDENCYPART_SIBL
(19,29),(19,31),-0.101401 # DEPENDENCYPART_SIBL
(19,30),(19,31),-0.00887367 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0137797 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0179039 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0885439 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0670022 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.00533103 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0542394 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0730797 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00671016 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0351742 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0240981 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0012686 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.111999 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0378289 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0641318 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0663801 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00806496 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0699135 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.153969 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.174125 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.129901 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.029347 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.029347 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0333743 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0299546 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00187685 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0250675 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0227494 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0227494 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.706699 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.713439 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.125592 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.635659 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.635659 # DEPENDENCYPART_SIBL
(21,23),(21,24),-1.41742 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.33665 # DEPENDENCYPART_SIBL
(21,23),(21,26),-1.38106 # DEPENDENCYPART_SIBL
(21,23),(21,30),-1.38106 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.375997 # DEPENDENCYPART_SIBL
(21,24),(21,26),-1.39729 # DEPENDENCYPART_SIBL
(21,24),(21,30),-1.39729 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.521051 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.521051 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.740237 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0656044 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.241763 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.305936 # DEPENDENCYPART_SIBL
(22,20),(22,28),0.0573021 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.143222 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.133896 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.00190209 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.126834 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.0940427 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0958408 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0359535 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.104583 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.104901 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.198725 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.165655 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.132013 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0907626 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0489581 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.00179854 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0419054 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0344658 # DEPENDENCYPART_SIBL
(23,15),(23,30),-0.00179854 # DEPENDENCYPART_SIBL
(23,15),(23,31),-0.0578139 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.10219 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.101088 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.163261 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0654099 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.110401 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.076946 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0102207 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0136235 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0325003 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.0659732 # DEPENDENCYPART_SIBL
(23,16),(23,30),-0.0136235 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.0407455 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.183208 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0582872 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0716094 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0842383 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0686663 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0132435 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.00653844 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.00601668 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0766982 # DEPENDENCYPART_SIBL
(23,17),(23,30),0.00653844 # DEPENDENCYPART_SIBL
(23,17),(23,31),0.01555 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0847723 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.125272 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0167212 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0288764 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0601262 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.00642147 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.00919584 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.110229 # DEPENDENCYPART_SIBL
(23,18),(23,30),0.00642147 # DEPENDENCYPART_SIBL
(23,18),(23,31),0.0215919 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0566818 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.180699 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.188635 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0135734 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0030091 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0257414 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0873676 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0030091 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.167278 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0494459 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.232822 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.091624 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0509499 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.199802 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.185213 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0509499 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.186852 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0400936 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0321994 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0108339 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0242988 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0767659 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0108339 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.00934311 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.106621 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.358348 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0250102 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0584105 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.358348 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.0366278 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0773455 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0157083 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0210921 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.0773455 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.00799788 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.011636 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.194615 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.253162 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.00794833 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.079246 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.250576 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.00205428 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.18112 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0134352 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.00794833 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.164084 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0980592 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.104782 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0177101 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0133765 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0338369 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.067606 # DEPENDENCYPART_SIBL
(24,16),(24,30),-0.0133765 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.13912 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.120716 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0033859 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0204063 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.00660034 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0689689 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.0204063 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0173828 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0384001 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.00114283 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0122699 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.080949 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.00114283 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0298997 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0105418 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.000435986 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0824589 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0105418 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0783538 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.017488 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0237658 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0783538 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0113266 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.193386 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.252945 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0782186 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.250253 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.181406 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.063602 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.00236895 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0460017 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0357607 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0597391 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.0667685 # DEPENDENCYPART_SIBL
(25,12),(25,27),0.666252 # DEPENDENCYPART_SIBL
(25,12),(25,28),0.0696696 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.0617334 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.129712 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0225665 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0625419 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0458386 # DEPENDENCYPART_SIBL
(25,13),(25,27),0.0773131 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.00665487 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0482662 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0358831 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0607538 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0677831 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.66125 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.0724816 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0184856 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0933169 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.101366 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0794501 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.287935 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0366945 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0280986 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.00655765 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0216985 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0186023 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.00692511 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0237946 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0149664 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0561716 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0143049 # DEPENDENCYPART_SIBL
(26,1),(26,2),-0.0252389 # DEPENDENCYPART_SIBL
(26,1),(26,5),-0.0847169 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.124366 # DEPENDENCYPART_SIBL
(26,1),(26,8),-0.0760436 # DEPENDENCYPART_SIBL
(26,1),(26,9),0.0408054 # DEPENDENCYPART_SIBL
(26,1),(26,10),-0.0321449 # DEPENDENCYPART_SIBL
(26,1),(26,11),-0.0361934 # DEPENDENCYPART_SIBL
(26,1),(26,12),0.0476062 # DEPENDENCYPART_SIBL
(26,1),(26,13),0.124967 # DEPENDENCYPART_SIBL
(26,1),(26,15),-0.0222169 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.263987 # DEPENDENCYPART_SIBL
(26,1),(26,18),-0.0172603 # DEPENDENCYPART_SIBL
(26,1),(26,19),0.0783797 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.0847169 # DEPENDENCYPART_SIBL
(26,1),(26,21),-0.075069 # DEPENDENCYPART_SIBL
(26,1),(26,22),-0.114717 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.019967 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.0760436 # DEPENDENCYPART_SIBL
(26,1),(26,25),0.124967 # DEPENDENCYPART_SIBL
(26,1),(26,27),-0.0237516 # DEPENDENCYPART_SIBL
(26,1),(26,28),-0.0590052 # DEPENDENCYPART_SIBL
(26,1),(26,29),0.0421197 # DEPENDENCYPART_SIBL
(26,1),(26,30),-0.0255834 # DEPENDENCYPART_SIBL
(26,1),(26,31),0.0487748 # DEPENDENCYPART_SIBL
(26,1),(26,32),-0.0855908 # DEPENDENCYPART_SIBL
(26,2),(26,5),-0.0513244 # DEPENDENCYPART_SIBL
(26,2),(26,6),-0.0687425 # DEPENDENCYPART_SIBL
(26,2),(26,8),-0.0733606 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.00512903 # DEPENDENCYPART_SIBL
(26,2),(26,10),-0.00658775 # DEPENDENCYPART_SIBL
(26,2),(26,11),-0.00307572 # DEPENDENCYPART_SIBL
(26,2),(26,12),0.0500383 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.0282231 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.101833 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.113886 # DEPENDENCYPART_SIBL
(26,2),(26,18),-0.0389448 # DEPENDENCYPART_SIBL
(26,2),(26,19),0.0693704 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.0513244 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.0398949 # DEPENDENCYPART_SIBL
(26,2),(26,22),-0.0534676 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.0286494 # DEPENDENCYPART_SIBL
(26,2),(26,24),-0.0733606 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.0282231 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.034513 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.466383 # DEPENDENCYPART_SIBL
(26,2),(26,29),-0.0674409 # DEPENDENCYPART_SIBL
(26,2),(26,30),-0.0635144 # DEPENDENCYPART_SIBL
(26,2),(26,31),-0.0622461 # DEPENDENCYPART_SIBL
(26,2),(26,32),-0.0972958 # DEPENDENCYPART_SIBL
(26,5),(26,6),0.0428251 # DEPENDENCYPART_SIBL
(26,5),(26,8),-0.0555563 # DEPENDENCYPART_SIBL
(26,5),(26,9),-0.0247995 # DEPENDENCYPART_SIBL
(26,5),(26,10),-0.0339764 # DEPENDENCYPART_SIBL
(26,5),(26,11),-0.0235057 # DEPENDENCYPART_SIBL
(26,5),(26,12),0.0048542 # DEPENDENCYPART_SIBL
(26,5),(26,13),-0.00108828 # DEPENDENCYPART_SIBL
(26,5),(26,15),-0.022519 # DEPENDENCYPART_SIBL
(26,5),(26,17),-0.0722726 # DEPENDENCYPART_SIBL
(26,5),(26,18),-0.0192008 # DEPENDENCYPART_SIBL
(26,5),(26,19),0.0241636 # DEPENDENCYPART_SIBL
(26,5),(26,20),-0.0347362 # DEPENDENCYPART_SIBL
(26,5),(26,21),0.0181897 # DEPENDENCYPART_SIBL
(26,5),(26,22),0.0385833 # DEPENDENCYPART_SIBL
(26,5),(26,23),-0.0156358 # DEPENDENCYPART_SIBL
(26,5),(26,24),-0.0555563 # DEPENDENCYPART_SIBL
(26,5),(26,25),-0.00108828 # DEPENDENCYPART_SIBL
(26,5),(26,27),-0.0157254 # DEPENDENCYPART_SIBL
(26,5),(26,28),0.0319637 # DEPENDENCYPART_SIBL
(26,5),(26,29),0.0875334 # DEPENDENCYPART_SIBL
(26,5),(26,30),-0.0619373 # DEPENDENCYPART_SIBL
(26,5),(26,31),0.0901275 # DEPENDENCYPART_SIBL
(26,5),(26,32),-0.100836 # DEPENDENCYPART_SIBL
(26,6),(26,8),-0.116565 # DEPENDENCYPART_SIBL
(26,6),(26,9),-0.0156437 # DEPENDENCYPART_SIBL
(26,6),(26,10),-0.0504611 # DEPENDENCYPART_SIBL
(26,6),(26,11),-0.0402828 # DEPENDENCYPART_SIBL
(26,6),(26,12),0.0161683 # DEPENDENCYPART_SIBL
(26,6),(26,13),0.229492 # DEPENDENCYPART_SIBL
(26,6),(26,15),-0.0628789 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.0275612 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.0608394 # DEPENDENCYPART_SIBL
(26,6),(26,19),0.0355005 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.0329483 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.0283054 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.036831 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.0577139 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.116565 # DEPENDENCYPART_SIBL
(26,6),(26,25),0.229492 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.163851 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.0722328 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.0370552 # DEPENDENCYPART_SIBL
(26,6),(26,30),-0.16675 # DEPENDENCYPART_SIBL
(26,6),(26,31),-0.0336884 # DEPENDENCYPART_SIBL
(26,6),(26,32),-0.131156 # DEPENDENCYPART_SIBL
(26,8),(26,9),0.0256158 # DEPENDENCYPART_SIBL
(26,8),(26,10),-0.0467273 # DEPENDENCYPART_SIBL
(26,8),(26,11),-0.0507758 # DEPENDENCYPART_SIBL
(26,8),(26,12),0.0324165 # DEPENDENCYPART_SIBL
(26,8),(26,13),0.0863813 # DEPENDENCYPART_SIBL
(26,8),(26,15),-0.0369812 # DEPENDENCYPART_SIBL
(26,8),(26,17),-0.278512 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.0396853 # DEPENDENCYPART_SIBL
(26,8),(26,19),0.06319 # DEPENDENCYPART_SIBL
(26,8),(26,20),-0.0992354 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.089904 # DEPENDENCYPART_SIBL
(26,8),(26,22),-0.134813 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.042392 # DEPENDENCYPART_SIBL
(26,8),(26,24),-0.100577 # DEPENDENCYPART_SIBL
(26,8),(26,25),0.0863813 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.107863 # DEPENDENCYPART_SIBL
(26,8),(26,28),-0.131494 # DEPENDENCYPART_SIBL
(26,8),(26,29),-0.0994134 # DEPENDENCYPART_SIBL
(26,8),(26,30),-0.092093 # DEPENDENCYPART_SIBL
(26,8),(26,31),-0.0927583 # DEPENDENCYPART_SIBL
(26,8),(26,32),-0.157918 # DEPENDENCYPART_SIBL
(26,9),(26,10),-0.129318 # DEPENDENCYPART_SIBL
(26,9),(26,11),-0.112785 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.0354006 # DEPENDENCYPART_SIBL
(26,9),(26,13),-0.0300078 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.110813 # DEPENDENCYPART_SIBL
(26,9),(26,17),-0.194824 # DEPENDENCYPART_SIBL
(26,9),(26,18),-0.113732 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.0172174 # DEPENDENCYPART_SIBL
(26,9),(26,20),-0.144193 # DEPENDENCYPART_SIBL
(26,9),(26,21),-0.0512692 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.101916 # DEPENDENCYPART_SIBL
(26,9),(26,23),-0.111455 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.164492 # DEPENDENCYPART_SIBL
(26,9),(26,25),-0.0300078 # DEPENDENCYPART_SIBL
(26,9),(26,27),0.497932 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0242507 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.128213 # DEPENDENCYPART_SIBL
(26,9),(26,30),0.00991727 # DEPENDENCYPART_SIBL
(26,9),(26,31),-0.125569 # DEPENDENCYPART_SIBL
(26,9),(26,32),-0.0318158 # DEPENDENCYPART_SIBL
(26,10),(26,11),0.0364665 # DEPENDENCYPART_SIBL
(26,10),(26,12),0.0293938 # DEPENDENCYPART_SIBL
(26,10),(26,13),0.0483895 # DEPENDENCYPART_SIBL
(26,10),(26,15),-0.025076 # DEPENDENCYPART_SIBL
(26,10),(26,17),0.00336627 # DEPENDENCYPART_SIBL
(26,10),(26,18),-0.0320275 # DEPENDENCYPART_SIBL
(26,10),(26,19),0.0487225 # DEPENDENCYPART_SIBL
(26,10),(26,20),0.0187043 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.056847 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.00537132 # DEPENDENCYPART_SIBL
(26,10),(26,23),-0.0304074 # DEPENDENCYPART_SIBL
(26,10),(26,24),-0.0699492 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.0483895 # DEPENDENCYPART_SIBL
(26,10),(26,27),-0.0516762 # DEPENDENCYPART_SIBL
(26,10),(26,28),0.10283 # DEPENDENCYPART_SIBL
(26,10),(26,29),-0.024795 # DEPENDENCYPART_SIBL
(26,10),(26,30),-0.0527328 # DEPENDENCYPART_SIBL
(26,10),(26,31),-0.0220623 # DEPENDENCYPART_SIBL
(26,10),(26,32),-0.210633 # DEPENDENCYPART_SIBL
(26,11),(26,12),0.0634657 # DEPENDENCYPART_SIBL
(26,11),(26,13),0.0665875 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.00837636 # DEPENDENCYPART_SIBL
(26,11),(26,17),0.0259741 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.0122843 # DEPENDENCYPART_SIBL
(26,11),(26,19),0.0827943 # DEPENDENCYPART_SIBL
(26,11),(26,20),0.0337781 # DEPENDENCYPART_SIBL
(26,11),(26,21),0.0797368 # DEPENDENCYPART_SIBL
(26,11),(26,22),0.0116815 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0106642 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.050206 # DEPENDENCYPART_SIBL
(26,11),(26,25),0.0665875 # DEPENDENCYPART_SIBL
(26,11),(26,27),-0.0270725 # DEPENDENCYPART_SIBL
(26,11),(26,28),0.0990635 # DEPENDENCYPART_SIBL
(26,11),(26,29),-0.003954 # DEPENDENCYPART_SIBL
(26,11),(26,30),-0.0340518 # DEPENDENCYPART_SIBL
(26,11),(26,31),-0.00122135 # DEPENDENCYPART_SIBL
(26,11),(26,32),-0.189271 # DEPENDENCYPART_SIBL
(26,12),(26,13),0.00605505 # DEPENDENCYPART_SIBL
(26,12),(26,15),-0.106773 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.195512 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.143159 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.0296165 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.137289 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.0875275 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.101481 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.14091 # DEPENDENCYPART_SIBL
(26,12),(26,24),-0.193947 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.00605505 # DEPENDENCYPART_SIBL
(26,12),(26,27),0.481821 # DEPENDENCYPART_SIBL
(26,12),(26,28),-0.0163244 # DEPENDENCYPART_SIBL
(26,12),(26,29),-0.152872 # DEPENDENCYPART_SIBL
(26,12),(26,30),0.0285578 # DEPENDENCYPART_SIBL
(26,12),(26,31),-0.150229 # DEPENDENCYPART_SIBL
(26,12),(26,32),-0.0232331 # DEPENDENCYPART_SIBL
(26,13),(26,15),-0.0951443 # DEPENDENCYPART_SIBL
(26,13),(26,17),-0.0172572 # DEPENDENCYPART_SIBL
(26,13),(26,18),-0.0051607 # DEPENDENCYPART_SIBL
(26,13),(26,19),0.0821899 # DEPENDENCYPART_SIBL
(26,13),(26,20),-0.0195382 # DEPENDENCYPART_SIBL
