# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(21,22),(21,23),0.148642 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00733035 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.148642 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0626204 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.010666 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0431132 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.134791 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.00350579 # DEPENDENCYPART_SIBL
(21,25),(21,31),0.092572 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.134791 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0470038 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.104547 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.109294 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.109337 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.109298 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0799283 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.109602 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.274299 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.109294 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.274299 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.297916 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.170043 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0992049 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0741554 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0973376 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.107057 # DEPENDENCYPART_SIBL
(22,2),(22,26),0.0083059 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.106796 # DEPENDENCYPART_SIBL
(22,2),(22,28),0.0741554 # DEPENDENCYPART_SIBL
(22,2),(22,29),0.119872 # DEPENDENCYPART_SIBL
(22,2),(22,30),0.0486619 # DEPENDENCYPART_SIBL
(22,2),(22,31),-0.0407702 # DEPENDENCYPART_SIBL
(22,2),(22,32),-0.0406738 # DEPENDENCYPART_SIBL
(22,2),(22,33),-0.155575 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.111256 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.113876 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.113912 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.113879 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.133117 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.114096 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.142514 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.113876 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.142514 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.275963 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.110478 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.128635 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0136063 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.00268412 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0344612 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0205901 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0317196 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0136063 # DEPENDENCYPART_SIBL
(22,3),(22,29),-0.0533903 # DEPENDENCYPART_SIBL
(22,3),(22,30),0.0107215 # DEPENDENCYPART_SIBL
(22,3),(22,31),-0.0874368 # DEPENDENCYPART_SIBL
(22,3),(22,32),-0.01115 # DEPENDENCYPART_SIBL
(22,3),(22,33),-0.124696 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.376603 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.377226 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.376606 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.184175 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.377545 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.141656 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.376619 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.141656 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.486332 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0795815 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0819265 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0562565 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.120921 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0229361 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0395721 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0153954 # DEPENDENCYPART_SIBL
(22,4),(22,28),0.0562565 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0580356 # DEPENDENCYPART_SIBL
(22,4),(22,30),0.116854 # DEPENDENCYPART_SIBL
(22,4),(22,31),0.0305313 # DEPENDENCYPART_SIBL
(22,4),(22,32),0.0453756 # DEPENDENCYPART_SIBL
(22,4),(22,33),0.0162131 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.378761 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.378141 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.197714 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.37908 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.147293 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.378154 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.147293 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.525028 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.148867 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0890906 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.00978725 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0623193 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0775994 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.00814883 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0700587 # DEPENDENCYPART_SIBL
(22,5),(22,28),0.00978725 # DEPENDENCYPART_SIBL
(22,5),(22,29),-0.00703017 # DEPENDENCYPART_SIBL
(22,5),(22,30),0.00115009 # DEPENDENCYPART_SIBL
(22,5),(22,31),-0.0995442 # DEPENDENCYPART_SIBL
(22,5),(22,32),-0.00693228 # DEPENDENCYPART_SIBL
(22,5),(22,33),-0.0302858 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.380379 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.197744 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.381318 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.152233 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.380392 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.152233 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.525114 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.14901 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0915753 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0095684 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.062308 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.077956 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0081753 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0704153 # DEPENDENCYPART_SIBL
(22,6),(22,28),0.0095684 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.0070567 # DEPENDENCYPART_SIBL
(22,6),(22,30),0.0011358 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.0995854 # DEPENDENCYPART_SIBL
(22,6),(22,32),-0.0114941 # DEPENDENCYPART_SIBL
(22,6),(22,33),-0.0305053 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.197722 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.379089 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.150987 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.378163 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.150987 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.525036 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.148876 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0909509 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.00699264 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0623117 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0776088 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.00816544 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0700681 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.00699264 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.00703775 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.00070852 # DEPENDENCYPART_SIBL
(22,11),(22,31),-0.0995564 # DEPENDENCYPART_SIBL
(22,11),(22,32),-0.00345234 # DEPENDENCYPART_SIBL
(22,11),(22,33),-0.0316869 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.196065 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.305616 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.195857 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.305616 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.310373 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.118941 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.174618 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0534861 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0423969 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0915184 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0247245 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0898865 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0534861 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.0460552 # DEPENDENCYPART_SIBL
(22,14),(22,30),-0.19374 # DEPENDENCYPART_SIBL
(22,14),(22,31),-0.0695165 # DEPENDENCYPART_SIBL
(22,14),(22,32),-0.158486 # DEPENDENCYPART_SIBL
(22,14),(22,33),-0.175481 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.135848 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.374176 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.135848 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.526685 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.150525 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.084197 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0080467 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0605787 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0793399 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.00988938 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0717992 # DEPENDENCYPART_SIBL
(22,15),(22,28),0.0080467 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.00927076 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.000803291 # DEPENDENCYPART_SIBL
(22,15),(22,31),-0.101285 # DEPENDENCYPART_SIBL
(22,15),(22,32),-0.00919257 # DEPENDENCYPART_SIBL
(22,15),(22,33),-0.0320263 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0097264 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.185882 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.285148 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0983459 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00718674 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.112651 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.02523 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.012422 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0041626 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.0151311 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.112651 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.00731362 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.022353 # DEPENDENCYPART_SIBL
(22,16),(22,31),0.0067205 # DEPENDENCYPART_SIBL
(22,16),(22,32),0.0234303 # DEPENDENCYPART_SIBL
(22,16),(22,33),-0.120724 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.149583 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.525028 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.148867 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0902358 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00974012 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0623193 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0776229 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.00814883 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0700823 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.00974012 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.00703017 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.00115009 # DEPENDENCYPART_SIBL
(22,17),(22,31),-0.0996145 # DEPENDENCYPART_SIBL
(22,17),(22,32),-0.00248054 # DEPENDENCYPART_SIBL
(22,17),(22,33),-0.0303329 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.285148 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0983459 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00718674 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.112651 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.02523 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.012422 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0041626 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0151311 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.112651 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.00731362 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.022353 # DEPENDENCYPART_SIBL
(22,18),(22,31),0.0067205 # DEPENDENCYPART_SIBL
(22,18),(22,32),0.0234303 # DEPENDENCYPART_SIBL
(22,18),(22,33),-0.120724 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.112275 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.000945191 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0726502 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.124504 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.089151 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.010286 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0876278 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.0726502 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0378278 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.0515367 # DEPENDENCYPART_SIBL
(22,19),(22,31),0.0367435 # DEPENDENCYPART_SIBL
(22,19),(22,32),0.00226643 # DEPENDENCYPART_SIBL
(22,19),(22,33),-0.109975 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0164316 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.000986632 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0113591 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.374459 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0449668 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.372936 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.000986632 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0503329 # DEPENDENCYPART_SIBL
(22,20),(22,30),0.00469977 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.070031 # DEPENDENCYPART_SIBL
(22,20),(22,32),-0.0517278 # DEPENDENCYPART_SIBL
(22,20),(22,33),-0.22143 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.695563 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0194802 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0461509 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.00932216 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0434048 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.695563 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0456478 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0275255 # DEPENDENCYPART_SIBL
(22,21),(22,31),-0.0753632 # DEPENDENCYPART_SIBL
(22,21),(22,32),0.0139532 # DEPENDENCYPART_SIBL
(22,21),(22,33),0.00701742 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0522608 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.057389 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.123265 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0534768 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.102157 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.00490808 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0374033 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.0680155 # DEPENDENCYPART_SIBL
(22,23),(22,32),-0.0461784 # DEPENDENCYPART_SIBL
(22,23),(22,33),-0.177339 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0980699 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.111315 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0941578 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0545379 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.0326975 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.0383408 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.0463539 # DEPENDENCYPART_SIBL
(22,24),(22,32),-0.0358374 # DEPENDENCYPART_SIBL
(22,24),(22,33),-0.0429656 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0391354 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.424841 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0465133 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0711845 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.114892 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.0616191 # DEPENDENCYPART_SIBL
(22,25),(22,32),-0.092364 # DEPENDENCYPART_SIBL
(22,25),(22,33),-0.18404 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0524457 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.0460143 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0184041 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.021815 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.0350602 # DEPENDENCYPART_SIBL
(22,26),(22,32),-0.0217808 # DEPENDENCYPART_SIBL
(22,26),(22,33),0.0172839 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0474786 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0712296 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.114884 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.0616905 # DEPENDENCYPART_SIBL
(22,27),(22,32),-0.0924928 # DEPENDENCYPART_SIBL
(22,27),(22,33),-0.185958 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.00490808 # DEPENDENCYPART_SIBL
(22,28),(22,30),-0.0374033 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.0680155 # DEPENDENCYPART_SIBL
(22,28),(22,32),-0.0461784 # DEPENDENCYPART_SIBL
(22,28),(22,33),-0.177339 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.104922 # DEPENDENCYPART_SIBL
(22,29),(22,31),0.140024 # DEPENDENCYPART_SIBL
(22,29),(22,32),0.119701 # DEPENDENCYPART_SIBL
(22,29),(22,33),-0.0687541 # DEPENDENCYPART_SIBL
(22,30),(22,31),0.0919185 # DEPENDENCYPART_SIBL
(22,30),(22,32),0.0405857 # DEPENDENCYPART_SIBL
(22,30),(22,33),-0.0592733 # DEPENDENCYPART_SIBL
(22,31),(22,32),-0.0121181 # DEPENDENCYPART_SIBL
(22,31),(22,33),-0.174106 # DEPENDENCYPART_SIBL
(22,32),(22,33),-0.18019 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0218702 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.292656 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.132201 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0206981 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.032146 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.00365825 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0306836 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0120822 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0175221 # DEPENDENCYPART_SIBL
(23,19),(23,30),0.0336828 # DEPENDENCYPART_SIBL
(23,19),(23,31),-0.0755055 # DEPENDENCYPART_SIBL
(23,19),(23,32),-0.0219037 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.294555 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0867364 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0484881 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0619586 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0215381 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0634211 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0326948 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.031618 # DEPENDENCYPART_SIBL
(23,20),(23,30),0.0338426 # DEPENDENCYPART_SIBL
(23,20),(23,31),-0.0777325 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.0263357 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.143468 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0335302 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.023443 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0489592 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0225793 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.402234 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0601333 # DEPENDENCYPART_SIBL
(23,21),(23,30),0.0353211 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.0765664 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.0527099 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00690097 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00402404 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0466052 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00316342 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00517313 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0373711 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.618363 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.00932579 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0477704 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0174782 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.040098 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0174829 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0368916 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0252977 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0885013 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.0644504 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0149109 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0933995 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.168238 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.00350579 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.025077 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.0799016 # DEPENDENCYPART_SIBL
(23,25),(23,31),0.092572 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.0545037 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0772704 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.118761 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0440689 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.131627 # DEPENDENCYPART_SIBL
(23,26),(23,31),0.00493997 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.0689532 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.00254901 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.025115 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0799027 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.0925076 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0546251 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0160333 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.0574468 # DEPENDENCYPART_SIBL
(23,28),(23,31),0.134791 # DEPENDENCYPART_SIBL
(23,28),(23,32),-0.00353746 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0725749 # DEPENDENCYPART_SIBL
(23,29),(23,31),0.152563 # DEPENDENCYPART_SIBL
(23,29),(23,32),0.0427804 # DEPENDENCYPART_SIBL
(23,30),(23,31),0.0218917 # DEPENDENCYPART_SIBL
(23,30),(23,32),0.00146058 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.011686 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0733712 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.072653 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.0369027 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0800841 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.120019 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0800841 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0329831 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.00611471 # DEPENDENCYPART_SIBL
(24,11),(24,27),0.0334539 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.0276737 # DEPENDENCYPART_SIBL
(24,11),(24,29),0.0295545 # DEPENDENCYPART_SIBL
(24,11),(24,30),-0.0142702 # DEPENDENCYPART_SIBL
(24,11),(24,33),-0.031166 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0670174 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0201145 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0884871 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.120015 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0884871 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.032985 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.00612374 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0334558 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.0248891 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0293045 # DEPENDENCYPART_SIBL
(24,15),(24,30),-0.0140512 # DEPENDENCYPART_SIBL
(24,15),(24,33),-0.0297738 # DEPENDENCYPART_SIBL
