# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,21,21,8,9,9,13,11,10,16,21,16,17,18,19,6,21,26,23,22,25,26,30,26,29,30,0,
(18,4),(18,21),-0.00470995 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0291685 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0239873 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0192227 # DEPENDENCYPART_SIBL
(18,4),(18,26),0.0191003 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.000821515 # DEPENDENCYPART_SIBL
(18,4),(18,29),0.00062724 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.274263 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.369095 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.011132 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0686703 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0121945 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0686703 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0925675 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0866643 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.251669 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0291866 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0163404 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0207675 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0474299 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0130828 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.00719409 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.00732122 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0283788 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.0291866 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.416538 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0569799 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0987996 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0580424 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0987996 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.126464 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.117521 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.306337 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0621743 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0210055 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0100862 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0453158 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0396508 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0674735 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0802569 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.0464642 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.0621743 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0165066 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0564682 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0175907 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0564682 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0979514 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0564585 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.246606 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0393922 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0446785 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0713057 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0477051 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.058756 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0366653 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0363306 # DEPENDENCYPART_SIBL
(18,10),(18,27),0.0106794 # DEPENDENCYPART_SIBL
(18,10),(18,29),0.0393922 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.168413 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.172762 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.168413 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.142628 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0435114 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0429276 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.00450948 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0462066 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.000785121 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0134669 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0366946 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0377719 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0148856 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0294834 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.00450948 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0559103 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0118336 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0324364 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0406276 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00930069 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0709231 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0553818 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0143473 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0727915 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0870041 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0916537 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0799704 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0917187 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0709231 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.194379 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.174787 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0738206 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0132038 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00907471 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0488996 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00142756 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0140954 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0328444 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0380955 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0152093 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0197475 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.00907471 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0324364 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0406276 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00930069 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0744485 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0561775 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0143731 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0727637 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0905295 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.091648 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0799647 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0917187 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0744485 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0143306 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.128591 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.000472019 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00533339 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00625435 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00390222 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00998547 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.00814904 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.00304798 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.055899 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.000472019 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0989016 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.202451 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.194828 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.101687 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.436373 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.189701 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.170262 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.157326 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.155732 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.202451 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00464196 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0333815 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0234802 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0203172 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0776749 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0432796 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0272225 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0103845 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.00464196 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0366093 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.114354 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0475888 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0448286 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.00544863 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0108727 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0273943 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0836691 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.248209 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.137563 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0128248 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.016535 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0100673 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0127494 # DEPENDENCYPART_SIBL
(18,20),(18,29),0.0566046 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0127567 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0235164 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0360405 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0314521 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.035725 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.00798036 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.241891 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.171752 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.163734 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.123278 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.233925 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.113581 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.111185 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0138619 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.0776784 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.237506 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0123085 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.131909 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.00531258 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.133983 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.0533978 # DEPENDENCYPART_SIBL
(19,20),(19,21),-1.32358 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.983058 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.405356 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.18748 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0898521 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0293273 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.0355122 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.093374 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0237895 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0548762 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.0170257 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0190985 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0619997 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0898052 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0668874 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0898052 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0237895 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0548762 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.020647 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0343735 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.066393 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.067365 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0769933 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.306632 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0424182 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0273557 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.0197242 # DEPENDENCYPART_SIBL
(21,1),(21,29),0.169109 # DEPENDENCYPART_SIBL
(21,1),(21,31),0.0381028 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.023626 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0315891 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0685533 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.322354 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.01485 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0594955 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.00564301 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0290148 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.0139305 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0240487 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0139305 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.322354 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.01485 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.00333048 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.0304503 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00574933 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.02528 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0417951 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0341227 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.14833 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.220719 # DEPENDENCYPART_SIBL
(21,2),(21,27),-0.0776765 # DEPENDENCYPART_SIBL
(21,2),(21,29),-0.0287158 # DEPENDENCYPART_SIBL
(21,2),(21,31),-0.0280557 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0642774 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.118076 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0149309 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.150341 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0628022 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.124795 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.145938 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.202606 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.152386 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.202606 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0149309 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.150341 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0564709 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0657374 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0739249 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.148659 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.123871 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0315812 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.535724 # DEPENDENCYPART_SIBL
(21,4),(21,26),0.431695 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.0436086 # DEPENDENCYPART_SIBL
(21,4),(21,29),-0.038866 # DEPENDENCYPART_SIBL
(21,4),(21,31),-0.0285 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.111982 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.00306984 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.142843 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0533288 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.115322 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.139727 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.196415 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.146175 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.196415 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.00306984 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.142843 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0457672 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0562639 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0674237 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.142448 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0989277 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0196237 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.56479 # DEPENDENCYPART_SIBL
(21,5),(21,26),0.460757 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.024978 # DEPENDENCYPART_SIBL
(21,5),(21,29),-0.0232778 # DEPENDENCYPART_SIBL
(21,5),(21,31),-0.0106316 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.0143545 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0376575 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0242433 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0373846 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0428589 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0471509 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0483948 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0471509 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0143545 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0376575 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.00934788 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.00674101 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.020259 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0455624 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0456526 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0329886 # DEPENDENCYPART_SIBL
(21,6),(21,25),0.028686 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0037856 # DEPENDENCYPART_SIBL
(21,6),(21,27),0.00927075 # DEPENDENCYPART_SIBL
(21,6),(21,29),0.000138522 # DEPENDENCYPART_SIBL
(21,6),(21,31),-0.00642936 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.248106 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.0206193 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0506425 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.00405742 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.016446 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.00551116 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.016446 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.020552 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.248106 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.00827718 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0136656 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0104658 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00271786 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.41882 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0106877 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.166978 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.0143722 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.00331484 # DEPENDENCYPART_SIBL
(21,7),(21,29),-0.0437863 # DEPENDENCYPART_SIBL
(21,7),(21,31),0.0179193 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.195087 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.211985 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.135083 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.214715 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.142063 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.214638 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.184749 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.119426 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.177541 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.186772 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.149101 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.13791 # DEPENDENCYPART_SIBL
(21,8),(21,22),1.93062 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0301513 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.044887 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.116767 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.0146035 # DEPENDENCYPART_SIBL
(21,8),(21,29),-0.0968746 # DEPENDENCYPART_SIBL
(21,8),(21,31),0.000915131 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.127219 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.172218 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.206365 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.178665 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.206365 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.011088 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.150529 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0626694 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0664772 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.094726 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.174939 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.047896 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.020196 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.486037 # DEPENDENCYPART_SIBL
(21,9),(21,26),0.359413 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.0107927 # DEPENDENCYPART_SIBL
(21,9),(21,29),-0.0168707 # DEPENDENCYPART_SIBL
(21,9),(21,31),-0.0284059 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.143184 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.182648 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.149653 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.182648 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.000503637 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.119251 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0100821 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0168528 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0151812 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.145905 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0844317 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0132899 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.472048 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.36838 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.0188463 # DEPENDENCYPART_SIBL
(21,10),(21,29),-0.0189585 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.0322491 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.265263 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0191229 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.265263 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.119557 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0530897 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.028388 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0379282 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0278755 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0168693 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.096755 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0323002 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.00654471 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0319151 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.0320045 # DEPENDENCYPART_SIBL
(21,11),(21,29),-0.060949 # DEPENDENCYPART_SIBL
(21,11),(21,31),-0.0364405 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0243705 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0172484 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.324677 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0137606 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0044248 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0315446 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.00465956 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0256019 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0410739 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0375688 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.148545 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.220934 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0778786 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.0321617 # DEPENDENCYPART_SIBL
(21,12),(21,31),-0.0282744 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.269383 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.109268 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0594434 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.00915019 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0233959 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0310992 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0381335 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.110688 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0482126 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0214194 # DEPENDENCYPART_SIBL
