# _root_ Zjistil , že se guma dobře váže s kukuřičným sirupem , který je schopen absorbovat prakticky jakoukoliv chuťovou esenci .
#goldHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,17,19,19,15,0,
#predictedHeads=0,3,1,7,7,7,3,7,10,8,13,13,10,13,14,15,19,19,15,0,
(7,5),(7,13),-0.0363951 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00649111 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0361864 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0324491 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0380635 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00620644 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0681966 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0552525 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0128102 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0724238 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0402342 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0296038 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0630513 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0552525 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.100801 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0442521 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.055066 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.14054 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.102421 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.136179 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0191615 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0442521 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.107358 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0494914 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00454955 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.344718 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0341615 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0675486 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.107358 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0127864 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0475232 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00193006 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0155077 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00956824 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.113876 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.12241 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0740606 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.108455 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0291839 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.10701 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0832448 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.27139 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0340398 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0331069 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0323323 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0935538 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.143108 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0199281 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0323158 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00351928 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.319939 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0355108 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00682046 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.540487 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.136161 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00682046 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0620563 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0851798 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0938387 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0500579 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0851798 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.717288 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0818636 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.120802 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.717288 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.282458 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.511497 # DEPENDENCYPART_SIBL
(8,10),(8,19),-1.42385 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0806788 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.566814 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.532078 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0756409 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.136324 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.242831 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.110733 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.103673 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0777154 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00639013 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.104164 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.010015 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.11208 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0183064 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0268216 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.117908 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0665297 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.109603 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0650683 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.116043 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.119677 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0569907 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.080257 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0500477 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.141842 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0498135 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0339739 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.142263 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0738523 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0246775 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.109539 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00582374 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0255809 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0496811 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0312295 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0187155 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00238353 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0185555 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00876772 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0203289 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0330668 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.005047 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0183173 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.105714 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0506676 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0426336 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0392458 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0138002 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0483059 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0322155 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00459781 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0692757 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.114025 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.133983 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.147876 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.124311 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0814842 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.147367 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0291435 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00838956 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0947798 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0156735 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.101674 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00659582 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0194596 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.094496 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.000278143 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0451066 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0328994 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0183992 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00436758 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0604836 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0190393 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00756143 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0500017 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0355335 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0114284 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00321917 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0363464 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0233926 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00482631 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.2719 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0434124 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0125992 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00225044 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00637376 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0119739 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.108927 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0329135 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0138446 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0137666 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00136895 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0526994 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00776033 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.028015 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0462647 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0433119 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0550014 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0775981 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00662969 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.116472 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0549863 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.699462 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.65891 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.1272 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0178458 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.237691 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0723121 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0371654 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0515958 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0452895 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0729228 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.104256 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0685421 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.000667264 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0445565 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0630397 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0615322 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0874894 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.102686 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.064872 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0211266 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0305096 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0540238 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00757212 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00507233 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.13914 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0697725 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0110351 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0165018 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00731693 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0238273 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.167119 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0802971 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0538078 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.02304 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00956849 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.007744 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.182096 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0112132 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.111298 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0498183 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.706347 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.666375 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.131747 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0133625 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0730341 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0274632 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0410974 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00178286 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0455921 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0164515 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00736723 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0195684 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.165632 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.369364 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0425159 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00761176 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0200718 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0227707 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0569791 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0832222 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.136445 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.193375 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0441069 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00210768 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0275542 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0830334 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0968734 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0658365 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0804898 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.277894 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.120125 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0774539 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0694217 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0830334 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.228834 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0332224 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00260693 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00767228 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0256658 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0122593 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.000459865 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0667467 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0983459 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0121206 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0593896 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0500042 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00507989 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.024524 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0097264 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.185882 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.370312 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0474054 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0121447 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0688044 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0343953 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.012422 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0230658 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.120724 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.058503 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.011602 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0799916 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.124304 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0656758 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0620993 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.224679 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.280897 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.353259 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.000945884 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0546932 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.169324 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.374459 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0542898 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.22143 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0973333 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.103874 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.160671 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.251034 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.380128 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.149282 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.486435 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0257003 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0188152 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0411045 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.102763 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0666598 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00344166 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0325299 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0249791 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0585529 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0321198 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0749684 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.144062 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.22268 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0173766 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0159406 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00637885 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.062198 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0486394 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0227216 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.236896 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.120096 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0775401 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0694049 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0762197 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.228821 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0332594 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00338521 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00777589 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0256266 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0122963 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.000371539 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0665277 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.135069 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.208648 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.321464 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.299313 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0182296 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0647997 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0178536 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0200858 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0369272 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0207441 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.158325 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.105565 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00727446 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.199237 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.107496 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.033866 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0383812 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0447992 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0792772 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0171503 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0533903 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.147293 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.48393 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0366399 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0195571 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0334472 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.103512 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0775994 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00729679 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0302858 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.370312 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0474054 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0121447 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0688044 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0343953 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.012422 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0230658 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.120724 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0860649 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0625246 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0190355 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0476128 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.107023 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0171501 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0707134 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0107481 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.124672 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.189677 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.46359 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.137237 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.216055 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00108662 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00876395 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.127355 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0396158 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0604627 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0309218 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0538023 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.027613 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.134458 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.17212 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0326473 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.111259 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0923542 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.18404 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.18019 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.179641 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0121807 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0303321 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0250097 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0157474 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0205648 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.155597 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.156258 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0538727 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.121928 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0538276 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0618365 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.165179 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.319225 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.168065 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.227273 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.31377 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0331306 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0307293 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0591689 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0374058 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.113996 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00513543 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00575713 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0389234 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0628143 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0443133 # DEPENDENCYPART_SIBL
