# _root_ Milionový poplatek za vydání osvědčení , které umožňuje vést lékárnu , zakázalo vybírat Ministerstvo pro hospodářskou soutěž .
#goldHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
#predictedHeads=2,13,2,3,4,8,8,5,8,9,8,0,12,12,14,17,15,0,
(6,4),(6,11),0.00882575 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0148176 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0114667 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0484311 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00203503 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.168385 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00930883 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.014972 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0116211 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.363438 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0235666 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.051645 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.363438 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.363438 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0160547 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0538139 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.362466 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.362466 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0352269 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.019887 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.024383 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0429737 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0429737 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.362465 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.108651 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.212553 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.218835 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00118874 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.00908911 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.116633 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0308335 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0202321 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0363853 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0352583 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0326437 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.186619 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0760208 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0472566 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0474044 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0712041 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.072892 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0397201 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0756881 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0510003 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.108484 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0327814 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.159086 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.15526 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.148943 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.356063 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.019107 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00964331 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0217056 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0186878 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0135599 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0329281 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0013634 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0231338 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0346102 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00781542 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0062953 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.18027 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.258179 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0231233 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0331475 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0321066 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.016595 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.000258798 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0483632 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0821243 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0547231 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.089799 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.159419 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.150695 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.360291 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0131354 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0117422 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00640094 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0246595 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0195315 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0115426 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00392974 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00174824 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0243612 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.148373 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.35588 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.011851 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0135301 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00433626 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0259438 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0208159 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00975474 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.000959479 # DEPENDENCYPART_SIBL
(8,5),(8,17),3.9636e-05 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0222956 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.429501 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0655669 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0412984 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.198449 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0309413 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0124555 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0629917 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0395146 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0337939 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0102495 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0412183 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.01198 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.349003 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0435955 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0475049 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00854972 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00343984 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0094439 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0576178 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0232533 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.000140283 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.247143 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.251732 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0706748 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.010564 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0222312 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0158292 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.013364 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0102984 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0238747 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.065143 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0384693 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.110666 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.13008 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.10251 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.107099 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0587901 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.121462 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.121589 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.120424 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.253646 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0514712 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00877075 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00827798 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0230964 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0423921 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0178548 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.000801123 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0286697 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0110783 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0857623 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.120057 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0134399 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0683906 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.136977 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0513381 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0326771 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0568899 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0557629 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0324375 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.218754 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0159594 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0619743 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0438308 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0855876 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0872755 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0544379 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0769883 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.065718 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0275577 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.206797 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.202971 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.161295 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.414178 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0454465 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0698631 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0340778 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0331966 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0383246 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.093148 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0242615 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0833536 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.024985 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0234649 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.178196 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.288351 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00361685 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0302013 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0179136 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0166385 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.000302289 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.045417 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0682614 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0517769 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.20713 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.163047 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.418406 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0489908 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0484776 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0187732 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.027225 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.032353 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0717625 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0295547 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0619681 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.160725 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.413995 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0452086 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0466897 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0167085 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0259407 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0310686 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0699746 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0246655 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0601802 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.336229 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.073248 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00296884 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.173229 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00422126 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0227071 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0187244 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.054571 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0104733 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0273898 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0321413 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.31311 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.01767 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0137607 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0355717 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0372201 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0346774 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0267606 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0340841 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0458423 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0508558 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0193611 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0504566 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0298697 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0199619 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0213283 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0349045 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0744272 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0332279 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.11995 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0999367 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.104525 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0453084 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.101216 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.108108 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.239531 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0753155 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0258884 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0321223 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0662364 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0168044 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0230432 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00583688 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0950465 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0249688 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.318241 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.154577 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00428081 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0127069 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.106678 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0822038 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00593622 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0165982 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0137637 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0684854 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.100146 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0141743 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0141808 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00849793 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0270487 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.259563 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0119154 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0110018 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0118955 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0110217 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0328024 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0127988 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0714893 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0127204 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0127138 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.521105 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0347482 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0730891 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0733631 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0127142 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.011229 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.011242 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0216545 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0529195 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.00375817 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0218672 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00921937 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0107237 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.494309 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.13396 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.135111 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.144748 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0107237 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0147359 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.011385 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.102797 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00675352 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0343286 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00846967 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00824016 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.233413 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0626668 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0631513 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0642439 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00823968 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00267011 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00633262 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0202292 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.289517 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0599806 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00965218 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.494712 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.134828 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.134646 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.144283 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00965218 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0148176 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0114667 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.11033 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00128262 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0320447 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.4948 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.133738 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.135495 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.145133 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0110567 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.014972 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0116211 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.11125 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00316954 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0315608 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.154325 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0328997 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0439601 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0729227 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0784213 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0750018 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.021901 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00921759 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.018469 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.219165 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.239448 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.000736801 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.107479 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.115907 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.04205 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.000895411 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0631222 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.000364516 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0531165 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.658115 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.655277 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0319228 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0707 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0030345 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0518036 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.66611 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.663272 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0368417 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0692473 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00666067 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.014972 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0116211 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.111249 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00316953 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0315608 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.362465 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0117246 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00781425 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.132306 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0117446 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00783414 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.138106 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0206705 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.123785 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0135597 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0511953 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0329695 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0567471 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0556201 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0324364 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.205918 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00375293 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00553037 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0556206 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0324364 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0859488 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.050955 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0551658 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0769884 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0622351 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.100176 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0137647 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.193154 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.189328 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.147794 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.380989 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00717455 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0046495 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.189328 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.147794 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.02801 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0802313 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0117529 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0586689 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0704369 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0358349 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0247886 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0232685 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.178149 # DEPENDENCYPART_SIBL
