# _root_ V rámci pomoci Spojenců byl na území Slovenska přepravován vojenský , zdravotnický , spojovací a technický materiál .
#goldHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
#predictedHeads=2,9,2,3,9,9,6,7,0,15,15,15,15,15,17,15,9,0,
(7,5),(7,12),-0.11602 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0132614 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.11602 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0394874 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0485397 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0976272 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.111742 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.182316 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0200316 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.182316 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0200316 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.182316 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0266535 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0625015 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.000769157 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0281263 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0459188 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0281263 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0459188 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0281263 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.333566 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0649875 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0136138 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0236694 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0136138 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0236694 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0136138 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.261137 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00352781 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0190706 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.111319 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0190706 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.111319 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.128982 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.036304 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0184224 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00365431 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0184224 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0882646 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0128151 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0190543 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.111318 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.128981 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0363029 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0184224 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0882646 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0128151 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.128981 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0363029 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0130185 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00255613 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00446766 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.314056 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0104037 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00775541 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0108406 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0108377 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0108418 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0111346 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.298656 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0170706 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00309847 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00283584 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00283299 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00283703 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.299907 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0193785 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00536325 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00319101 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00318817 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00319221 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.272776 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00452331 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.114001 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.114001 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.114001 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00620819 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00786529 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00786244 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00786648 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0137688 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0137688 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0137688 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.108928 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.108928 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.108927 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0449163 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0320258 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00541516 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.10864 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0335851 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.012298 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00572205 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0720093 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00765719 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.072009 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00765719 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0112125 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0239546 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.104338 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.163884 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.18252 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.240123 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0154849 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.181134 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.181407 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0298407 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.041332 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0298382 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.041332 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.102801 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0827516 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0225318 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.195503 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.20202 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0144666 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.194116 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.194389 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0272432 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00773152 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0272457 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00773152 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00716926 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0152483 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0128721 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.207621 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00726167 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.187717 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.18799 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0387913 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00191079 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0387938 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00191079 # DEPENDENCYPART_SIBL
(9,4),(9,15),1.77889e-05 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0342844 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0235203 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.196892 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.127061 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.13298 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.10065 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0937716 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.10065 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0937716 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.101139 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.186068 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0700873 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0499784 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0415995 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.127793 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00841778 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.127793 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00841778 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00148172 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0133576 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0840425 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.198448 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0189715 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00529263 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.018974 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00529263 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00945886 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0144226 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0158507 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0388508 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00191203 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0388533 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00191203 # DEPENDENCYPART_SIBL
(9,8),(9,15),7.55716e-06 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0322584 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0235215 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0494056 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.345669 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0494056 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0674809 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.114012 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.150518 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0762757 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.124158 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.139006 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.111106 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.111555 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0493901 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0674808 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.114011 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.15051 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.139006 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.111106 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.111555 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0198229 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0585589 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.129601 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0561661 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0726061 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0743795 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.025931 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0942429 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.025931 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0407754 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0443475 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0704665 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0828045 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0704665 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.117178 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0250599 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0377488 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0250599 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0231557 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0425408 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0231557 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0188266 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0634619 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0466506 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0507162 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0264856 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0337562 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0165546 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0561838 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00951939 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0340913 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0431549 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0800011 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0502118 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0200765 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0502118 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0506742 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0502132 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0198491 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0686461 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0256902 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0228208 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.110799 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0271292 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0237809 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.021755 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.137959 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.04396 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00830128 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.00498898 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00829724 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.033801 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00829853 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.155739 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0443999 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00851286 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.111177 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0168563 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0551145 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.00957859 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.138336 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0280205 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00957359 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00663722 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00956955 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00874684 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00957083 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.13964 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0335599 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.112864 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0148081 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0576584 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0121225 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.140024 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0277229 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0081326 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00930883 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00812856 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.013581 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00812985 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.140041 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0315608 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0405331 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00101164 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0272181 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0222045 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.101423 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0553531 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0397763 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0553531 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.080638 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0544116 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0519502 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.034239 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00575853 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.028523 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0282851 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0427145 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0624531 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.000907507 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0624531 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00436546 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0624545 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00286456 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0580711 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.000434539 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.130956 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0361545 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00528378 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.015704 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00528782 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0207466 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00528654 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.166985 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0245944 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.139964 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0279223 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00828538 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00921541 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00828134 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0134785 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00828263 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.14191 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0316542 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0734928 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.000368456 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0384604 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.000368456 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0566247 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00130996 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0253164 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00692759 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.571253 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0314018 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.571253 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00436162 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.57059 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0163253 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00460462 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0154095 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.117025 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00824667 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.117025 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0398571 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.106077 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00274544 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0306044 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00274544 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0602668 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00696691 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00824667 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.117025 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0398571 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.106077 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00138566 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0261477 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.215385 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.039866 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.106134 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.123982 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0413295 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.120974 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0704665 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0828045 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00644603 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0714191 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0902843 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00376895 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.284778 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0113137 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0703782 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.398066 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.195907 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.323326 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0443486 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0188266 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.011468 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.12302 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0557942 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.104625 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.134305 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0507162 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0264856 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0337562 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0165546 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0561838 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00951939 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0340913 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0431549 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0800011 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.119181 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0799929 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0502118 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0506742 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0502132 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0198491 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0686461 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0256902 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0228208 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.110799 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0271292 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0237809 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.021755 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.137959 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.04396 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.459041 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0439574 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00829724 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.033801 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00829853 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.155739 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0443999 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00851286 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.111177 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0168563 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0551145 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.00957859 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.138336 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0280205 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.489256 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0280178 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00956955 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00874684 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00957083 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.13964 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0335599 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.112864 # DEPENDENCYPART_SIBL
