# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(5,8),(5,10),-0.040489 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.167613 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.136033 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.1887 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00777987 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.116382 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0196646 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.133094 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0707273 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.02949 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0275523 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.116471 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00409069 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0564018 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0550239 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0736573 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0463827 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.029303 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0526795 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0679767 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.000450355 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.026072 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0173319 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.059836 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.163141 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0431667 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00210449 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0173315 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.059836 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0709145 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00275637 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0684779 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0576673 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.188578 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0931678 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.139829 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.151816 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.143284 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0127468 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.27826 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.169378 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0760169 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.143284 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0127468 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0438746 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0958899 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.456581 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0367594 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0374756 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.076888 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0225279 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.161568 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0289493 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0810228 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.136273 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00469954 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.161568 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0289493 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.164746 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.171893 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0147508 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0261346 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0378447 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0399121 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.118162 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0648785 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.164629 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.12702 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0605986 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.118426 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0648785 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.251545 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.100076 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0678679 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0698705 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00123611 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0239517 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0257143 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0674872 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00380276 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0373228 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0237365 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0257143 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.111491 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0420379 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.025186 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0640911 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.039137 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0393201 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.141104 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.013842 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0416626 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0391376 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0393201 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.184691 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0494621 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0453302 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0414337 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0521956 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.501544 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0321021 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00539084 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0344924 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0521956 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00933569 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0350584 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.480211 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.199007 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.301677 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0330242 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0480531 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0353391 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.235972 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0489038 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0356429 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.284829 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.129866 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00334737 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0573004 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00116047 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0377373 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.028206 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00079676 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.864595 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.173885 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00237161 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0401947 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.059906 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00580169 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0407606 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.486354 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.206661 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.193283 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0173418 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0115901 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.193587 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.477184 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.107081 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0521956 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00933569 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0350584 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.480211 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.199007 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0489038 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0356429 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.284829 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.129866 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0227713 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.503439 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0520565 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.460407 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.181099 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.117837 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.112096 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0203641 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0486947 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0681252 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0120609 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0092248 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0114921 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00367573 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00146747 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0290106 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0167013 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.265749 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0458996 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.020548 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00789198 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.112136 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00706593 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0334085 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00785803 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0108522 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.00785803 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0401973 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0164243 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0584994 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00544523 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0211602 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0627455 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0810063 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0555461 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.012754 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.055546 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.58004 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00822329 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00515525 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0138853 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0350882 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0175973 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0719383 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0537088 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0728484 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0266812 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.151771 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0184735 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.179434 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0275151 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0751125 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0462764 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0751125 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0788733 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0607974 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.056755 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0547639 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0471161 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0234702 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.010449 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0401646 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.137075 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00812856 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.164738 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00930883 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00779421 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00226526 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0403186 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00817153 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0576416 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0159761 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0357835 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.140393 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0081286 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.168056 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00930883 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0282883 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0391276 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0345223 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.000267766 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0273622 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0248409 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0261434 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0373667 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0154095 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0352269 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.165844 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0345009 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0772216 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0535566 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0349877 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0232314 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0354926 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.126304 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0696243 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0339083 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0738255 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00609064 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0579602 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00639023 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0574351 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.00126963 # DEPENDENCYPART_SIBL
(11,1),(11,21),2.30956e-05 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0774548 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0345149 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.000199423 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0091223 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0013577 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00962734 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0517622 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.17616 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.098679 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.187569 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0169133 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0445841 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0835526 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.181981 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0247917 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0258906 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.033221 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0495375 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0122449 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0315967 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0117401 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.244244 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.066648 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0749952 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0670928 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0576099 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0166821 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0158714 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.058155 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0464895 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0829529 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0369807 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.178538 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0324975 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.176618 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.123247 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.203847 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.142155 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.212057 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0413904 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0955375 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0942105 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.195272 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0607819 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0708668 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0549578 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0549203 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0544529 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.263175 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.11982 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0541891 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0959318 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00397595 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0400958 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0448374 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0870893 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0118332 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0267413 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0235472 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.183357 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.134274 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.100245 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.114122 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.108456 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0477135 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0749027 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0720484 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0916706 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0264703 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0686962 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0770675 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0909654 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.122691 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0596353 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.119701 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0299242 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.083104 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00561361 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.110315 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00252835 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0150164 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.134274 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.105364 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.11503 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.113575 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0486215 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0758107 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0729564 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0967896 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0317595 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0696042 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.129181 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0725177 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.138918 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.192641 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0320702 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0338767 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.129548 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0101615 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0465402 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0743167 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0427449 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0525585 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0303378 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0254409 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0427073 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0339111 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0793644 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0776102 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0277326 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0951708 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0125856 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0774852 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0450088 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0901149 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0550665 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0259695 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0311418 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0351379 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.038011 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0747861 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0892367 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0150417 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0605169 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0890272 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0591474 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0555809 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00822981 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.125605 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00745327 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0760041 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00624436 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0399686 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0378564 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0768357 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.028989 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0182076 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0686711 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0559178 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0743113 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.11284 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0328832 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0561117 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0103895 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0624755 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0204575 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.000276121 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0556306 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0122564 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.037085 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.000685988 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00818493 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0610328 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0305918 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0175151 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0217912 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0502892 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0305918 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00201801 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0185493 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0477739 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0317839 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.119658 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.071035 # DEPENDENCYPART_SIBL
