# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(8,5),(8,11),0.204915 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0107853 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0143773 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0889658 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.010523 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0773066 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0758159 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0252903 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.183215 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.136585 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0929183 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.179348 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0349711 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.1223 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0193217 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0848419 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0138413 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.025055 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0753704 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.14846 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.104555 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.191223 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.05926 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.121208 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0177426 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0941405 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0122622 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0234759 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0996293 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.116802 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.18003 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0580837 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0342358 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.419549 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0908128 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.435983 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.423396 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0395291 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.200071 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.158597 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.172375 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.153057 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.089989 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.170093 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.158572 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.206898 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00621995 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00247811 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.281956 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0400614 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.29839 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.285803 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0123346 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0207384 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0843812 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.118153 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.103163 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0889916 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0283277 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0749613 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0225721 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0945723 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0878818 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.115356 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0224773 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.206921 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.207867 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0140323 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0289898 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0478584 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0873798 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.200773 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0230255 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0330877 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00810888 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0438788 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0446499 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00274363 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0553912 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00671118 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0209561 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0656161 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.070463 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0631066 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0714215 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.13749 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.138386 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.274444 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0172571 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00865811 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0251802 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0180329 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0348538 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0189179 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.141828 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.117634 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.22009 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0683254 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0386088 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0391665 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0121068 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0273176 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0166621 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0595136 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.221412 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.062991 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0270198 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0429307 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.013995 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0232414 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0185504 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0535049 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0206466 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00449244 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0485993 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.127208 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.107208 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.127217 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00698509 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00906215 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0945947 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0023302 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0651264 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00229766 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0873179 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00473496 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00457207 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.125554 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00410371 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.115211 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0272308 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.055288 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0309172 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.039279 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0843996 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.332216 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0482301 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00899462 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.123083 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0511407 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.717831 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.171419 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0525097 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.108326 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.722624 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.50764 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0656816 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.44099 # DEPENDENCYPART_SIBL
(10,12),(10,19),-1.37686 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00532228 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0695743 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.558955 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0758974 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.556445 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.539264 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00023755 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0472201 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0726841 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0279535 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0722504 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00981397 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0120298 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00584057 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0134994 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0576902 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0351437 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.066343 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.091807 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0682824 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0913733 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0494931 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0254584 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0314816 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0239888 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0860238 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0521487 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.017488 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0482244 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.018349 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0171018 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0396031 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0110669 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0334138 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0388518 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0202266 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0475471 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0173034 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.000122652 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0234076 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00512857 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0172183 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0655249 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00122319 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.178498 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0338802 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00240389 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0148418 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0041866 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0540823 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.35486 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.000562507 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0280828 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.000453342 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0218935 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0729478 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00720686 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0175002 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0152231 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0141779 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.055526 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00477593 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.272461 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.266429 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.017153 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0108513 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.26544 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0154886 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0101535 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.017153 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00524265 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0388386 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.00695724 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0895255 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00231864 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0283441 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0414038 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.021977 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.027439 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0185896 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0545469 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0468365 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.033949 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00223322 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0198104 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0381705 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0180252 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0329409 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.000948718 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00208691 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0138026 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.000958211 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00499324 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0279898 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0787486 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0246197 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0234153 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.105858 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.162007 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.314591 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.309715 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0353735 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.041372 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0512369 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0385417 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.310395 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0353101 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0409822 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0316404 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.290882 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.073893 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0750529 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0502053 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.041295 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.084028 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0349691 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0846011 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0603502 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.000452041 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0228796 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0851865 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0463564 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.142267 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0454992 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.282936 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.11519 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0794275 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0487964 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0396168 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.25321 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0466415 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0793343 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0558809 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0244925 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0189618 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0412545 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0184874 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.100984 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0942739 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0788094 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0062815 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.00133866 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0198478 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.53857 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0283246 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00216188 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0141388 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0650743 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.177125 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0209504 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0124291 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0321013 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.03801 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0614641 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0448203 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0356421 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.242919 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0258656 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.061371 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0518814 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00651262 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0871505 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0630106 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0404095 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.155412 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.090994 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0579181 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0497822 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.233234 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0417014 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0128816 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0594277 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0318343 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.029847 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0736285 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0721378 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0739825 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0742999 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.188345 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.280147 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0138963 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.171186 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.195797 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0414897 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0112939 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0187935 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0075798 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0506821 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0751336 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.277972 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00614007 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.174702 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.196562 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0339834 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00199531 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0203727 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00915891 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0388068 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0508747 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.232654 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0258183 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.262304 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.203431 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.112477 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0585611 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0616399 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.000249332 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0378382 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.117842 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0364283 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0323152 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0188194 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0254722 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0718052 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0831834 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0225451 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0652829 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0318721 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0384282 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0765477 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.075057 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.082967 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0735721 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0852726 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0108582 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.10377 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.114984 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0397828 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0336585 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0396274 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00620405 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0339414 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0333032 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0184308 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0760466 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0949152 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0762779 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.112316 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.225517 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0927829 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0293777 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0924512 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0394399 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.112663 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0782894 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0205273 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00687836 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00362344 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00135967 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.707739 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.64643 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0219585 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0586617 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0305708 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0180207 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00541139 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0734771 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0197644 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0114268 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.560941 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0102267 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.048929 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0830568 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0431545 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00302362 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00222734 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0502411 # DEPENDENCYPART_SIBL
