# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(15,5),(15,6),0.0894889 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.140597 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0443834 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0274655 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0168513 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0380773 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0367651 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0367651 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.000879154 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0373348 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0276118 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.031311 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.025821 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.00168652 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0592715 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0712184 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0447784 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0756881 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0675227 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0530001 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0530001 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.667595 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.00156306 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0142125 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0565773 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0495061 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.67617 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.154325 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0216983 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0310342 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0586315 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0729228 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0729228 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0789738 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0299769 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0268766 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.021799 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0200737 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0784213 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.211565 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0225256 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0130289 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.000736786 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.000736786 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.108763 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0976486 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0618023 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0129337 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0154126 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.107479 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.102932 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0730757 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0830718 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0830718 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.768631 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.027774 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00964549 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0780155 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0969543 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.777205 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0462477 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0127103 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0127103 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0113722 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.568664 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00684319 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0054996 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0195379 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0112263 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0563164 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0563164 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00230516 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0319426 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.000761643 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.034539 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.253604 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.00111812 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0110567 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0122429 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00812856 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.162483 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.013581 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0195715 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.014972 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0122429 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00812856 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.162483 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.013581 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0195715 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.014972 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0234467 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.026737 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.163417 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.017376 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.364041 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.034624 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00824667 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.10625 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0414409 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0724236 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0687606 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0207322 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0847643 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0331442 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0703359 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.00316745 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0882746 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.00473338 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.13381 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.154646 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.3847 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.083946 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.177858 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0463867 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.193081 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.193081 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.154646 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0419296 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0675523 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.00942678 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0381167 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0645102 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0189365 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0647751 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.013503 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0613974 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.0744674 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.111462 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0147242 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.106725 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.213199 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.233529 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0114198 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0407605 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.195221 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0315483 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0315483 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.213199 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.314343 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0593795 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00493722 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.00692954 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0729411 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0129477 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0731973 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0300442 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0719658 # DEPENDENCYPART_SIBL
(16,4),(16,29),-0.0729411 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.093873 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0132319 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.123864 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.163272 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0849585 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0148921 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0851039 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0211755 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0211755 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.123864 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.00836671 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0179469 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0313738 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0272611 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0119573 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0302318 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0138164 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.00216189 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.0195809 # DEPENDENCYPART_SIBL
(16,5),(16,29),0.0117103 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0821735 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.091687 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.198884 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.215921 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0688112 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0257489 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0123969 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0123969 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.091687 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.014579 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.00556485 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0184085 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0432995 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0150299 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.00721756 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0152861 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0243358 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0140548 # DEPENDENCYPART_SIBL
(16,6),(16,29),-0.0151385 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.255253 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.222774 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0219659 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0400945 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0248738 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0253918 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0253918 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.255253 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.168108 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.070998 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0293898 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0315356 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0794806 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0574761 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0797369 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0808017 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0785053 # DEPENDENCYPART_SIBL
(16,7),(16,29),-0.0794806 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.350986 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.133396 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00902379 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0137591 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0266954 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0266954 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.174809 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0274346 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00178056 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00611984 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00817326 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.00702845 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.000573554 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00732776 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.000404543 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.00270323 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.0176946 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0846164 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0342814 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0897893 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0353284 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0353284 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.181347 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0682095 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0254457 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00974326 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0915114 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0339283 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00585635 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0341845 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0486921 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0329529 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.0339283 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0617033 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0229305 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00928118 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00928118 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0813042 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.020206 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00265782 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0463501 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0499425 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0121229 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.064236 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0123791 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0597824 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.0111478 # DEPENDENCYPART_SIBL
(16,10),(16,29),-0.0122314 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0169571 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0556391 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0556391 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0324364 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0836246 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0611879 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0142503 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0902024 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.068929 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0842609 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0635345 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.11104 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0600109 # DEPENDENCYPART_SIBL
(16,11),(16,29),-0.0705549 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0700883 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0700883 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.280533 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0406958 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0331153 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0220327 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0510176 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00766818 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00469759 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.00738221 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0575647 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0128383 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.00761426 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.189152 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.147253 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0388206 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0532046 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.000165308 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0373999 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0501625 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0156564 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0504274 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0142197 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0470497 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0601197 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.147253 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0388206 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0532046 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.000165308 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0373999 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0501625 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0156564 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0504274 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0142197 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0470497 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.0601197 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0274346 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00178056 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00611984 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00817326 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00702845 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.000573554 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00732776 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.000404543 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.00270323 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0176946 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0893357 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0575147 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0514042 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.108983 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0506222 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.109237 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0616278 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.10907 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.108983 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.240373 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00146358 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.118454 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.018475 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.118708 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.090038 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.118693 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.11848 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0047903 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0195076 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.036661 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0200733 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.00199927 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.019595 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0195076 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0587455 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0247743 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0584916 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0393337 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.057733 # DEPENDENCYPART_SIBL
(16,20),(16,29),0.0587455 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0167193 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.118272 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.100846 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.118257 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.118044 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0314008 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0329917 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0315673 # DEPENDENCYPART_SIBL
(16,23),(16,29),0.0316547 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.114095 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.108159 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.107946 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0448141 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.0458272 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.11857 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0662933 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0556889 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0556889 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0216189 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0325996 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0998743 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.00511415 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0134501 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0053075 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0335201 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0198585 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00668186 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0053075 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0335201 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0198585 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.00668186 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0445945 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00312835 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0157047 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0352904 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00732477 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0149337 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0125875 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0305206 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.041004 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0248513 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0376763 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.324634 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0587497 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.00573326 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0125875 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.00548646 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0305206 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0305206 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.324634 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0366589 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0125875 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0154546 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0663277 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.00510279 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.214517 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0107535 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0989624 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.0130455 # DEPENDENCYPART_SIBL
(19,1),(19,27),0.648317 # DEPENDENCYPART_SIBL
(19,1),(19,29),0.00347686 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0306356 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.041004 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0248513 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0376763 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.325193 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0587497 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.00573326 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0177648 # DEPENDENCYPART_SIBL
