# _root_ A míra exportního výkonu , vztahující objem vývozu na jednoho obyvatele , je žalostná :
#goldHeads=0,13,4,2,6,2,6,7,6,11,9,6,1,13,0,
#predictedHeads=2,13,4,2,6,2,6,7,6,11,9,6,0,13,0,
(6,5),(6,15),0.106681 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.111105 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0182781 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.111097 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.103347 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.013358 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0532315 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00520331 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.110128 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.101088 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00741835 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0559012 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0374536 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0487892 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0767813 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0205462 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.101133 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00952099 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0558903 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0234435 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0662442 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0903653 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.339713 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.111568 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.339713 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0235578 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0885053 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.084239 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0233834 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0379825 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.000850905 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00183665 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0156464 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0242977 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00121394 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0203421 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0779466 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0272649 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0206752 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0187079 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0224774 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0888523 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0155561 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.061366 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0150386 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0181252 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.13172 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0257323 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0479268 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.022454 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0143497 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0678946 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0204895 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0779466 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0272649 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0208225 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0188883 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0224774 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0888523 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0156463 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0616232 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0101483 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0575359 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0503841 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00309441 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0276056 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0589464 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0734384 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0339126 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0558347 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0165992 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.005617 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0278588 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0210667 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.103796 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0151345 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0271445 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0773319 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0442474 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00491532 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0336502 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.052877 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0349744 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0180122 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0310014 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.013479 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0577975 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.019413 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0171895 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.337924 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0187242 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.337924 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0228646 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0802433 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0856694 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0121427 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.000187609 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00195037 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00622101 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00976637 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00622114 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0109143 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.111987 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0125953 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0319351 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0391535 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00346311 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.184044 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.000584637 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.184459 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0604301 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0237551 # DEPENDENCYPART_SIBL
(8,3),(8,11),6.47705e-05 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0147786 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.095454 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00593866 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0213197 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.111966 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0109525 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0109764 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0285851 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00360514 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.184459 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0604301 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0237551 # DEPENDENCYPART_SIBL
(8,6),(8,11),-8.25907e-05 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0147786 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.095454 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.107743 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.02597 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0292101 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0455698 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00414084 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0726426 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0316052 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0112211 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00996961 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0265139 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0133066 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.028029 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0255585 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0522529 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0126014 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.376402 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.153985 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0355758 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.385965 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00892981 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0631008 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.014504 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0216575 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0352112 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0355624 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0379038 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.751888 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.125106 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0998661 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.163611 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.262818 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.483187 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.39913 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0320906 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.13049 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.159255 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00356928 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0171897 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.337924 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0187244 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.111374 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.337924 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0228648 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0186351 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.227229 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.148012 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.000200476 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00195421 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00622096 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00976654 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0207789 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00622109 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0109145 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.00743455 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0526856 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0151882 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.039382 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00370764 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.184045 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0244994 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.000585176 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.18446 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.184101 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0177097 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0513035 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0153973 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0948694 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.021677 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00593862 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0213199 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.01784 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0565806 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0147248 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0288136 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00384967 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0567187 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.262426 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.266054 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.110325 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00984496 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0147898 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0214812 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.18446 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.184101 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0177097 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0513035 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0153973 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0948694 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00820613 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0550295 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0156275 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0457983 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00438538 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0563489 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0148735 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0305211 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00410022 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0875926 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.114665 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.173813 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0373743 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0141773 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0126028 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0149832 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0682941 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00804822 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.173551 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00398028 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.00780946 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0127143 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00608925 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00794244 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0785866 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00831246 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0657907 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0294799 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00530828 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.492796 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00641537 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.00360765 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0202105 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00364858 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00555422 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00393203 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00500091 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0204315 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0130806 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.521106 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0127455 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0127192 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0379011 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0120683 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0128787 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.039717 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.568664 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.038608 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.493234 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0189739 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0161662 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0148689 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00174498 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0181127 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0197774 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00887511 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0288895 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0688807 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.072898 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.119478 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0215699 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0727716 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.104256 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0299695 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00961561 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0221811 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.000697593 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0144865 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0241277 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.049803 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0236078 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0391716 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0149689 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00175553 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0104011 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0173015 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00785085 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0314811 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0167558 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0321929 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.013605 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0624538 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0675625 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0031136 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00638744 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00174862 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0143362 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.01713 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00840588 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0324681 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00428517 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.16358 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0617013 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.073403 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.126863 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0819177 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0648377 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.126863 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0712969 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0790023 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0389566 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0727634 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0810553 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0648377 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.00546364 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0474207 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.244234 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.380425 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.142374 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.244234 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.37555 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.379461 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.16939 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.126617 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.379446 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.142374 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0588355 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0182557 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.108781 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.00728487 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.00492496 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.105375 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.105743 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0294942 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0141213 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.107811 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00728487 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.079359 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0369347 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.14224 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.242465 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.355261 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.359172 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.161129 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.124457 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.359158 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.14224 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0728801 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0168643 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.024525 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00188212 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.00954257 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0153383 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.005075 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00748295 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.185882 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0124582 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.150794 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.105375 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.105743 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0294942 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0141213 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.107811 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00728487 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.079359 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0368445 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.39515 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.181617 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.143512 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.395135 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.162886 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0595788 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0453619 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.168053 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.131212 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.381001 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.147698 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0771817 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00372376 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.164887 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.164531 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.31598 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0452643 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0182096 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.128222 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0491721 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0667492 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.04475 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.147295 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0784316 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00236194 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0124582 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.150794 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.149496 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0410601 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.120975 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0227365 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.071401 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0475908 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.108637 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.019295 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.071737 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0545939 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0633683 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0153743 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.135984 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.320722 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.592156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.57533 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.445417 # DEPENDENCYPART_GRANDPAR
