# _root_ Významnou funkcionalistickou stavbu , která vyhořela v roce 1974 , rekonstruovala Národní galerie v letech 1987 až 1993 .
#goldHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,11,14,17,15,17,0,
#predictedHeads=3,3,11,6,6,3,6,7,8,6,0,13,11,13,14,17,15,17,0,
(6,11),(6,14),0.144168 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.032015 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0213672 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0700676 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0144038 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00552719 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.105711 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.02674 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.107129 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.108802 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0399472 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.115815 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.14014 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0452538 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.125543 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0149596 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.141634 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0254403 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.135278 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0394913 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.166861 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00512223 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.139386 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0605925 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.012423 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.138596 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0229058 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.131639 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0635477 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0843709 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0816081 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0790527 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00173955 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.100377 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0446046 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.100923 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0393118 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0298298 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0401853 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0234786 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.115795 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.469531 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.131725 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.612764 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.154962 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.482981 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0643087 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.15913 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0854016 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.179974 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00726575 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.220225 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0342205 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0986048 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0411124 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0387141 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0426582 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0738442 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0315992 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.107435 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0970236 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0893916 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.102971 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0557374 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.259752 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0332868 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0307211 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0264344 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00840125 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00524275 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00429952 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0964389 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0226039 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0264747 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.062048 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0156248 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.398575 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0764272 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.132364 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.12584 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0275056 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0869266 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.109945 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0243846 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.12179 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.131181 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0443136 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.13261 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.080883 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.125394 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00729169 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00791977 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.125899 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0926976 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0921105 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.107125 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.125849 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0956527 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.123215 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.157149 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0363888 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.106979 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.166173 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0598082 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0505876 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0515243 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.157447 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0254913 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.169033 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.144288 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.000741208 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00974909 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0450741 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00824966 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.046246 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0645463 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0848991 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.085975 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0191844 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0044064 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0323069 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0583311 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0321192 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0311903 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0423791 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0615451 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0126562 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00469408 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0575567 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00405332 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00997191 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.124543 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00783441 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0434962 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00207576 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0428482 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0384628 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0307557 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0563215 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0819675 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.086523 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00624978 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.147787 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0327394 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.019713 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.124716 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0561032 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0916519 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.000466272 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.140337 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0260274 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0865062 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0875311 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0381787 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.14795 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.115644 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0633673 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.145893 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.147503 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0714438 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0672673 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0483908 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0144751 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0528104 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0892559 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0305906 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.146045 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.093303 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0139663 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.221152 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.070773 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0679693 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0295465 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.014196 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00349192 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0164705 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0150765 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0481831 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0261192 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0261923 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.121227 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0821596 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.083071 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0362263 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.149764 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0899461 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0267136 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0206222 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0218759 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00451038 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0129157 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.521106 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0434355 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.073495 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0305877 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.017482 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0120905 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0119638 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.559783 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00246406 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0156051 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0132647 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00410401 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0619446 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00541805 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.49479 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.123682 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.140023 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.050802 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.000292883 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00184398 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0100405 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0130554 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.184324 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0316656 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.162544 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0353954 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0419819 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0520236 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.113704 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0499201 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0194481 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0612578 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0254097 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0784213 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0345023 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0472645 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00665487 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0285528 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00980291 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0924526 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.000541421 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.277317 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0457542 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.022484 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0207423 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.160237 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.117884 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.120946 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0176795 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.118608 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0103833 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0766999 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00792734 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0509177 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0545716 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0258442 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.66662 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00412122 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0100071 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0696696 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0149226 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0325451 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00874319 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0417387 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0410534 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00263493 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00695631 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0526303 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00999786 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.469143 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0100255 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.000369584 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00511031 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0066576 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00639292 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00605744 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0210808 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.159501 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0456905 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.137642 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0256258 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0503346 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.042254 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0405395 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0145724 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0374278 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0133837 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0205332 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.114917 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00287719 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.130956 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0239322 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0218049 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0143049 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0229205 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0415633 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0714093 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0438675 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0398419 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.104108 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0408991 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0410749 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.108429 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0433232 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0709949 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0265243 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.127601 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0281174 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.129998 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0822397 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.284518 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0537513 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.274607 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.127624 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0276008 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.130019 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0193568 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0161806 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0176784 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0118336 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0558554 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0324364 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.166117 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00766168 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0431295 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.059581 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0165058 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0324364 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0847574 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0679703 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0647075 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0714211 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0728973 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0171541 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0849686 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0993264 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.055855 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0324364 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.166067 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00766168 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0431296 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0595806 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0165058 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0324364 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0847574 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0679692 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0705987 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.07142 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0728973 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0171541 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0849686 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0993264 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.147229 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.308271 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00253995 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00730675 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.196873 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0536811 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.147229 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.033425 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0409263 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00378833 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0449446 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0299585 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0278509 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0300273 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.024418 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.342645 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.116855 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0387731 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.015307 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00592292 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.174704 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00502945 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0072113 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.000399576 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0132915 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0328002 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.046417 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0455489 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0253276 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.180144 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0753629 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.000998796 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0111173 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.188438 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0935617 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0138703 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0144222 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.000130303 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0319516 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0367181 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0463099 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0836919 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0348634 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0155863 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0605548 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.091809 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0104408 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0231414 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0288109 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0158581 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0799683 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0342383 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0873052 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0386911 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0143757 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0889458 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.30923 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0648137 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.000432096 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0253419 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0145803 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.042089 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0563341 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0198094 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.104338 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.059557 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.156642 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0417159 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.061008 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0239892 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0650658 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0385504 # DEPENDENCYPART_SIBL
