# _root_ " I když se Taliban dostal těsně ke Kábulu , nevěříme , že na něj zaútočí .
#goldHeads=3,3,11,6,6,3,6,7,8,3,0,13,11,16,14,13,0,
#predictedHeads=11,3,11,6,6,3,6,6,8,3,0,13,11,16,14,13,0,
(6,2),(6,5),-0.0708984 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0454331 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.090274 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0816572 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.062202 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0763423 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.062202 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0110356 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.047274 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0764178 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0204833 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0179961 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00581029 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0738117 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0884381 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0278864 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0527882 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0278864 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0747742 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0241428 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0527127 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0718226 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0407369 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0375456 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0644193 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00613167 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00743689 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00613167 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0688956 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0614063 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00751516 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0266455 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0297976 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0551127 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0055383 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00420209 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0055383 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00502943 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0381847 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00434244 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0415263 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00246456 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0090297 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0356915 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0090297 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0638219 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0674957 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0355282 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0109297 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.051885 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0751653 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.051885 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.098594 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0615649 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0751897 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0146817 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00649734 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0146817 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.155839 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0118996 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.00655782 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0928826 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.110861 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0529214 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.12712 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0929069 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0313825 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0870757 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0340081 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.20974 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0529214 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.12712 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0929069 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.222072 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.157518 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.100593 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0028822 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.122578 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.022314 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.245479 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0360822 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0111512 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00850904 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.13326 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00466582 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0118124 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.134912 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0553212 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0224471 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0629634 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0248963 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0305045 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0470382 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0254881 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00198833 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0174864 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0254881 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0195286 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0784114 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0181125 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0305567 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0217642 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0300912 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0758074 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0506498 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0300912 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0366733 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0406352 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.106266 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0417653 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00326571 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.105221 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.044859 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00320089 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00097557 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0293789 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00226932 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.188149 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0971159 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00168561 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.185468 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00311502 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0156399 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.077123 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0775272 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0325115 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.077123 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0486157 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00877683 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.124937 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0246131 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00880209 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0508432 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0697309 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0976151 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0508432 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.156065 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0153985 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.309742 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0665913 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0511883 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0866963 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.115863 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0304137 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0304137 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.203931 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.203931 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.119172 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.156917 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.329351 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0236373 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.025787 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0465598 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.106454 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.044879 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.109601 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0827174 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.126034 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0440566 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0471606 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.042373 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0343116 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.127854 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00583432 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.221036 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00407585 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0520747 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0370697 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.125932 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0387505 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0941857 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.187118 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0969097 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.152529 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.259863 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0570244 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0852835 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0856891 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0256541 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.259993 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0114454 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0308484 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0257418 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.212145 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0598583 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.278849 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.039885 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.212297 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0683919 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0673146 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0410674 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0637695 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0916633 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0673317 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00434572 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0140363 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.464522 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0709279 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00583156 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00514467 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0104857 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00839525 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0841949 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00512753 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.086029 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00963979 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.508987 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.108884 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0845431 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.119311 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0164933 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0358371 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0110515 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0148209 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00846669 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0230557 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0387836 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0131764 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.063915 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0950133 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0562453 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.670249 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0427496 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0194035 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0682004 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.664729 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00279183 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00789296 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0168916 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0201832 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0423363 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0360211 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0154057 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0455427 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0259662 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00671035 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00289119 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.266365 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0285059 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0149393 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00929566 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0229538 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0413065 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0132948 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0471175 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.109126 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0341927 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.362978 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0183885 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.048693 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0431955 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00309143 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0606293 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.119097 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0378936 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.263729 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0671468 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0324946 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0861826 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0131118 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00447702 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0318265 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.161957 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00706366 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0514026 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.023029 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0389513 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.106656 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.127306 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0528646 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0642665 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.108708 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0918061 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.137003 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0650755 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.158245 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0137127 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0432213 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00349636 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0435854 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.122342 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.00793567 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0125625 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0648712 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0575788 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0627459 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0133716 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.137507 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0155633 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.101917 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0629531 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0805029 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.066873 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0323913 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.014623 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.107234 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.200536 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0315823 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.213189 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0347428 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0648105 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0394645 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00996476 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.169472 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.00138858 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0283198 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0190629 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.1855 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.14512 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00290921 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0126269 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0202526 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0157346 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0245778 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00463662 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0420925 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.012007 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0946978 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0138179 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0477385 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0287298 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00660263 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0400198 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0508365 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0134921 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.156734 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0232177 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00781797 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0404179 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0117899 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.177937 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0728115 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.286033 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0319571 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0254291 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0640993 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0408507 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.061329 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.147285 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00191079 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.012678 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0149401 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.015773 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0235203 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.181764 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00390222 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00320372 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00351521 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0253276 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0340273 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.111434 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0996088 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.111555 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.211513 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.168945 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00931381 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0978154 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0478964 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00950564 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0856891 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0256541 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.259993 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0308484 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0257418 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0887157 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.278123 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.039885 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.212297 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00514467 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0104857 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0841949 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00512753 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.040686 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.000369288 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.108884 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0845431 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.119311 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0358371 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0110515 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.493288 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.140019 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0387836 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0131764 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0950133 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0562453 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0511183 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00688278 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0682004 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.664729 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0455427 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.155257 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0353057 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.266365 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0285059 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.494739 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.140024 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0413065 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0132948 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0499201 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0176796 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0810724 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0328822 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.6611 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.119097 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.112329 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.291661 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.104183 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.291661 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.180277 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.125876 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0788479 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.140794 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0131812 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.140794 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.124735 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.123839 # DEPENDENCYPART_SIBL
