# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(6,3),(6,5),-0.0360451 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0170102 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00367519 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.23387 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0104304 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00335827 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.197523 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0316024 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00139548 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.19475 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0333383 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0247211 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00547174 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0613845 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0467124 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0175106 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0177598 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0180679 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.27895 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0027981 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0981601 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0417215 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.122592 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00369784 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0293164 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0294338 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0417215 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00673925 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.316428 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0114315 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0463289 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0503395 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.054556 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0545549 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.122844 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0127494 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0779708 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0398424 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0424898 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00463013 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0203515 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0122045 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0398424 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0034987 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0299408 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0107591 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0888613 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0514633 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0514631 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.249507 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0256205 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0592935 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.084139 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0417482 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0378561 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0112091 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00666039 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.084139 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0316105 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.00627 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0204242 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.00512011 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.187039 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.144462 # DEPENDENCYPART_SIBL
(7,4),(7,8),-6.51055e-05 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0203727 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00861266 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0403303 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00310091 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.039313 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0150845 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00861266 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0306523 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00695634 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0328329 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0100549 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.144533 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.000503464 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0209179 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00872069 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0404308 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00266256 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0397514 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0156297 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00872069 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0310907 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0074762 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0332713 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0102419 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0462931 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0543355 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0169197 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0376439 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0111361 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0296448 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00152288 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0169197 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0021751 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.169545 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00190661 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0117903 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.270181 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0289004 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0394737 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.114788 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.134606 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.18252 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0289004 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.133567 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0242159 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.13352 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.041065 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0516758 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0618688 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.01297 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0179056 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.16017 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0516758 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0174855 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0493866 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0174458 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0257006 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0372251 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00594705 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00518728 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0467237 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.161459 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00444926 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0424052 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00439629 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00248749 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.103304 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.107888 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.139283 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0431389 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.107468 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0525126 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.107429 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0505874 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.124648 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.16768 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0330507 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.123608 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0209013 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.123562 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0296351 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.164746 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0450218 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.119502 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0266686 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.119456 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0264326 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0109928 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00263672 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00732435 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.00267643 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0134278 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.00444926 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0424052 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00439629 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.00248749 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.032307 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.119537 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0312644 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.109724 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.101656 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0240456 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0206673 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0206537 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.150081 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0583319 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.11372 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.134381 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0363876 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0419059 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.11372 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0909444 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0132299 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.260685 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00449079 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0520848 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00213849 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0399421 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0256928 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0520848 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0122347 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.260673 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00486999 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0520658 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0021724 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0396352 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0253859 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0520658 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0121804 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0850579 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0529209 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.119289 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0627353 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0625329 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0529209 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0164918 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0194643 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.015414 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0123823 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00790049 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0194643 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.017745 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0026477 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00183757 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00315341 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00350454 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0367206 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0355203 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0309506 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00906485 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0066368 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0666116 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0922016 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00899543 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.110982 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0194726 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0367206 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0917012 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00788551 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0372475 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0369643 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.113779 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.121263 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0304153 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0630218 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.202135 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.228344 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.215175 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0176278 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0630218 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.21986 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.241604 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.219573 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.117608 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.069589 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0644519 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0644259 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.195949 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0917874 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0660053 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00198132 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0381388 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0521563 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0476336 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0171549 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00198132 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0495663 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00789617 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.047995 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0222687 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0518907 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0518656 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.135 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0504336 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.053578 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.442747 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0965538 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.091321 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0811799 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0153934 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.442747 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.084829 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.116386 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0812948 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0324347 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00467899 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.331525 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00340158 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0090427 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00610796 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0334272 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.403005 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.378694 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00655966 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00610796 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.374698 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0231871 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.375956 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0153391 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.331373 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0033443 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00908035 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00612516 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0334519 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.40271 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.378399 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0069406 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00612516 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.374403 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0234516 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.375661 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0152801 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0109354 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0491571 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0891877 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0717741 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0722161 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0660266 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0112177 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0891877 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0758866 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0416329 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0759048 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0066375 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0528539 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.000348458 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0406473 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00190058 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00642334 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0796496 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.000348458 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00449065 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0167671 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00606188 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0969432 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0137225 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0378647 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.428604 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.404293 # DEPENDENCYPART_SIBL
(9,8),(9,14),9.21174e-05 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0137225 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.400297 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0193882 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.401555 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0183361 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0487652 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0612375 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0391871 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.055785 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0320528 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0393595 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0196361 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0393661 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.317205 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0929823 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.111765 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.109106 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.000446413 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.111765 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00879232 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.111765 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.322039 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.011299 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.133305 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.110774 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0109496 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0158477 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0109463 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.249099 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.139622 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.1109 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0157745 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00371651 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0157712 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.254659 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0368569 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00409587 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00518446 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00409587 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.154209 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0393595 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0196361 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0393661 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.317205 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00291864 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0130609 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.253856 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0723572 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.313608 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.253855 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.301262 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.146505 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0177085 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0214093 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0226039 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0250764 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0139133 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.327627 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00996909 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0788489 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0706472 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0840683 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00569974 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0904038 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0732915 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0250011 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0378387 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0368512 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00606047 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0383753 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00303433 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.717207 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.716944 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.453144 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.716944 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0983957 # DEPENDENCYPART_SIBL
(10,12),(10,13),-1.3611 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.987153 # DEPENDENCYPART_SIBL
(10,12),(10,16),-1.36075 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.232675 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.98682 # DEPENDENCYPART_SIBL
(10,13),(10,16),-1.35893 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.238942 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.56827 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0171642 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.240002 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0101376 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.037635 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0288697 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.029359 # DEPENDENCYPART_SIBL
