# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(6,3),(6,12),-0.026495 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0683755 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0353696 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0312749 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0204225 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0724911 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0211272 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0727653 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0150272 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0230301 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0911869 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0721703 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0142368 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0407061 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00623093 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0721703 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.037809 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.033567 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.00617641 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.107579 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0169794 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0360214 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0403964 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0300619 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.028644 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0393623 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.07465 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0300619 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0365015 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0332897 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0787656 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0138671 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0398205 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0511676 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0389472 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0179019 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0185242 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.02637 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0389472 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0727732 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0352002 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0263824 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0216135 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0193659 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00829516 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00399809 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0112577 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0151423 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00829516 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0256337 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00162309 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0138893 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0154207 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0354144 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00740059 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00187989 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00102519 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0354144 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.039595 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00857601 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.000227143 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0553244 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00352029 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0494565 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0188998 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0487081 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0106872 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0390036 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0201411 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.179449 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0426112 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0568475 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.010067 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0967703 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0592871 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.05686 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0388919 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0446563 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00187391 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0851587 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.224752 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0445251 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.125331 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0559505 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.17439 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0321646 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.120446 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.000266296 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0106872 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0390036 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0201411 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.179449 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.157131 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.172077 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.251811 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0444943 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.12523 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0267573 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0418087 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0058441 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0746638 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00115229 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0263848 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0449691 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0127089 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0790231 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0218624 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.058853 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0253104 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0310686 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0147155 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0879128 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0336732 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0218437 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0625004 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0422207 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00163543 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0629125 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.014775 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0793081 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0393443 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.047044 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0393152 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0206682 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0845786 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.113599 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0659458 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0728522 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00900921 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0860334 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0659458 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0556518 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0182323 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00415371 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0860237 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.000360625 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0865309 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0161563 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0223607 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0639905 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0226248 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00629304 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0189024 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0603235 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0362231 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.101228 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0283497 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00856537 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0362231 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0122635 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0280513 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0510163 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.00905019 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0247538 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0112786 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0686053 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0765571 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0242183 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0426792 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0859712 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0172652 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.100329 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0953489 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0178205 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.100737 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.100329 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.090413 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0287933 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00128155 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.099196 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0306544 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0979467 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0516231 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0737282 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0210415 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0442481 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00743938 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0446649 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0669232 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0681083 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0571969 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0446649 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0735925 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0776806 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.332686 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0630786 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0218424 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0636155 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.301754 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.043333 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0858465 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0170461 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.100109 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0951299 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0213812 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.100801 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.100109 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0901534 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.032354 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.000524376 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0992591 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0304353 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0980099 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0523803 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0875008 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0535528 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0333754 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00686619 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.337208 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0373767 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0333754 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0819481 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.312345 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0694137 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0371867 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0201199 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0376939 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0166697 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0502124 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0306224 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.095349 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0217822 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0143399 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0306224 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0250967 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0214838 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0726384 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0148247 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0447499 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0170531 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0852398 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0926629 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0285789 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.26652 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0219778 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0926629 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.108904 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.267341 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00690566 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0219778 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00241469 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0218791 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0754512 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0757122 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.299602 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0703908 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.410018 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.175976 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.300426 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0652162 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0703853 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0551521 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0704841 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.145601 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.234819 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0349269 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.152694 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.057083 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.232545 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0121875 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0341055 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0353682 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0345822 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0764909 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.102823 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0295224 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.310262 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.666572 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0532556 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.103384 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0108399 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.103285 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0399221 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0858976 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.19647 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.277125 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0183215 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0204982 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0148483 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0207618 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0368371 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.175976 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.300426 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0652162 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0703853 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0551521 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0704841 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.145601 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.240775 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0865785 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0764951 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0766328 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0765964 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.154114 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0464262 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0966394 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0175657 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0965407 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0331049 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0243843 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0288688 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0242492 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.10473 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0148503 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0239587 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0294938 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.122952 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0616127 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0300168 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0215941 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0238414 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0494964 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0403162 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00183295 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0494964 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.000589512 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0237837 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00247982 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.138884 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0120796 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00247982 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0213444 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0280453 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0282655 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00572693 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0280453 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00593168 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0493243 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0720549 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.182042 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0720579 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0503184 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0770633 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0472231 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0362092 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.334267 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0720579 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0232189 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0112857 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0271254 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0112695 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0229409 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0176674 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0580074 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0468743 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0409651 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0773095 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0863844 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0282376 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.209245 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0663744 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0481719 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.038828 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.024023 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00402774 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0242999 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0717754 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0795237 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.052806 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0318106 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.184459 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00791911 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0124418 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00606671 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0140418 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00624444 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0335408 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0749457 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.035832 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0110555 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.134652 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0156984 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0856852 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0562761 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.011813 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0142273 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.16752 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00930883 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0229756 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.000652656 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00812856 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0313051 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0455663 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0323517 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.070425 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0774553 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0513379 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0131279 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0260728 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00572776 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00671035 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00289119 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0371883 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.039224 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.231128 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.134835 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0155796 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0842278 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0562993 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0118171 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0104434 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.167137 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00930469 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0229392 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00313126 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00813266 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0322855 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0652594 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0204157 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0930803 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.188792 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.682746 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00550505 # DEPENDENCYPART_SIBL
