# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(12,7),(12,13),-0.0703649 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.017938 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0714562 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0485442 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0619128 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0389204 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0820373 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0323145 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0166501 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.135226 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0230893 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0391431 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0315425 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.410263 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0181473 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0372674 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0287723 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0377915 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0327167 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0188927 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0199605 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0244776 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0356336 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0617907 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0562522 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.027762 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.027762 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00811929 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.000669652 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0115481 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0519624 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.10449 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0441846 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0277567 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00811929 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.000669652 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0115481 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0519624 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.104521 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0441846 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.00811929 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.000669652 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0115481 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0519624 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.104521 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0441846 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0646107 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0406106 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0432953 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0178751 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0472274 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0330748 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0536439 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00337637 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0398391 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0404596 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0832061 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0675971 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0780592 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.021423 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0238347 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0112525 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0443098 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0443098 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0432772 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0327632 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0398394 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00648537 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0641436 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.01373 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0837417 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.00940438 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0132523 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0132523 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0439588 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0680667 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0828451 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0326538 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.029033 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00546688 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.114541 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00944228 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0465087 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0326141 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.00920457 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00413223 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0346167 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0114772 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.146629 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0538009 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.131773 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0326141 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00920457 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00413223 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0346167 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0114772 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.146629 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0538009 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.131773 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.00852027 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0114338 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.019993 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.299822 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0884388 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00748287 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0883395 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00414574 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.041186 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0370037 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.105742 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0268701 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.109823 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.10195 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0631607 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.102568 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0297515 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.106048 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.114889 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.177038 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.140728 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.176539 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0195356 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.09639 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0195356 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.07556 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.127883 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0048293 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.13809 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.106319 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.191091 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0193711 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.020826 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.117209 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.165135 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0199596 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0088192 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.1102 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0698266 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.032213 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0422428 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00591756 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0225004 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.00706623 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0150835 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00957727 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.000564021 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.000504076 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0617913 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.104727 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.000590974 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0177819 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0712172 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0078401 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0100197 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.110709 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.103244 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.192642 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.162651 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0127185 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.027153 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0303113 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0557308 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0953465 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0457196 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.00267862 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.142281 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.244637 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.111911 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0638721 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0439135 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.097307 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0782947 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0301766 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.0983423 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.0793024 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.142077 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.113564 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.184409 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0179214 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0648577 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00558732 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0241308 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0867238 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0409666 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.143765 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0480876 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0650935 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0581078 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0237711 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0330697 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0460578 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.0128564 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0617913 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0972915 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.000590974 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0177819 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0712172 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0078401 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0100197 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0774619 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.00524557 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0340655 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.000471538 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0132747 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0171596 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0289527 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0146853 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0771194 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0125804 # DEPENDENCYPART_SIBL
(16,18),(16,27),0.00758374 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0132061 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0284227 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.108032 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.0154971 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0176178 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0874677 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.00348951 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.157912 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.00831949 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0923081 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.722626 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0526267 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.171094 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.130415 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.526986 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0959803 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.00717684 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0151941 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00946006 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.000453417 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00416801 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.184224 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00326281 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00229742 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.092716 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0195225 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0691841 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.00792374 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0102455 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.110709 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.103237 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.192642 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.166426 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.257051 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.1654 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0106878 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0830627 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0555655 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0953465 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.0437813 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.00362576 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.142274 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.244637 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.115686 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.227825 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.11466 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.058032 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0226054 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0781294 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0301766 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.096404 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0783553 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.142075 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.117337 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.126831 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.116359 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00117683 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0420769 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.00158025 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0279725 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0771052 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0361777 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.147526 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.107199 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.146069 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0451663 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0451373 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0239364 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0330697 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0479961 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0119092 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.184224 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.000731231 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00229834 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.092716 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0195225 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0691841 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.00792374 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0102455 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00784651 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0101435 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.038351 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00576899 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0425508 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.05223 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0172605 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0213726 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.10715 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00508871 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0836179 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0195615 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.00468805 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0413515 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0498973 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0468874 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0503691 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0249746 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00664629 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.00656292 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.147139 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0253013 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0176013 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0875432 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.00779266 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.157983 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.012625 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0777187 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0636011 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0381268 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0041147 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.136032 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.054862 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.118122 # DEPENDENCYPART_SIBL
(20,1),(20,27),0.666619 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.237691 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0499201 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0165806 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0482016 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0816775 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0784213 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0874639 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0555527 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0661819 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.0192827 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0298628 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.136032 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0548622 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.118123 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.66662 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0950324 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.122173 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0553265 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.104478 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0681956 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0122779 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0779244 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00958644 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0097875 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00404018 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0790684 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.000579122 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0270224 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0579867 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.104782 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.267306 # DEPENDENCYPART_SIBL
(27,1),(27,2),-0.0395134 # DEPENDENCYPART_SIBL
(27,1),(27,3),-0.0918099 # DEPENDENCYPART_SIBL
(27,1),(27,5),-0.0110701 # DEPENDENCYPART_SIBL
(27,1),(27,6),-0.011061 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.0270831 # DEPENDENCYPART_SIBL
(27,1),(27,8),-0.011061 # DEPENDENCYPART_SIBL
(27,1),(27,10),-0.232479 # DEPENDENCYPART_SIBL
(27,1),(27,11),-0.0142662 # DEPENDENCYPART_SIBL
(27,1),(27,12),-0.0756085 # DEPENDENCYPART_SIBL
(27,1),(27,13),-0.0396816 # DEPENDENCYPART_SIBL
(27,1),(27,14),-0.0946308 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.0686416 # DEPENDENCYPART_SIBL
(27,1),(27,16),-0.012985 # DEPENDENCYPART_SIBL
(27,1),(27,17),0.0348634 # DEPENDENCYPART_SIBL
(27,1),(27,18),-0.0686422 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.0151663 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.0918099 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.172241 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0395134 # DEPENDENCYPART_SIBL
(27,1),(27,23),0.00479362 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.11759 # DEPENDENCYPART_SIBL
(27,1),(27,25),0.00280533 # DEPENDENCYPART_SIBL
(27,1),(27,26),-0.0915323 # DEPENDENCYPART_SIBL
(27,1),(27,28),-0.0386913 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.213189 # DEPENDENCYPART_SIBL
(27,2),(27,5),0.0315731 # DEPENDENCYPART_SIBL
(27,2),(27,6),0.0315823 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.000822478 # DEPENDENCYPART_SIBL
(27,2),(27,8),0.0315823 # DEPENDENCYPART_SIBL
(27,2),(27,10),-0.0131566 # DEPENDENCYPART_SIBL
(27,2),(27,11),0.0871322 # DEPENDENCYPART_SIBL
(27,2),(27,12),-0.00705931 # DEPENDENCYPART_SIBL
(27,2),(27,13),0.0546423 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.111832 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.0407511 # DEPENDENCYPART_SIBL
(27,2),(27,16),0.0296582 # DEPENDENCYPART_SIBL
(27,2),(27,17),0.158125 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.040991 # DEPENDENCYPART_SIBL
(27,2),(27,19),0.027606 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.213189 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.192763 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0994709 # DEPENDENCYPART_SIBL
(27,2),(27,23),0.119521 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.175795 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.29027 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.103563 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.169472 # DEPENDENCYPART_SIBL
(27,3),(27,5),0.0268126 # DEPENDENCYPART_SIBL
(27,3),(27,6),0.0268348 # DEPENDENCYPART_SIBL
(27,3),(27,7),0.0343651 # DEPENDENCYPART_SIBL
(27,3),(27,8),0.0268348 # DEPENDENCYPART_SIBL
(27,3),(27,10),0.116855 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.0211295 # DEPENDENCYPART_SIBL
(27,3),(27,12),-0.046197 # DEPENDENCYPART_SIBL
(27,3),(27,13),-0.0902071 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.00381642 # DEPENDENCYPART_SIBL
(27,3),(27,15),0.00903132 # DEPENDENCYPART_SIBL
(27,3),(27,16),0.0240296 # DEPENDENCYPART_SIBL
(27,3),(27,17),0.0387731 # DEPENDENCYPART_SIBL
(27,3),(27,18),0.00912634 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.0214857 # DEPENDENCYPART_SIBL
