# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(16,1),(16,23),-0.0196921 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0504236 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0470547 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.0470547 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.0311347 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0107072 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0110642 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.00150953 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00812399 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0110642 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.232482 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0689994 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0686446 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0103208 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00150953 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0125393 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0918244 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.016948 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0115009 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0288115 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0145784 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0160462 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0199271 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.00323618 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.00987324 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0145784 # DEPENDENCYPART_SIBL
(16,2),(16,26),-0.0145784 # DEPENDENCYPART_SIBL
(16,2),(16,27),-0.0386911 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.190498 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0133262 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.180949 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.190498 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.000875469 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.17608 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.176078 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.190404 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0133262 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.183142 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.148799 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0334126 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0390531 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.00706871 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0366853 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0354242 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.00301351 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0206767 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0376965 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0366853 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.0366853 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0344426 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.00726167 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.179555 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.189104 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.00253638 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.174759 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.174756 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.18901 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00726167 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.181748 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.147224 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0391733 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0443002 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.00286482 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0419324 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0406713 # DEPENDENCYPART_SIBL
(16,4),(16,22),1.77889e-05 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0156597 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0434572 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0419324 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0419324 # DEPENDENCYPART_SIBL
(16,4),(16,27),-0.0235203 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0385314 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0412928 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.109475 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0846883 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0845736 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0385641 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.056901 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0427244 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.290882 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.127795 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0168322 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0575104 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00207485 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.00241111 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.00148172 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0586563 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.129932 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.00207485 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.00208828 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.0840425 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.185692 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.00597043 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.171249 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.171246 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.185598 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.00307828 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.178336 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.143794 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0405948 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0440705 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00618969 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0417028 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0404416 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.00141842 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0171519 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0448787 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0417028 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0417028 # DEPENDENCYPART_SIBL
(16,6),(16,27),-0.0250634 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00253638 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.174686 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.174684 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.18901 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00726167 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.181748 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.147224 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0391733 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0443 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.00286482 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0419322 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0406711 # DEPENDENCYPART_SIBL
(16,7),(16,22),1.77889e-05 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0156597 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0434572 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0419322 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0419322 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0235203 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0689965 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0686416 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0103176 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00151811 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.012536 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.091809 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.016948 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0115009 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0288109 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0145784 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0160462 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0199261 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00788656 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.00987324 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0145784 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0145784 # DEPENDENCYPART_SIBL
(16,9),(16,27),-0.0386911 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.011912 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0556844 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.029075 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0567639 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0328412 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0834813 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0531256 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0690587 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0602242 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0527689 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.016055 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0843959 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0745039 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0602242 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.0602242 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.100238 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0548813 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0291533 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0559608 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0324364 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0839335 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0536341 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0705987 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0607327 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0532774 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0143771 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0842712 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0749561 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0607327 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0607327 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0993264 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0185913 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.183771 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.163614 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0303727 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0173991 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00240155 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0150313 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0137701 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.035561 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0101622 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0346566 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0150313 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0150313 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.0177562 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0427244 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.290882 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.127795 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0168322 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0575104 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00207485 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00241111 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00148172 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0586563 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.129932 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.00207485 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.00208828 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0840425 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.152847 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.025228 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0269633 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0194097 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0245956 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0233344 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0182716 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00276101 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.029512 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0245956 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0245956 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0169935 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0288746 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0318675 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.000399576 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00118308 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00107991 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00625435 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.000576651 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0359153 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.00118308 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.00118308 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0253276 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.111181 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0297655 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.107141 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.1072 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0674986 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0505724 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.349469 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.107141 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.107141 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.150527 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0376669 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.112901 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.113475 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.256259 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0247702 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0219942 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.112901 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.112901 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.147531 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0418728 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0417288 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.114354 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00329329 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0314792 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0418728 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0418728 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0605925 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.114203 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.247974 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0160704 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0193238 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.113629 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.113629 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.129663 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.236408 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0172647 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0193929 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.114445 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.114445 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.130407 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0366379 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.054971 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0176138 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.0176138 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0585589 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.101318 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0335469 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0335469 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0073191 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.110211 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.110211 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.151428 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.113629 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.129663 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.129663 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.102239 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.107989 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0237794 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.190178 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.00702813 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.038738 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0229131 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0449275 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.024219 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0396434 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0823738 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.0229131 # DEPENDENCYPART_SIBL
(18,10),(18,26),0.0228996 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0178695 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.110325 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0278173 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0357654 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00405712 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0184357 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.00532848 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0278173 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0278039 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0307692 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0165468 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0385613 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0325034 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0343622 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0781125 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0165468 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0165334 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0190305 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0190827 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.188402 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.00387756 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0228667 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0190305 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0190305 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0635762 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.312088 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0340721 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0390444 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0630483 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0630483 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.283152 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0374147 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0446373 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0589483 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0589483 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0166029 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.00590194 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0152271 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0152271 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0141683 # DEPENDENCYPART_SIBL
(18,23),(18,25),3.89857e-05 # DEPENDENCYPART_SIBL
(18,23),(18,26),3.89857e-05 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0253867 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0253867 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0630483 # DEPENDENCYPART_SIBL
(19,20),(19,21),-1.4035 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0268484 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0207329 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00359677 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0085448 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0859969 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.00128147 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.00129491 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.117177 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00420669 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0803268 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.141315 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.110534 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.110494 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.275832 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0149994 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0404005 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0559275 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0559275 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0126306 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0012179 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.00790309 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00790309 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.014319 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00232452 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.00232452 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0291654 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0291654 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0600275 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00503921 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00828533 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.033803 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0115389 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.00679947 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0189457 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.0189322 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.18156 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0268443 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.184482 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0070061 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00424066 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.00425409 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0365812 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0164459 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0142939 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00283289 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00281946 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0424593 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0803999 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.109595 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.109554 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00582286 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0179698 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0179564 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.00477778 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.00477778 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0528831 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.0854222 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.00425239 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0042525 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0495989 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.00155358 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.00425239 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.137577 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0854538 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.248721 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0165311 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0495989 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.00877476 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.137577 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0854538 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.248723 # DEPENDENCYPART_SIBL
