# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=15,3,1,5,10,7,5,9,7,3,10,13,11,3,0,15,18,19,15,19,16,23,21,23,0,
(14,13),(14,23),0.0566117 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0409838 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00428654 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.162867 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.162867 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0114077 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.107013 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.107013 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00840548 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.00840548 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.148769 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.058938 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.127304 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0494201 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0463818 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.127304 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0456433 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.129677 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0183482 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0492597 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0455426 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.133375 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.265869 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.011572 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.135495 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0449318 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0231254 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0451667 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.113382 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0451667 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0231254 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0451667 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.178005 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.131042 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.168065 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.151693 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.131042 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.151268 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.136165 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.106831 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.167892 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.151229 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.146645 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.173659 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.116272 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.110736 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.206335 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.078323 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.206155 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0520544 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.206155 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.078323 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.206155 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.225869 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0962694 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.24518 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.37355 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.245262 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.3834 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0714579 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0958276 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.245173 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.386916 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.143764 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.01264 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0775254 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00814447 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0195083 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0124009 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0751254 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0124009 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0195083 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0124009 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0241518 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.077508 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0698664 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0775293 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0764225 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0326677 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.274876 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.077508 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0796839 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0708659 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00753713 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0122159 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.000632345 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.011175 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.000452238 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0769469 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.000452238 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.011175 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.000452238 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0665396 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.106399 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.00508561 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.11115 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.030107 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.020234 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.00497071 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.116501 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00724443 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0192582 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0784532 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0131362 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.107975 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.013359 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0311978 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.013359 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.107975 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.013359 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0536412 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.249135 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.387989 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0757707 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.100565 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.249045 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.391495 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.147293 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0127145 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0775994 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00325049 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00814883 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00750691 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0665083 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.00750691 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00814883 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.00750691 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.0302858 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.111404 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0301147 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0202367 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00631069 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.116766 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00586353 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0193015 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.081021 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.00931357 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0965356 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00953635 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0259169 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00953635 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0965356 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.00953635 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0583065 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0765023 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.103019 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.249973 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.39016 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.142432 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00430104 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0694784 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00336909 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.000491665 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00762551 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0585222 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.00762551 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.000491665 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00762551 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0272912 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.100428 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.126863 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0947007 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0648377 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0140994 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00523207 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0307513 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00538625 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0305715 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0690483 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0305715 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00538625 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0305715 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0937921 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.077417 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0791896 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0748775 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0118885 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.012303 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.000545245 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0110656 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.000365138 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0768174 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.000365138 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0110656 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.000365138 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0664497 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.115721 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00728487 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0192575 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0788743 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0169327 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.100141 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0171554 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0272806 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0171554 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.100141 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0171554 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0533903 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.160551 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0574759 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0777905 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0200887 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0156877 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0243452 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0543934 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0243452 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0156877 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0243452 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0437473 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00153413 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0118619 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0202566 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0041626 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0230658 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.160323 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0230658 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0041626 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0230658 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.120724 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00505163 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0521 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0578062 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0560811 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.13924 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0560811 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0578062 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0560811 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.102311 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0942641 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0392942 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0923542 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0916667 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0923542 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0392942 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0923542 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.18404 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.275736 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.133868 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.153345 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.133868 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.275736 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.133868 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.178667 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0217808 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.151356 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0217808 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.238418 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0217808 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0172839 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.153321 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.133845 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.275712 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.133845 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.18019 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0121421 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.243312 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0121421 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.119008 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.275712 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.133845 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.18019 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0217808 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.0172839 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.18019 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0224763 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0992415 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0407949 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.094804 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0670444 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.094804 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.094804 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0627392 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0610273 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0627378 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.00793059 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0627378 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0627378 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.197742 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.107306 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0410016 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.107306 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.107306 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0229383 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0931302 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0229383 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0229383 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0409942 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.107301 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.107301 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.181474 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.181474 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.107301 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.174466 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.113183 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.314379 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.318446 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0526299 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0641097 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0290823 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0283632 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0099274 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00521988 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00601649 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0602575 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.110485 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.11122 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.11048 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00903031 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00703865 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0121859 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0121859 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0357929 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0258286 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0258286 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0106119 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0106119 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0541506 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.014922 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0449288 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.00978325 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0881452 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0354956 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.00978325 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0358002 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0191429 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0262494 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0882317 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0387935 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.023371 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.014922 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0720333 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0246436 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0389145 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0142937 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00516124 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.00398033 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.00516124 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0560494 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.00516124 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.15949 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.248106 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.00416512 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0299786 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.01892 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.00416525 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0232889 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0184589 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0531232 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0300329 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.016446 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00442657 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.020552 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.00827718 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0322213 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0171749 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.00370156 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0180496 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0415131 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0180496 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0147587 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0180496 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0364068 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.135076 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.18014 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.216874 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.135076 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.217647 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.14654 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.12021 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.180016 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.214715 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.156293 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.184749 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.177541 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.152508 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.214851 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.13883 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.108349 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.576177 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.108349 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.290464 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.108349 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0939821 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0478954 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.266605 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.01669 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.267884 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0347796 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0167559 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.048409 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.264902 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0333003 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.122425 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0310332 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0507199 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.264905 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0212529 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0462653 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.027707 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0462653 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0296598 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.0462653 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0818025 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.19366 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.136477 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.194878 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.1514 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0332161 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0446911 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.191964 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.150278 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.019514 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0413136 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.15023 # DEPENDENCYPART_SIBL
