# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(12,21),(12,24),-0.115799 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.128288 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.144168 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0316001 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.0245847 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0315946 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.0218323 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.133783 # DEPENDENCYPART_SIBL
(13,14),(13,15),-1.45893 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.262709 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.262709 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0932311 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0133112 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.120371 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0381375 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.085997 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0861764 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.162437 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0386142 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.10741 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.128361 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0409083 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.116222 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.109951 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0347812 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.111152 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.116221 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0195643 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0341705 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.024794 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0193452 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0317783 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0433665 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0735292 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.080257 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0647135 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00798251 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0739725 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0440566 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.034465 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0720467 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0381375 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.085997 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0861764 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.162437 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0386142 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.10741 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.128361 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0409083 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.033312 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0322647 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00592628 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0604931 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0112076 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.13304 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0432821 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.015936 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.137518 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0234057 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0209952 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.122449 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.015126 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.148163 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0193149 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0296993 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.133416 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0110352 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0291377 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0162031 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0992227 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0297506 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.011579 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.134379 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0429113 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0792589 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0104802 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0132104 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.116222 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.109951 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.199149 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.000923524 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.111152 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.116221 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0195729 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0341705 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.024794 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0193537 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0433665 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.109601 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0569907 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.080257 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0647135 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00797402 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0739725 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0440566 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0344735 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0479746 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0108858 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0860021 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0861816 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.162455 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0386194 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.107415 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.128379 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0240879 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0496844 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00933576 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0526524 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0186449 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00584541 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0969515 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0451066 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0367713 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0731647 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00757537 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0141743 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0207468 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.015936 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.137509 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0234057 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0209952 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.12244 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.148154 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0193149 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0296993 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.133407 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0291286 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0162123 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0991954 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.011579 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.13437 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0792497 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0134384 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0282597 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0133948 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0262059 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0386964 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0386964 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0618798 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.008587 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0123013 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.00368188 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.63674 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0385041 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.063602 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0041147 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0542673 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0498117 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0498117 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0996193 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0343363 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0581644 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0127197 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.666347 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0695607 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0499201 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.119478 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0729228 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0729227 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0708685 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0380418 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0284338 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.043953 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0784213 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00665487 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0542673 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0498117 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0498117 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.099837 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0344451 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0582732 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0126109 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.66662 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0696696 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0281885 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0281885 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0251135 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.290651 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00594244 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00954881 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0291691 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.392027 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0110567 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0719741 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0115676 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0581555 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.165458 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.014972 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0313051 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0719741 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0115677 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0581555 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.1651 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.014972 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0313052 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.116559 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0951936 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0124654 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0761348 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.110581 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.179047 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.134499 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0660088 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0875683 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00450556 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0616014 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0834558 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0199235 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0783032 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0143049 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.192806 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.192219 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.185635 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.124814 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.125992 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.130934 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0393275 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.171403 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.170053 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.159363 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.140102 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.138125 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.131576 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.144548 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.147032 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.151974 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.115322 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0199178 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0205645 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0264601 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.690496 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.691105 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.692897 # DEPENDENCYPART_SIBL
(19,21),(19,24),-1.31292 # DEPENDENCYPART_SIBL
(19,21),(19,25),-1.3184 # DEPENDENCYPART_SIBL
(19,24),(19,25),-1.33026 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0876279 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0314367 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0220944 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0321707 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0199677 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0578363 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0197058 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0159688 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.079684 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00450615 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0647526 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0826877 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.1339 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0128062 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.10373 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0169708 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.011492 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0423942 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0247274 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0611211 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0404823 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.106595 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.104487 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.154508 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.168974 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0931818 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0687431 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0668866 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0399516 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.139718 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0432417 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0447656 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0521465 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0193113 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0241345 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0182674 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0132274 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0481127 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.118718 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0172749 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0335851 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.00241893 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.30923 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.115786 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.00508352 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0173587 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0335851 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.00541516 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.30923 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.241387 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0789739 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.000825967 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0906748 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.00754669 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0253419 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.00680607 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0102781 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.104338 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.224584 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.00244964 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.00726167 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.189107 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0334568 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.189104 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.147224 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0867249 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.00778024 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.00253638 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.00726167 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.189104 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.189104 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.147224 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.33186 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.105336 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0568022 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0533531 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.191359 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.00286482 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0480523 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0630772 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0235203 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.180705 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.153199 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.115808 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.158075 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.115808 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0388399 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0419874 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.022608 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.180617 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.153199 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.115808 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.115808 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0388399 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.109727 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0390683 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.200752 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.00905417 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.113533 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0752368 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.146754 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.136877 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0251446 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.00151811 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.011061 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.00145152 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.011061 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.091809 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0634159 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0395134 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.232479 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.00151811 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.011061 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.011061 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.091809 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.172241 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.101867 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0427945 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.061185 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0133359 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0291806 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0195486 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0294258 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0390608 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0412928 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.00813054 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0412928 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.290882 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.127851 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.174071 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.109475 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.056901 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0412928 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0412928 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.290882 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.207726 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.00903078 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0544621 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.108317 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0430719 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0575104 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.00655989 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0193117 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0840425 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0334568 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.189104 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.147224 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0867249 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.00778024 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00253638 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00726167 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.189104 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.189104 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.147224 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.33186 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.105336 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0568022 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0533531 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.191359 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.00255198 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0477395 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.0627644 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0232087 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0266642 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.259215 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0927353 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.0607324 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00769762 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0438984 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0266642 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0266642 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.259215 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.223482 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0484526 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0207025 # DEPENDENCYPART_SIBL
