# _root_ Federální ministerstvo kontroly však svůj postoj nemění - ani v naléhavé otázce , kdo nahradí škody , pokud se stavba pankráckého hotelu neuskuteční .
#goldHeads=2,7,2,0,6,7,4,10,12,6,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
#predictedHeads=2,7,2,0,6,7,4,9,12,7,12,10,15,15,12,15,18,15,23,23,22,20,18,0,
(4,8),(4,12),-0.000622757 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.109823 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.27816 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.109823 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.278159 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0538136 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0542257 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.150329 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.25578 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.150329 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.25578 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0213215 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0732793 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.422737 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0732793 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.422739 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0595392 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.360652 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0595392 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.360799 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.278908 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.224442 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.278907 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.00614051 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.825245 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.278907 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.186018 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.186265 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.000987609 # DEPENDENCYPART_SIBL
(6,1),(6,5),3.07792e-05 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0546803 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0103565 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00562971 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00294004 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0132815 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.018516 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00315033 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00930165 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0696805 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0689808 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0236561 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0743888 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0600053 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0219 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0718821 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0333956 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0490095 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0696846 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0833123 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0708009 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0112547 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0874658 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0705569 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0112547 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.019506 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.176557 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0573413 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.189945 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0113082 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0385795 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00114516 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.044842 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0342923 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00759016 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00720802 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0348186 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.00759016 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0353938 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0725026 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.206799 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.000135511 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0393404 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00157866 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0393768 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0500284 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0330698 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0180618 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0505548 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0330698 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0346316 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0103117 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.000997568 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.106807 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00735568 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0265681 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0133439 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0327929 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0122234 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0136335 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0327929 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0426411 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00689647 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0334204 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0148678 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0297993 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0432304 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0378879 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0136822 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0437568 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0378879 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0405516 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.135153 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0600611 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0045354 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0198096 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0373848 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0264519 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0141019 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0373848 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0214979 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.061704 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0603086 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0327469 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0795413 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0423387 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0270433 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0795413 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0405881 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0310245 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.033802 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00427424 # DEPENDENCYPART_SIBL
(7,10),(7,15),9.09541e-05 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.042431 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00427424 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0342679 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.108383 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0493901 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0506324 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.102679 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0493901 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0113136 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00263281 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0161483 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.102785 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00263281 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0447146 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0995856 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.102333 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.124158 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0216151 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0415905 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.000190513 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0465754 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00338495 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0477555 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0216151 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00223454 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0170205 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0247252 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0170803 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0107515 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00554964 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0283751 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.599665 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0194664 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0156067 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0341962 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00979089 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0346841 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.10889 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0328661 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0103458 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0032157 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.235801 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0273087 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00444241 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0309683 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0819514 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0386674 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0172391 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00125777 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.224419 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0331107 # DEPENDENCYPART_SIBL
(8,4),(8,6),-8.09554e-07 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0163115 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0054303 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0135121 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0443409 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.007175 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00982048 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0810189 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0356486 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.012345 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00188458 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.22172 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0300919 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00576694 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0576 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.011781 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0294241 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0320959 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0240036 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0567686 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0378831 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.136553 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0113793 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0210101 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0536841 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0545159 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0537148 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0458137 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.00983769 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0122424 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0314375 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0691894 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0147793 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0423977 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0411825 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0484039 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.769392 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0334514 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0438283 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.113777 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0438283 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0293002 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.115124 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0197737 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0454709 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00372833 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0222977 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.24391 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.126687 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0189832 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.143172 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.246798 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0100925 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.147504 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0100925 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0464294 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.145195 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.034416 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0285374 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00940566 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.166521 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0798404 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.021563 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.148191 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.270095 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0213199 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.110007 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0213199 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0486983 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.107698 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0109332 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0821962 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.101396 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0265922 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.11349 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.238681 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.102573 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0334557 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0747953 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0334557 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0862739 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0731231 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0622448 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.149931 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0687724 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0103179 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.192034 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.136759 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0218827 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.073337 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0218827 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0488527 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0722951 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.162719 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0759486 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0129508 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.137698 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.240668 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00770028 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0947346 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00770028 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0417606 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0924258 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.115875 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0194248 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0655435 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0118626 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00421197 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.264086 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00421197 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0580178 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.260599 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.155123 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.197164 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.129974 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00883377 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.130616 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00883377 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0487741 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.12878 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0673079 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0314447 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0833985 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.420163 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0833985 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0481348 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.420165 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.122398 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0275645 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.349371 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0275645 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0106909 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.349373 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.012805 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.315685 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.012805 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0382616 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.315832 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.333541 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.365881 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.103211 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.33354 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0131965 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.211722 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.804516 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.103211 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.33354 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.190082 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0816955 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0137897 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.098974 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.43442 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.108574 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00172204 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00908457 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0427912 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0119871 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.722626 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0525097 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.722898 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.128575 # DEPENDENCYPART_SIBL
(10,12),(10,16),-1.3994 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.556718 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.069197 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0284836 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.177747 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.110724 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.048674 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0339098 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.110724 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0879104 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0375028 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0668829 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.034431 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0506474 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.123675 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0602258 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0273067 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0151211 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0185313 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0273067 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0191062 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0167728 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0296538 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0222152 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.01296 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.130882 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00344583 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.057046 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.157923 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00344583 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00112425 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.162039 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.120726 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.157826 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0586169 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.011668 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00938675 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00551273 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.011668 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0635731 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0038598 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0903445 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00901419 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.00725772 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0193585 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0135109 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0028959 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00137976 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0135549 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0164233 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0136067 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0193798 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00220694 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.023171 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0742343 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.000389202 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0138656 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.000318969 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.262158 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0453752 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0619812 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0747618 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.023982 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0743122 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.00389153 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00137976 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0135549 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0164233 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0136067 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0193798 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0131516 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0244234 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0124238 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0197886 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0236903 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.075893 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.00465419 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0301672 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.00513817 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.00127561 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00932094 # DEPENDENCYPART_SIBL
