# _root_ srovnání s citovaností našeho dobrého pracoviště , jako je Ústav Heyrovského , by nedopadlo nijak špatně ) .
#goldHeads=14,1,2,6,6,9,9,9,3,9,10,9,14,0,16,14,14,0,
#predictedHeads=14,1,2,6,6,3,8,6,8,9,10,8,14,0,16,14,12,0,
(7,4),(7,15),0.00110095 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00349612 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0237419 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0127815 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00699056 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0411425 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00544519 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00154654 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0321955 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0126518 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0278075 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.026985 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.119482 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.117994 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0188225 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.150765 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.159524 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00483322 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.012601 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0266279 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0207236 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0175071 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0698281 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0349032 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0349032 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0937993 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0661567 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0383774 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0391715 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.278023 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00761176 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00761176 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.112773 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.367038 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0417734 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.040996 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.403544 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0201551 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.032966 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0205381 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0593602 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0610284 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.274496 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0352269 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0198869 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0600113 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0616796 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.276113 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0429737 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0359544 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0352412 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0735416 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0193341 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.018552 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.34997 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0447642 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.15236 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.162917 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.155583 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0181895 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.242509 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0214552 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.180076 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.178768 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0332914 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0217548 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.1069 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.103755 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00882486 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0946108 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0156381 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.281984 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.162212 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.164521 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.164519 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0368415 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.132442 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0571045 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0590454 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0192151 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0921995 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.237718 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0247818 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.184181 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.182873 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0426361 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0250814 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.110208 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.107064 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0254511 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.104624 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.543173 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0430517 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0439475 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.192817 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.470809 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.149082 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.154949 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0921433 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.120195 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0312054 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0312054 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0846133 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.821343 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.104088 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.105388 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.158148 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0047543 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0830826 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00380619 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.354144 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0382174 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0386618 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0663417 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.18835 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00316228 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.354144 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0382174 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0386618 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0666636 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.188028 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.342252 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0538115 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0551733 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.192976 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.168565 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0707709 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0720657 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.122337 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0193247 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0173354 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0178522 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.117508 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00817195 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0974728 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.192225 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.15514 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.378542 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.249076 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.375564 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.148081 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0891709 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0285513 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0296265 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00190028 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.000581852 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0334908 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00527951 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0436176 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0322081 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.208666 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.135113 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.208907 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.321464 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00167107 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0205192 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0207411 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0362818 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0561178 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00565733 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0281259 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0586784 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.158325 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.249062 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.375187 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.147301 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0891702 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00839654 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00732127 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00405009 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00115153 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0307546 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00254332 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0455323 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0302928 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.105846 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00726816 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0674516 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0167959 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0170193 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0289922 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0257461 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0331982 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0144053 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.1407 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0541802 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.146096 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0928514 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0112765 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0102013 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00233881 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.000303919 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0321987 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00398733 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.039174 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0333411 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.131181 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0210538 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0230658 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0963895 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0301238 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0284032 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00580263 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0780632 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.120724 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0383023 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0375315 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0555301 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0597584 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0886025 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0660658 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0253857 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0947838 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.136825 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.010973 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00979409 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0796137 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0402698 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0328228 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.183491 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00734954 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0068145 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0766341 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0372902 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0361243 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.18019 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0901423 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0914864 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0538373 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.123787 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.185088 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0272197 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0104926 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.077569 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.060453 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0117124 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0130776 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.15422 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0344509 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.122492 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.303242 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0209794 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0478467 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0745906 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0247511 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0165263 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0341719 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0328028 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00299375 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0817575 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.185492 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00738911 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0335114 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0303127 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0284393 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0358747 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0385402 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00721749 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0102628 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00735753 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00655208 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.269668 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0183301 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0141743 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0616002 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0615117 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0688406 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.195178 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.033034 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0330124 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.142118 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.013217 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0132386 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.188707 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0191493 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.220633 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.231426 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0587901 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0327379 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.173962 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0550616 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0692757 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.149409 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.12304 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0749431 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0733032 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0972381 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0209794 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.437933 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.127883 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0745906 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0247511 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0165263 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0341719 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0328028 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00299375 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.270484 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.113563 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.185492 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00738911 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0335114 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0303127 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0284393 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0358747 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.293449 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0373249 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0446413 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00453323 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0540799 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0567901 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0442783 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0240859 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0331587 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00862852 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0204439 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0155484 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.217539 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0183301 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0141743 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0616002 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0615117 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0688406 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.195178 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.033034 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0330124 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.142118 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.013217 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0132386 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.188707 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0191493 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.220633 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.231426 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0682215 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.010254 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0134209 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.493789 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.135553 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0102534 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0102468 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0131947 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0262837 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0203793 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.024117 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0334105 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0730341 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0730823 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.150606 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0256243 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0726109 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0730341 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0404489 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00493658 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00758463 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0359531 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.109269 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0142236 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.4948 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.135782 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0110561 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0110495 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.014972 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0242735 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0183692 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0259659 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0315608 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.48847 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.133383 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00694874 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00694212 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.012601 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0266279 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0207236 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0175071 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0367036 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0934984 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0722554 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0729228 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0784213 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.018643 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0273785 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0136303 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.018469 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0823392 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0822152 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.765556 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0820616 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0809947 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00760506 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0201644 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0101779 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0177457 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0254963 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.019592 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0259597 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0315671 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.014972 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0242735 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0183692 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0259659 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0315608 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0193341 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.018552 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.34997 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.132306 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0447642 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.15236 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0476745 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.162917 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0267601 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.174039 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0124127 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.189507 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.186529 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.148012 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0508312 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0379615 # DEPENDENCYPART_SIBL
