# _root_ Obecně ve světě platí , že takovéto osoby požívají zvláštní důstojnosti a nedotknutelnosti , uvedl Dobal .
#goldHeads=4,4,2,15,6,4,8,9,6,12,12,9,12,4,0,15,0,
#predictedHeads=4,4,2,0,6,4,8,9,6,11,12,9,12,6,0,15,0,
(8,5),(8,7),0.0619134 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0129477 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0238964 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00720645 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0161198 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00830771 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0934337 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.137119 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0940797 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.181008 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0143815 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.179907 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0029455 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0677421 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0533044 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0243509 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0507981 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0147807 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00229313 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.250277 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00229313 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0287379 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.11562 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0287378 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.304774 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0600432 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0107365 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0250626 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0122588 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0420747 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.135293 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0235908 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0505343 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.011005 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0172986 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00642445 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0214828 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00787294 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0208325 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0240932 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0089864 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.177866 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.000606718 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00939656 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.236521 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0536645 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.100384 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00261546 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0434408 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00375057 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0344853 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00503059 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0132709 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.066926 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00621852 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0763347 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00614845 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.150585 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0542012 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.1412 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.19282 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.020319 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0415022 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0285335 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0458477 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00126155 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0147947 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0540182 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0202246 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0958718 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0906603 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.086836 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0166291 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00989573 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0320016 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00307011 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0334501 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0150805 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0593232 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0242099 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0398322 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0143325 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0268472 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0242138 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00684173 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00266808 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0180293 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00411657 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.180461 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0236786 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.01173 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0266306 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.139936 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.11993 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.124938 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.196165 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0899118 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.197614 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.1222 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.168078 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.201195 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.202601 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.018558 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.104535 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0472467 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00103784 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0479927 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0784078 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0405739 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0491061 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.158695 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0311274 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0525369 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0165924 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0568824 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0177138 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0193596 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0650528 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0347421 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.1081 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0686909 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.109548 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.057129 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0497615 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.107031 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.158797 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.251722 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.117381 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0212587 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0293087 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.114864 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.138237 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.017617 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.000115524 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0514243 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0150998 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0556325 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0215697 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0292644 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.11482 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.138548 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.108851 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.104974 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.115487 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0365303 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0380401 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.138654 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.138922 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.230731 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00203943 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.028811 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00133694 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0302677 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00905019 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00133694 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.180985 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00720365 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00894826 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00865215 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0284068 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00841719 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0122229 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0196555 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0281415 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0196555 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0713017 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.100815 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0144787 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.249816 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.109815 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.102606 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0118844 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.109815 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0475775 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.035768 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.105693 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0475775 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.10225 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0118844 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.109815 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0215113 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0104453 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00433685 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.112964 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.144404 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0480259 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0045123 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0487202 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00330336 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0140289 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00550594 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00968048 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0133618 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0102893 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.012183 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00403624 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0606495 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00124528 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.00719634 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0146452 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0137325 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0564854 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0324583 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0107541 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0130146 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0374445 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.00499339 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00917585 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0132234 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0489578 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0743891 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0132234 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.200317 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0193156 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0668924 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0517161 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0415802 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0539751 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0174001 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0922191 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0523635 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0130091 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0683374 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0592391 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0331002 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0683747 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.126194 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.00810829 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.118857 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0556063 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0717067 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0247576 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0452742 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.274328 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0197511 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0347498 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0372747 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0612454 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0311791 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0922243 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0257586 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.156386 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.138408 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.147408 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0671092 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.217209 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.138818 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.190672 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00168953 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.357145 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.185495 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0289284 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.248106 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0248114 # DEPENDENCYPART_SIBL
(12,5),(12,8),-8.73096e-05 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0302585 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0405125 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00416525 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0180496 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0343656 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0378119 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0214838 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0364068 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.173368 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.140234 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.179861 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.211459 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.135076 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.108349 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0209064 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.145035 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.109583 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0939821 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00372593 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0949767 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0149367 # DEPENDENCYPART_SIBL
(12,7),(12,11),8.34803e-05 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0208926 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0220154 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00831419 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0208926 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.129256 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0625778 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.257547 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00823124 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0349729 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0350521 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0433123 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0314022 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.087694 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.203584 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.138569 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.158623 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.000479206 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.41101 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.153446 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0356327 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0234696 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.000637549 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0357799 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.248727 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.000879851 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.127649 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0487678 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0305835 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.054371 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0451971 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0856163 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0525509 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.490326 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0344926 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.244352 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.294186 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0354101 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0987846 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0191932 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0222882 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.244737 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.180412 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00527502 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0102893 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0121829 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0240848 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00145232 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.014672 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0267189 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00777326 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00124387 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.060597 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0410239 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0582201 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0512053 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.000252153 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0827679 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0482415 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.015918 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0482414 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.530138 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0324985 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00832622 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.237691 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0521173 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0708067 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.04992 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00308504 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0729228 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.156291 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0729228 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0110625 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0411213 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.018469 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0696884 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0680537 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.087464 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.106082 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.064872 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.026354 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.064872 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0767204 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00880699 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0528464 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0126835 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.197071 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0508289 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0139506 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0621973 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0139508 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0648968 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.138196 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0417581 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.141014 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.037699 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0124033 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0230886 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0124022 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0319279 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.147042 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0396039 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0814114 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0498118 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0131374 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0498117 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.567612 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00803479 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00493087 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.012794 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00422103 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.012794 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0683694 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0108992 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00760084 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0234704 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0110556 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.029784 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.162059 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0315608 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00779421 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00791771 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0564067 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00896536 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0303075 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.161004 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0325997 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0238306 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.178265 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.122662 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0231252 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0173433 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.141722 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.011561 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0528146 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0140929 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0205332 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00044942 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0161692 # DEPENDENCYPART_SIBL
