# _root_ Je také patrné , že vyvratitelné jsou jen teorie , ne ( spolehlivé ) experimenty .
#goldHeads=0,1,1,5,1,7,5,9,10,7,15,13,15,13,10,0,
#predictedHeads=0,1,1,5,1,7,5,9,7,7,15,13,15,13,10,0,
(7,1),(7,3),-0.0545363 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0423194 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.056979 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0545357 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0638142 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0725543 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00129354 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00516431 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0470637 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0732612 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0187563 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0656293 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00881448 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00241411 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.10306 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0326559 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00241411 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0902961 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00543073 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.00918856 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0714242 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00616114 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0240716 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0155459 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0134562 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.203003 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.05126 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0101877 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0035531 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.120948 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00975912 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.038103 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.1042 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00951472 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.14671 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0647459 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00659237 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0779713 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.139859 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0820179 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.136448 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0738812 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.159155 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.109145 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.139001 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0281824 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0412077 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0461744 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0288553 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.179227 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.182722 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.164534 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.139256 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.167826 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.152692 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0924324 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.139527 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.168094 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.210484 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.120932 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00977111 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0380806 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.104184 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00949568 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.146943 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0647649 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00660436 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0779522 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0032613 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0719232 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0481926 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0525482 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0604903 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0440026 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00439681 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0496177 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0719406 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0977389 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.110824 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0323276 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0106942 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.133144 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.179455 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0757374 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.119019 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0565809 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0984072 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0804569 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.110922 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0221646 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0383086 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0210856 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.024907 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0149793 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0283654 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.275913 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.206067 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.154326 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0184562 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0339848 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.152555 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0331891 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.176334 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.166526 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.027149 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0844495 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0267761 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0297944 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0392448 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0356015 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00949659 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00421699 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0182147 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0723948 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00850323 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0204946 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0255438 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0332066 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0271833 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.136415 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.120067 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.113651 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.288891 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.15264 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.163657 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.106048 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0177031 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.154132 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.106048 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.115584 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0553574 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00654124 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0145256 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00559563 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0334411 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00628646 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0287056 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00967231 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0194818 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0144738 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.013162 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0734298 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0103883 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0858528 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0483312 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00498806 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0922803 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0503655 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0237446 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0588043 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0725808 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0884751 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.020782 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.157314 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00768293 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.295306 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.113327 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0424433 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.127015 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.106792 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0879859 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.114446 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.179239 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0144738 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0131554 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0734298 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.010385 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.08607 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0483345 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0050158 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00249737 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0626085 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0561811 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0109172 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0206765 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0612581 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0160097 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0688329 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0174881 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0664243 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00775431 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0135072 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0260794 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.100474 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00700296 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.123974 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.984717 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.343066 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0849883 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0346444 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.072499 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0818924 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0730631 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0181122 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0760132 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0730625 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0492907 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.126209 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0916716 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.212107 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0211386 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0496247 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00760506 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0211712 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0201644 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0635973 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.148826 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0492247 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0635973 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0434095 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0413897 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0388135 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.189404 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0431403 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0635787 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0256153 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.049977 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.117853 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.520737 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0437026 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.100325 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0266218 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0502032 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0277802 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0968012 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0203488 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.563197 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.120262 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00686577 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0045888 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.237691 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0310342 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0216983 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.10224 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.042179 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0420738 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0649515 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0291796 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0136303 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0414547 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.018469 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.109622 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.10479 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.125259 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0743266 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0752762 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00986862 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00316866 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0242774 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0121402 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0528464 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0266218 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0502032 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0277799 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0967915 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0203424 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.563417 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.120255 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00693095 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0045824 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.131615 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0925282 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.154796 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0437381 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0275755 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0133153 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00664419 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00673753 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.034674 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.192249 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0611798 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0117687 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0482692 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0863518 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.123872 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0628362 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00948322 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00640863 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00922621 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.141822 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0476715 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0977383 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0461973 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.175162 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0758933 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.105318 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0422596 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.469604 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.243139 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0135036 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0583493 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0426896 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.106077 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0372143 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.174039 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.123573 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0967996 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.118822 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0987665 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.147478 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.16278 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0751069 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0395689 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0296431 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0758095 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0266962 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0327661 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0233321 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0351774 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0805902 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00298266 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0598616 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0419641 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0298905 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.147478 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.16278 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0751069 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0395689 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0165757 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.272283 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.166351 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0488532 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.110171 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.177888 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0857313 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.08646 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0857307 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.104034 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0995429 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0849635 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0833905 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.102809 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0608706 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.141396 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0470725 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0384869 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00769011 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0183327 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0192156 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.043639 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.018397 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.255405 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0368056 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.490734 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.501369 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0932847 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.121977 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.100574 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0915438 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0757114 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0301528 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.114036 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0468617 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0209564 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.202971 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00997448 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0186972 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0192155 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.043639 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0183974 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.255774 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0368056 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.490911 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.501326 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0931551 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.121933 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.097162 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0819533 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0666827 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0982677 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0772561 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.148675 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.056747 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0252272 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0122497 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0293989 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0281652 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0352253 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.145898 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.029322 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.111282 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0872969 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.127586 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0152734 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.411534 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.148003 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0411487 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0743961 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0690059 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00560528 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0636235 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.12077 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0337354 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.199761 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0106026 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0609759 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.243048 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0357826 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0515844 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0955308 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.131994 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0633561 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.148074 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0902804 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0455323 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0159934 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0651547 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0128599 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.070395 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0601618 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0493577 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.000902453 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0272437 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00993964 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0629984 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0728426 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0353524 # DEPENDENCYPART_SIBL
