# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(5,15),(5,16),-0.128997 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.111636 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.00263162 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00802094 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.161301 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.134601 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0103106 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.122084 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0442388 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0399499 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0246827 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0118763 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.121715 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0246827 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.12304 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0118763 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.12201 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.260793 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0566406 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0193785 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00279968 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0323722 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0214297 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0245705 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0117837 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00319216 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0245705 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.000211912 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0117837 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00288797 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0822529 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.241998 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.118272 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0714381 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0686166 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00590694 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0455554 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.118424 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00590694 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.119229 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0455554 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.118219 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0521342 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.174171 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0434151 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0391259 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0108816 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0329793 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.173802 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0108816 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.175127 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0329793 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.174098 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00747396 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.037924 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0269815 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0265234 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0110096 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00786643 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0265234 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00488619 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0110096 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00756224 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.028032 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0287052 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0154871 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.115547 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.10893 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0154871 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.109043 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.115547 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.109233 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0581873 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0333021 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.300917 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0387325 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0333021 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0384987 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.300917 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0380933 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0333758 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.300998 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0386509 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0333758 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0384172 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.300998 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0380117 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0766533 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0190371 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0054108 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0179556 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0766533 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0182211 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00120454 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0177688 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0013177 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.252849 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00150779 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0154866 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.109043 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.115545 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.109233 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0179556 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0766533 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0182211 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.115559 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.109245 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.00150779 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0359173 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.045158 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0468758 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0392699 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0392394 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0324101 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0407743 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0443465 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0106049 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0105743 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.025321 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.117178 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0210247 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00583025 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0207177 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0174328 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00223842 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0207008 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.110426 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0645129 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.06451 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0822981 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.247516 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0824191 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0681704 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00590654 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0456401 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.12807 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.118426 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00590654 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.119231 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0456401 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.118221 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0437172 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0281803 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0386795 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0108807 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0330637 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.078696 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.173804 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0108807 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.175129 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0330637 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.1741 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00168034 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0243829 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0240889 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.012171 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0254922 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00361308 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0240889 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00063283 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.012171 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00330888 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00184999 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0105966 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0160755 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0889992 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0946877 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0105966 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0952537 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0160755 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0937871 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0312835 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.298906 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0444355 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0407453 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0312835 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0405115 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.298906 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0401061 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0766533 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0645934 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0190393 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0054108 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0179577 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0766533 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0182233 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0343875 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00118673 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0177553 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0012999 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.252835 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00148999 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.070466 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0406961 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0700518 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0855627 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0702387 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0154866 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.109041 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.115545 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.109231 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0179577 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0766533 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0182233 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.115559 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.109243 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00148999 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0105569 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00185968 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00598885 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0260373 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0114952 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0255506 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00835207 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00537182 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0114952 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00804787 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00166968 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0119635 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0240886 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.012256 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.025492 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00361528 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00063503 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.012256 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00331108 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.184302 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00723643 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0125458 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.085639 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0980508 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0986168 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0125458 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0971503 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0240852 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0122692 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0254881 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00331887 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.000338624 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0122692 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00301468 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0766533 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0645934 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0190393 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0179577 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0766533 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0182233 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0343875 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00118673 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0012999 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.252835 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00148999 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.070466 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0700518 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0855627 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0702387 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.109041 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.115545 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.109231 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.115559 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.109243 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00148999 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.049847 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0734945 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0501504 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0498117 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0279866 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0096551 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0133657 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0128343 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0128243 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0105842 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00191064 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.14849 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.018132 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00539203 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00150664 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0220201 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0162448 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00164465 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0287 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0759094 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0182034 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0142888 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0226434 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0154706 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0182633 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.06359 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0476062 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0622729 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0124795 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00863952 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.268077 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0380981 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0160931 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.124969 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.021271 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0344925 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.03215 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0412343 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0271696 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0345608 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0871829 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0965438 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.140839 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.134716 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.199533 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.153792 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.138531 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00605505 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.106058 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0638501 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0119204 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0677609 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0285578 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0634093 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0232331 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0562354 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0474906 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0726493 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0652402 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0506428 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0302363 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.112944 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0757341 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0351698 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.080174 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0912668 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.075794 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.108233 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0132246 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.269487 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0426832 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0206781 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.119895 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0211312 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0319884 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0363117 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0387302 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0301273 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0320566 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0909772 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.259254 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0220079 # DEPENDENCYPART_SIBL
(11,6),(11,9),-2.8191e-06 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.144477 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0130869 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.028811 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0263522 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0355528 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.021388 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0288792 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.081385 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0159271 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0305293 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.325133 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.112354 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.649154 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0305586 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.648497 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0434235 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.648773 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.122566 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0246475 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0916074 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0230846 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0394098 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0363502 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0461516 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0313691 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.039478 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0913827 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.124969 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0172925 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0329005 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0305579 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0396422 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0255775 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0329687 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0855908 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.193464 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0141174 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0343656 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0417258 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0147587 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0155428 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0364068 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0792979 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0823108 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.079599 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0983439 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0792214 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.136401 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0173418 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.294797 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0464601 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.294797 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.163388 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.047296 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0637265 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0477967 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0987846 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0464645 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.2948 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.16374 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0529413 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0206504 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.163497 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0161809 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0654244 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0161792 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0855315 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0876109 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0282301 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.109259 # DEPENDENCYPART_SIBL
