# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(7,1),(7,2),-0.00909635 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0284791 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0275049 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0292062 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.116148 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0245711 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.021942 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0526703 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.124808 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0250573 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0393778 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0161847 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.064834 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.213542 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.213542 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.213542 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0420995 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.114229 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.114229 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.000989617 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0327197 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.151628 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0325991 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0364369 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.132961 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.119743 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0527442 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0028961 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.002054 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.002054 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.002054 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0328522 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0328522 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.141622 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0522876 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00903931 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.121404 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0428479 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0281733 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0346031 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0657654 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.003996 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.210147 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.210147 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.210147 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0209729 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.340627 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00934927 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.170996 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0271769 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0320133 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.180657 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.190839 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.774843 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0216749 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0932793 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0932793 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0932793 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.340611 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00933716 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.165839 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0271906 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.032024 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.1755 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.185681 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.774832 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0217822 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0932915 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0932915 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0932915 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.024813 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0280027 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.011006 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0181371 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0219517 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0283615 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.122464 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0596198 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.072809 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.072809 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.072809 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.226441 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0270704 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.122032 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.237223 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.226998 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00396063 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0234886 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.151325 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.151325 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.151325 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0182233 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0817084 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.912233 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.894206 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.133094 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.029981 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0285724 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0285724 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0285724 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0433328 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.397873 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.386814 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0310533 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.028687 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0475988 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0475988 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0475988 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.334321 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.311095 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0200455 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0337323 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0430656 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0430656 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0430656 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.895439 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.131638 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0291506 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0201598 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0201598 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0201598 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.14017 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.038214 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0504729 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0504729 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0504729 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.115291 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0920119 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0920119 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0920119 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.128406 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.128406 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.128406 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.216797 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.216797 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.216797 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.144203 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.215861 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0502174 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0208094 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0494456 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.112501 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00371368 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0110752 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0711115 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0711115 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0711115 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0647157 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0179824 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.187175 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0762265 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0485325 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.195648 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.207018 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.107067 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.107067 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.107067 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.250151 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0482369 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0475986 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0645457 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0439575 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00812731 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0825054 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0825054 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0825054 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0723374 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0531166 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0517613 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0537319 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0544559 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.131587 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.131587 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.131587 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0354814 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0838747 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.872332 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.858784 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0764616 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0764616 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0764616 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0642786 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.439065 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.432485 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.331906 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.331906 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.331906 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.270861 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.256429 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.110804 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.110804 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.110804 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.860005 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0680243 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0680243 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0680243 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0983621 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0983621 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0983621 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00202894 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00202894 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.00202894 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0672907 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0857244 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0232748 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0249761 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.159277 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00054252 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0266101 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0106946 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0151044 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.043266 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0062189 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0504689 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00823961 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.192732 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00419976 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0129828 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0129828 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0314722 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0662379 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0977463 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.193966 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0620164 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0884445 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0617494 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0542421 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.166016 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.113167 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0736849 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0736849 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.244729 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0245241 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0520036 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0825708 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0486514 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0247033 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00923281 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0762383 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0109818 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.110037 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0118336 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0324364 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0112771 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0307235 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0379139 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0549256 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0633175 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0915405 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0836245 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.056814 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0993271 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0324364 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0112771 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0307235 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0379162 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0549248 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0581488 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0863718 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0836242 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0568985 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0993279 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0319033 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.201964 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.181764 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0277256 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00683094 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0342116 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0274263 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00344605 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0253276 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.113214 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0344518 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0420144 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0217752 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0133585 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0551972 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0104952 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.092892 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0155633 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0186572 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0894049 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0778632 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0117105 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.030491 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.066873 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0303038 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.107463 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0941329 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0762757 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.107461 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.111555 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0496011 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0683092 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.057258 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0717756 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0369238 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.216932 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.100278 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0288499 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0035766 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.101548 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0257541 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0180345 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.108507 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.15051 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.129663 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0813451 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00797997 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0513084 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0496071 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.180116 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00714268 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00607273 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.099412 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0190844 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.219208 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0718112 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0349828 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0677734 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0196482 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.093718 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0653186 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0918412 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0918412 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0262332 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0219265 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0443024 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.00228367 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00657824 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0867798 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.700115 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.66919 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0356999 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0187811 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0346833 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0521424 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0521424 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.255585 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0573265 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0539553 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.234011 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.000673095 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0330827 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.153865 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.139653 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.139046 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.14391 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0278029 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.100325 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.521106 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.012544 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0186069 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.073495 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00544891 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.026874 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00454088 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0157646 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.568664 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00141908 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00461014 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.521106 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.012544 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0186069 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0734927 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00544891 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.026874 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00970887 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0105966 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.568663 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00150499 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00460864 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0502965 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.154488 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0499201 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0109553 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.000982428 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0852802 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0503725 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0299769 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0437187 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.018469 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0634845 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.025557 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0196019 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0139853 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.115596 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.111611 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0039953 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0429906 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0559906 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.000369288 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0131324 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0374446 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0933836 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0843254 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0230926 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0317443 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0452104 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.032981 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.115391 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.686418 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.656568 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.000368456 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00909189 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00692759 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0215798 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0686399 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0649198 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0634158 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0160879 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0171351 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0611913 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0552828 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00656656 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0725477 # DEPENDENCYPART_SIBL
