# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(7,3),(7,6),-0.0124365 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00152639 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0463592 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.015994 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0257482 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0155867 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0130725 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0116362 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0130725 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0248749 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0372717 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.188835 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.00807159 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.188835 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0540861 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0135003 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0586159 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0836082 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0585862 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.026652 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0582312 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0379419 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0628308 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0379419 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0542531 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0832136 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0993675 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0275935 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0993675 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0355672 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0872807 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0186813 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0402439 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0119864 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0398899 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00364559 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0384003 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00364559 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.035822 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00197268 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0123456 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00725059 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0123456 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0394548 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.311281 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0586246 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.01655 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0582715 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0347428 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0679431 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0347428 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0531629 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.300176 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.169472 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0570606 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.169472 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0662405 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0261487 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0581589 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0244642 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0111055 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0288818 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0111055 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0353571 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0648087 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0478965 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0380256 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0478965 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.107114 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0451073 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.105441 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0493906 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.108644 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0493906 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.118524 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.343376 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.15051 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.012284 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.15051 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0378208 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.111958 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0126876 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.117859 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0126876 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.127859 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00492327 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.129666 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0454768 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.129666 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.200996 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0934843 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.18496 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0934843 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.178535 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0118933 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.141037 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.305212 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.141037 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00936994 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.117903 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00936994 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.127903 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00492117 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.116966 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0508165 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.116966 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.109313 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.124158 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.115418 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0789618 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.111555 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0830304 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.111555 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00810311 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.130814 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0064092 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.134782 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0437723 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.134782 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.115418 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0789618 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.111555 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0830304 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.111555 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00907885 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.133077 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0414976 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.133077 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.145487 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.00593066 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.145487 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.042682 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0812926 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.190918 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0367975 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0214076 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00675788 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0214071 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0456494 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0141064 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0456494 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.755362 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.170066 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.755364 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.10932 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.756817 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.10932 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.385298 # DEPENDENCYPART_SIBL
(8,10),(8,12),-1.45893 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.26271 # DEPENDENCYPART_SIBL
(8,10),(8,14),-1.46246 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.26271 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.434593 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.186553 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.448879 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.186553 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.259395 # DEPENDENCYPART_SIBL
(8,12),(8,14),-1.46251 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.259395 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.592818 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.136217 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.256408 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.320335 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0182505 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00827314 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00375901 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0166364 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.22439 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0177278 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.000525052 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00966932 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00830051 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0124301 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.000619756 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0124301 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0123855 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0766743 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0494107 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.185145 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.341716 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.105754 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0658221 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.227234 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.337992 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0246989 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0122274 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0413265 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00272898 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0413265 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00283115 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0134471 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0495707 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.00456129 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.125928 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.277839 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.117787 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0150449 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0377483 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.020093 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.012481 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00118065 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.012481 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0075471 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0456778 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0207461 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0166296 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.224386 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0177312 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.000521645 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00362899 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00611403 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00638974 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0137948 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00638974 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0268001 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.082772 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0554511 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.33075 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0433614 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.119639 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0300964 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0738523 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0569907 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0716491 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0569907 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0615801 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.143981 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00705337 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.082292 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0776776 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00918155 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0664891 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0059078 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0619591 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0059078 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0570194 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.123587 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0187753 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0329491 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0248288 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0380155 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0108807 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0372469 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0108807 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0433134 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.181209 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0394293 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00923954 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00397524 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.012001 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00370552 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.012001 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0167108 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0770189 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0498405 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.355317 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0385197 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.340186 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0385197 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.33915 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.114577 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.987128 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0338316 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0654204 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0338316 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0696381 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0346006 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.276399 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0111229 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0054108 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0115232 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00642981 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0688406 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0155012 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0679465 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0391659 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.280093 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0115232 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00642981 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0688406 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0297191 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.265092 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0937684 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0268839 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0216167 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0180475 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0254299 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00988483 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00760407 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0183318 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0268239 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0967473 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.110073 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.105646 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.110073 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0998396 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.121989 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.501381 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0590171 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0863669 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00433548 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0168521 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.037654 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0863627 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00127293 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.062418 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00538255 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0783023 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00538255 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0618415 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0130902 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.207812 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00303883 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0120459 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0200525 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0234144 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.00642287 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00969912 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00534921 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0544519 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0124514 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0544519 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0090148 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0929337 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.236513 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0254301 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00988483 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.00760407 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0183318 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0268236 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.10089 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.110044 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.109789 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.110044 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.103983 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.121948 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.501352 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00255779 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0915924 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.123286 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.111795 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.169859 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0589046 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.193129 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0589046 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.171092 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0613444 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.431922 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0722866 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0776255 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0559088 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0267242 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0150872 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0208045 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0150872 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0285768 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00188738 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.176441 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0548887 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0300595 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.02615 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0115182 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0222469 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0115182 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0372773 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0567516 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.181302 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0255562 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0983737 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.109885 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.107273 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.109885 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.101466 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.121802 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.501194 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.161921 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0509839 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.185191 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0509839 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.163154 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0500382 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.421052 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0135804 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00351041 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0135804 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00210978 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0490051 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.482287 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0312981 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0060751 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.032398 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0730747 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.234888 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.010678 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.000524151 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0651666 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.476897 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.032398 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0730747 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.234888 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0640998 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.473477 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.201583 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0658221 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.227229 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.338712 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0190672 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0808396 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0413259 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.000937521 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00103969 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0134471 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0120627 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.049571 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0822971 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0769573 # DEPENDENCYPART_SIBL
