# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(12,20),(12,25),0.213155 # DEPENDENCYPART_SIBL
(12,20),(12,28),0.0221134 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.039592 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.00970374 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.00994173 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00879085 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00581404 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0134527 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.117355 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.020373 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0187904 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0821389 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00367778 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.00538289 # DEPENDENCYPART_SIBL
(13,6),(13,28),0.054559 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.134833 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.113043 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0956758 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.1154 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0437393 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0692742 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.058437 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0127227 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.0377915 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.184527 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0684164 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.056397 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.000242288 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0567998 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0945888 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.00566356 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0413205 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.117356 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.020373 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.018831 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0821406 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00367778 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.00538098 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.0545573 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0629422 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0314621 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.115457 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00739974 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.00894928 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.0533674 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0135148 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0154996 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0274297 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.00732713 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.0327953 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0369524 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0376523 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0201269 # DEPENDENCYPART_SIBL
(13,16),(13,28),0.0215476 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0368458 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0103428 # DEPENDENCYPART_SIBL
(13,17),(13,28),-0.0213077 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.00750508 # DEPENDENCYPART_SIBL
(13,19),(13,28),-0.0132685 # DEPENDENCYPART_SIBL
(13,24),(13,28),-0.0097018 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0353582 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0088085 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0272485 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0358292 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0142739 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.745608 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.209453 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.105635 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.745608 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.584875 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.483143 # DEPENDENCYPART_SIBL
(14,16),(14,20),-1.46376 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0177124 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.581453 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.755369 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0404843 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.164661 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0279885 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.00879085 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.00581399 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0134527 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0134527 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0566859 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0126824 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0821389 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0193445 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.00367778 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0112962 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0240851 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0006967 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.129562 # DEPENDENCYPART_SIBL
(16,6),(16,28),0.054559 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.134833 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.113043 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.113043 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0138722 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.123776 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0692742 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0360316 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.058437 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0451681 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0813623 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.00664307 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0539017 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.0377915 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.184527 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.184527 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0177096 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0794052 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0507197 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0017238 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0885088 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00610506 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0144399 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0125757 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0986597 # DEPENDENCYPART_SIBL
(16,11),(16,28),-0.0474005 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0134513 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0566842 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0126824 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0821406 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0193445 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00367778 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0113367 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0249923 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.000698616 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.129564 # DEPENDENCYPART_SIBL
(16,12),(16,28),0.0545573 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0566859 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0126824 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0821389 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0193445 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00367778 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0112962 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0240851 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0006967 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.129562 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.054559 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0479287 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.106564 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0876739 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.173802 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0422312 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0108812 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.114931 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.147094 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.134108 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.017573 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0204631 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00628496 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0270648 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0384322 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.00815308 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.119393 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.00657121 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0274736 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0368458 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0422482 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0916488 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0103428 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.121492 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0213077 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0632632 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0133448 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0579045 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.00456068 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.122649 # DEPENDENCYPART_SIBL
(16,18),(16,28),0.0882666 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0281091 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0154841 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.00750507 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.00678239 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0132685 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0388342 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0104139 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.213155 # DEPENDENCYPART_SIBL
(16,20),(16,28),0.0221134 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0145654 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0161442 # DEPENDENCYPART_SIBL
(16,21),(16,28),0.000668413 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0395939 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0097018 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.00994173 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0709904 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0713985 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.111957 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0597754 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.1068 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.106176 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0275681 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.547024 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0511264 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.549411 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.547096 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.714533 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.117642 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.71498 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.714666 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.306912 # DEPENDENCYPART_SIBL
(17,20),(17,26),-1.38323 # DEPENDENCYPART_SIBL
(17,20),(17,27),-1.37642 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.55628 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.548442 # DEPENDENCYPART_SIBL
(17,26),(17,27),-1.37759 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0613372 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0384911 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0473225 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.052573 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0683696 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0292942 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00455512 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.025063 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.116882 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.079854 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.184962 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00783895 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.00192725 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.014752 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.092228 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0114011 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.065487 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0304291 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.00848967 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.0142278 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0283957 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0220275 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0548533 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0445009 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.115463 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0142303 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.108718 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0136138 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0241846 # DEPENDENCYPART_SIBL
(20,15),(20,28),0.0172462 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0255 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00539177 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0301636 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0480786 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.00536817 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.118894 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0374625 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0198347 # DEPENDENCYPART_SIBL
(20,16),(20,28),0.0652272 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00519153 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0291995 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0973639 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0427032 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0503301 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.00636402 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0218353 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.0544492 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.014752 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.092228 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0114011 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.065487 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0304291 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.00848967 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0142278 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0604138 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.023991 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0258582 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0644851 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0294355 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.00904556 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0150767 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.156306 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0401759 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0234072 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.102995 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0390245 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0225938 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.00204015 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0102712 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0252046 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.00647501 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.010748 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0742115 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0113996 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0142064 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.135476 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.4945 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.135476 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.058163 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.02088 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.00617324 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0277204 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.0103722 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0152466 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0678776 # DEPENDENCYPART_SIBL
(21,2),(21,27),0.161228 # DEPENDENCYPART_SIBL
(21,2),(21,28),-0.0289624 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0181122 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.00103274 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.073972 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0514563 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0553875 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0730625 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0824464 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.765271 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.04601 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.0203081 # DEPENDENCYPART_SIBL
(21,3),(21,28),0.0722754 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.0934984 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0521173 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0225665 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0666362 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0310342 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0750559 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.0802519 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0162326 # DEPENDENCYPART_SIBL
(21,7),(21,27),0.0484554 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.0184049 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.073972 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0514563 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0553875 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0730625 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0824464 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.765271 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.04601 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.0203081 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.0722754 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.020525 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0406025 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0598965 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.012562 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.107872 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0191883 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.139429 # DEPENDENCYPART_SIBL
(21,10),(21,28),-0.0188568 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.103637 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.093866 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0483341 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.00666547 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0128546 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.0536677 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0231756 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0381159 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0127741 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0149363 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0547973 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.00470314 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0492645 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0133301 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0128917 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0351543 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.00264843 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0351806 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0143301 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0673142 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.152823 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0283912 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0113385 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0197772 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.00702823 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0660719 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0566932 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0308616 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.187236 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.196796 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.202639 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.122099 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.129152 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.128871 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.041633 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.197011 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.00509387 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.188681 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.148531 # DEPENDENCYPART_SIBL
(24,2),(24,9),0.041633 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.188681 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.188681 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.010977 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0780759 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.188681 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00303135 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.00581676 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.174532 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.18708 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.148531 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.310688 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.00329876 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0348037 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.038094 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.0248306 # DEPENDENCYPART_SIBL
(24,2),(24,28),-0.0134708 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.0543959 # DEPENDENCYPART_SIBL
(24,2),(24,30),-0.0120296 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.00358083 # DEPENDENCYPART_SIBL
(24,3),(24,5),0.0401418 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.00443987 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.109505 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.285685 # DEPENDENCYPART_SIBL
(24,3),(24,12),0.00443987 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.00443987 # DEPENDENCYPART_SIBL
(24,3),(24,14),0.0768037 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.0667899 # DEPENDENCYPART_SIBL
(24,3),(24,16),0.00443985 # DEPENDENCYPART_SIBL
(24,3),(24,17),0.046703 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.0301147 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0662669 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.00618582 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.109505 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.14195 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.0255592 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.0429775 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.037148 # DEPENDENCYPART_SIBL
(24,3),(24,27),0.0458211 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0272264 # DEPENDENCYPART_SIBL
(24,3),(24,29),0.043352 # DEPENDENCYPART_SIBL
(24,3),(24,30),-0.00749854 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.00902178 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.175442 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.13495 # DEPENDENCYPART_SIBL
(24,4),(24,9),0.0635342 # DEPENDENCYPART_SIBL
