# _root_ Ruští zástupci na jednáních navrhli , že by splátky mohly tvořit dodávky zbraní , což česká strana odmítla .
#goldHeads=2,5,5,3,14,7,5,10,11,7,10,10,12,0,18,17,18,14,0,
#predictedHeads=2,5,5,3,0,7,5,10,10,7,10,10,12,7,18,17,18,14,0,
(9,6),(9,7),0.0923243 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00769416 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00574788 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0106236 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0152594 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00934426 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0175824 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.119342 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.128366 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.17912 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.187314 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.182824 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.127456 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.260537 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.002319 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.000226568 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0107175 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.260419 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00136321 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.000729221 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00976166 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.259754 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0739497 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0704927 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00847794 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.054486 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0210827 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0093531 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0459257 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0242497 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0522629 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0210316 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.033662 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0450108 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.150412 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0493508 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0842572 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0480747 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.061718 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0566888 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.088024 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0776753 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0725183 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0129977 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.194135 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0190702 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.148943 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.057588 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.132388 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.19311 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0188782 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0507759 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0714073 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0283375 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0513117 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0722007 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00841974 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0444933 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.109037 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.300643 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0527592 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0850796 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0390694 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.057765 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0425009 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0214449 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00610431 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.121719 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.01074 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0505463 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00405214 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.161225 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0710725 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.117724 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.198099 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0275063 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0354643 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0560957 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0205077 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0523834 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0568891 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0170478 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.110919 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.111217 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0660259 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0198587 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0257333 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.010802 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00046391 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0226411 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0159292 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0144493 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00308721 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0536618 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.470744 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0756334 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0134959 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0118145 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0214698 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.147669 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0311397 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0138973 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0178447 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.123352 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.110088 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.186798 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.193078 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.205706 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.151523 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.153776 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.217441 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.17355 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.130666 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.189884 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0480337 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0367677 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.011636 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.069049 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0204403 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.212119 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0269174 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0269813 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0476127 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0203119 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0517197 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0484061 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.016459 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0509041 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0542763 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0037994 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0999639 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0728289 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.24624 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.114945 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0221376 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0240991 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.117891 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0357577 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0204563 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0236921 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.106107 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0300663 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0781534 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0994482 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.11077 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.110662 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0341447 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0293474 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00773492 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0241592 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.132494 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0381336 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.18087 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00148285 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0351999 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0558312 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00801209 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0510959 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0566247 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00610145 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.10938 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.29089 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0386187 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0364239 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.130045 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0228924 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00183636 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0078071 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.137714 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00886852 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0626856 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0929807 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0871698 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00773804 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.255643 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00185315 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0131191 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0130574 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0309138 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0271045 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0214307 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0141699 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0273714 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0799989 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0213356 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0119487 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.184492 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0317194 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00437614 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0113618 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.109374 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.164964 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.179785 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.192413 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.117997 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.14646 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.204149 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.163238 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0138223 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0114052 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0320366 # DEPENDENCYPART_SIBL
(11,9),(11,14),1.34894e-05 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0515039 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.03283 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0141407 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00675236 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0180183 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0275723 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0399338 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0320038 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0321609 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.119189 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0171084 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0197099 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.122135 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0187971 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0154271 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0193028 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.110351 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0131057 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0765886 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.107357 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0995931 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.11534 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0468617 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0123868 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.255735 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.259722 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.020342 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0245014 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00108737 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0368712 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00933473 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.258735 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0643116 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0103054 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.119522 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0634136 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0104263 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0708988 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00928196 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.119536 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0700008 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0128951 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.036205 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0324922 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0466824 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0145489 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0182846 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00699639 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0171335 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0336523 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00292451 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00392362 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.259726 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0132913 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0264709 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00274783 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0356836 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00501299 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00481265 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.242109 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0112392 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.117866 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0711798 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00858182 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.044954 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0303679 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00679126 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0245639 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00234983 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00934129 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0160593 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0148333 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0178647 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.116369 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0377734 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00418637 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.157634 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00727436 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.211166 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.036968 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.13569 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.481975 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0232361 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.00506353 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.123723 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.134815 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.00375466 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0290849 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00436758 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.162246 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0166427 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0373545 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0633864 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0381311 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0490323 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00463685 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0026577 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0506733 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0597187 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0110489 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0153306 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.645596 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.00205115 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.237691 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0712384 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0289193 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0469696 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0725118 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0547696 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0540354 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0497256 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0616076 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.018469 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0613466 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0922802 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0875333 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0652424 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.074529 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0194039 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00889364 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.036228 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0528464 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.127764 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.138856 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0103335 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0149967 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00445018 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.194803 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0113633 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0326524 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0046533 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0544687 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0635141 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0318769 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.012299 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.662261 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0229237 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.050911 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0599564 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0109603 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0137732 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.64806 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00280649 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0171921 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00864374 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.184228 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0087361 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0371635 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00881893 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.189084 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00760077 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0155917 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0378617 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0422924 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.107374 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.02043 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.123133 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.131896 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.108866 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0704781 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00531078 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0675069 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00468892 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.321606 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.00240795 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0232929 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0164037 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0107609 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0262731 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0164129 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00529995 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0850264 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0135867 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0356868 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.00432581 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0169679 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.135214 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0463725 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.113753 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.175593 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0057084 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.016241 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.177126 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.207214 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.135214 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.24981 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.163597 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.151609 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0304271 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.11353 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.293055 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0486876 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.102402 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0286876 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.134195 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.111648 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0342476 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0466719 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.293055 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.207885 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0975356 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0103546 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0871483 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0924309 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0912782 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0793937 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00141821 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.256806 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.234242 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00731318 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0192519 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0924309 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.202725 # DEPENDENCYPART_SIBL
