# _root_ 2 . etapu ( 201 km , cíl v Galway ) vyhrál Vanderaerden za 5 : 18 : 37 , 2 .
#goldHeads=3,1,12,7,7,5,3,7,8,9,7,0,12,12,18,18,18,14,18,21,19,0,
#predictedHeads=3,1,7,3,3,5,12,7,8,9,7,0,12,12,16,14,16,20,18,12,20,0,
(3,8),(3,9),0.140987 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.270315 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00625185 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.150967 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.00873326 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0224509 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.016314 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0332388 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.222089 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0237189 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0378448 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0340546 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.237525 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0146177 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.137808 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.127671 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.12807 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0977422 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.112944 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.145667 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.086307 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0193091 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.129437 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0481486 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.155929 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.418316 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0234149 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.040854 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0957634 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0512294 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.197374 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0781403 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0481275 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0061287 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.439583 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0764445 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0324598 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.234888 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0694236 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.472862 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0815285 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.140814 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0204359 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.013615 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0989898 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.16304 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.124073 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.126022 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00666993 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0109725 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.14104 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0270119 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0223649 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0283706 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0730974 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00419022 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00224767 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.128657 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0888335 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0879682 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0219887 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0218089 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0776075 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.10146 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0544678 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00337637 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0765238 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0440961 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0666949 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.051459 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00612517 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0121805 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00484409 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0269648 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00346405 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0952664 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.214353 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.000915728 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0679845 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.245198 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.000808481 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0206582 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.542911 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.053075 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0573875 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0474538 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.104822 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00591908 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00809814 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00931291 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0249185 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0675452 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0196694 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.123369 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.261372 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00103613 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.149249 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00957783 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0226173 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0645644 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0183859 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.17092 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00802528 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0275869 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0301388 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0217146 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0306707 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0546248 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0171066 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0306707 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0567255 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.163642 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0674696 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.175803 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0729638 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.101635 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.222885 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0747317 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.114821 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0962174 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0467874 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0976667 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0373681 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.141629 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0976667 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0243087 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0816799 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0517141 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0174037 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.147096 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.209453 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00758799 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0100264 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.157684 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0321343 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.163112 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.021959 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.000272273 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.163112 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0324175 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0456669 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0352655 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0938411 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.00520185 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0739924 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.070074 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0499855 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0497507 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0485426 # DEPENDENCYPART_SIBL
(7,4),(7,11),1.00892 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.171967 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0485426 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0486377 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0474075 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0868249 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0885072 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0918674 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00401516 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0415776 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00422399 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0421094 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0402985 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0260728 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0421094 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0134629 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.174883 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0164247 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.18374 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0229403 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.122214 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0454279 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.127641 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.000305625 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0110145 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.127641 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0456151 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0368873 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0517362 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0850614 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0114553 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0767254 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0174925 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.272019 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0272538 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0174925 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0882979 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.14424 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0809471 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.126017 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0278131 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0832517 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.229884 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0746333 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0832517 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0920615 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.272501 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0466706 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.27813 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0509675 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.276113 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0232135 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0195038 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0900875 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.144252 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0760901 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.126028 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0352269 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0474158 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0372124 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0243345 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.025692 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.179142 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.00773046 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.106071 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0234333 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00668326 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0317845 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0366375 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0408013 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0403326 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0900875 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.144252 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0760901 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.126028 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0352269 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.119195 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.018107 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.129456 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0476194 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0308768 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00563519 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0432412 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.00700912 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0932627 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0265476 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.000352792 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00913071 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0228513 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0943986 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0190202 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.216777 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00197609 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0190202 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0929925 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00936059 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00823662 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0490276 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0356235 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0154102 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0908709 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0146888 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0104549 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00547457 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0146888 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0207349 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0026986 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00793352 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.000442538 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0245716 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0975624 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0024564 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.210363 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00138998 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0024564 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0960601 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00904094 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00791697 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0493473 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.028502 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00381721 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.157583 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00441498 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00381721 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0214019 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0998584 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0949829 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.10929 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0138627 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.151372 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00557298 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0138627 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00800729 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.149049 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.124183 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.108783 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.271803 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0135767 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.059854 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0671196 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0674943 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00647891 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0112739 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0201318 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.073163 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0738214 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0275645 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0300329 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0383972 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00036205 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0147872 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0336579 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.00805974 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00151364 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0671196 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0674943 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00647891 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0112739 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0987643 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0719546 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0695406 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0444493 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0560968 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0634925 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0256034 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.30124 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0256034 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.087203 # DEPENDENCYPART_SIBL
(9,10),(9,13),-1.40195 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.54026 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.018727 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0814089 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0223772 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.00595021 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0960777 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.120483 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0738464 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0970504 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.102072 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.09875 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00792938 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0959729 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0154133 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0650499 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0305185 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0357934 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0921395 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0629543 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0921395 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0307762 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.113703 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0779486 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0234285 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.040928 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0388223 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0571464 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0441483 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.136475 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0482375 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0597184 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0409131 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0165617 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.101409 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0353836 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.118512 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0638584 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.126803 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0638584 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.113048 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.100126 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.182614 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.119617 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.11435 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.057445 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.223457 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.161296 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.223976 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0106189 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.220577 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0591115 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0572824 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0337387 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0381444 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0209469 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0531677 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0209469 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00499902 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00947966 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0537792 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0260264 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0509492 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00883836 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.190947 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0115057 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0259301 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0041813 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0281265 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00697139 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0291132 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0125312 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.166564 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0316918 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.166564 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0178762 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0305478 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0702933 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.138342 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0731988 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0596141 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0748984 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0045581 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0721213 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0306788 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0183115 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0433527 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0150964 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.033509 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0139251 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.033509 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.018387 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0541352 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0421381 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00776133 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.158089 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.221308 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0053814 # DEPENDENCYPART_SIBL
