# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(19,3),(19,18),-0.00796184 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0264371 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00615623 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0137813 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0152172 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0830863 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0420685 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.0179112 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.0134629 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.152745 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.036309 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0221228 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0114527 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.152745 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0295199 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0209769 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.00151348 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0437014 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0568575 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0114527 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0145849 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.01829 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0178875 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0437074 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.00523025 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0539767 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0528143 # DEPENDENCYPART_SIBL
(19,4),(19,27),0.00906024 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0153343 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.00912908 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0268348 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.174704 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0387731 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.025981 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0784827 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.000905877 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0176307 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0268348 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.000399576 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.00118308 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.00625435 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0313172 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0254896 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0411838 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0258395 # DEPENDENCYPART_SIBL
(19,7),(19,27),-0.00056589 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0117748 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.00281786 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.144544 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.043545 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00504078 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0151923 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0353453 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0708825 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00281786 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00056399 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.01301 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0141063 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0435269 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.00495142 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0604296 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0525051 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0066064 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0556194 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0324364 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0431296 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0134985 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0450462 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00904408 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.00594846 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0556194 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0705987 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0607327 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0143771 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0835007 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0833197 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.101174 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.076899 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.0842609 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.147224 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00730331 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.00778024 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0494534 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0491457 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0125905 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.189104 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00286482 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0419322 # DEPENDENCYPART_SIBL
(19,10),(19,22),1.77889e-05 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0403877 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0322108 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0962598 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.0188158 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.0156261 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0387731 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.025981 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0784827 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.000905877 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0176307 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0268348 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.000399576 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00118308 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.00625435 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0313172 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0254896 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0411838 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0258395 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.00056589 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00508352 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0234022 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.068593 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0588576 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00541516 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0253419 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0123647 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0112125 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0720627 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0428305 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.00801728 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.00554844 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0525754 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.113669 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.000438643 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0910939 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0315823 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0624015 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0586236 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0081253 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.311371 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.154327 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.169356 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.077763 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.00988648 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0321733 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.073563 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00369658 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0272636 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00205432 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00250877 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0328724 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0171982 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0426318 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0417856 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0146951 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0438299 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0590146 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0425418 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0288028 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0251604 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.058721 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0360294 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0874829 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0489161 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0692761 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0320326 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.139337 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0376766 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0120657 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0596451 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0120125 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00866308 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.00718275 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0548123 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00286482 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0419322 # DEPENDENCYPART_SIBL
(19,18),(19,22),1.77889e-05 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0403877 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0322108 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0962598 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0188158 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0156261 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0418728 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.114354 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0341649 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.170577 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0953726 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.032708 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.00330363 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.247974 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0165406 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00827692 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.00309867 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.00312382 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.01606 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0522065 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0358693 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0387155 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0296885 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0366275 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.110833 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.109297 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.077145 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0506155 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0271379 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0181294 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0176131 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0213823 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0316852 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.00549171 # DEPENDENCYPART_SIBL
(20,21),(20,22),-1.32343 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.439548 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.594465 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.114744 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.205047 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.254386 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0356581 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0614956 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.00927947 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0179353 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.106461 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.164877 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.109791 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0829144 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0560031 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.140237 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.105283 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0774393 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0249557 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0721179 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0470934 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0178098 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0617708 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.114988 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.282188 # DEPENDENCYPART_SIBL
(22,2),(22,7),0.0785801 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.0708728 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.282185 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0475832 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0785801 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0471224 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0416708 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0625658 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.10648 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.049 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0475832 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0250513 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0471224 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0475832 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0611379 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0276386 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0658361 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0302175 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.103384 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.143297 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0930508 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.185073 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0258724 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.1431 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.185073 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.117001 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0258724 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.055519 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0962136 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.140259 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0858564 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.10085 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.117001 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0383756 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.055519 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.117001 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0687139 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0311439 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0417708 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.487446 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.0165576 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00545105 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0254259 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0694065 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.0431683 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0254259 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.000515284 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0694065 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0747766 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.00800307 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.045294 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.000809328 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.102906 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.000515284 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0507206 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0747766 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.000515284 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.022826 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0355812 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0867827 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0223324 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.171595 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.00846935 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.28163 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0170105 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.00792787 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0517291 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.28163 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0131007 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0447455 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0144107 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0194215 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.00130687 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0517291 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0466058 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0131007 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0517291 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0238446 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.339159 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.038445 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.146905 # DEPENDENCYPART_SIBL
(22,5),(22,28),-0.11322 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.325184 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.017483 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0178055 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0306354 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.325184 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00414331 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0410098 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0172492 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0157651 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0102781 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0306354 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0389762 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.00414331 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0306354 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.640176 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0151129 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0941262 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.21258 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.12192 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0359186 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.016446 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.00416525 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.020552 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.0104658 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0951443 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.017542 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0220319 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0362495 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.00416525 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.0302626 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0104658 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.00416525 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0326668 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0579815 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0127444 # DEPENDENCYPART_SIBL
(22,7),(22,27),0.0233031 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.0364068 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0146632 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0124869 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0564965 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0478315 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.017096 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0365889 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0120736 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0759611 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0124869 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.03803 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0478315 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0124869 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00221607 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.0100484 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.0615403 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0552701 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.198993 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0306356 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.325193 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.00414316 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.041004 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0172441 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0157674 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0102779 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0306356 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0389763 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.00414316 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0306356 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.640177 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0145931 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0923535 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.215333 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.121908 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.124969 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0252389 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0222169 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.042688 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0918988 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0283166 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0160931 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0476062 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0252389 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0160931 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0464898 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0137108 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0512255 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0234246 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0855908 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0104658 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0951443 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.017542 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0220319 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0362495 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00416525 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0302626 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0104658 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.00416525 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0326668 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0579815 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0127444 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0233031 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0364068 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.101833 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0115754 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0295915 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0738771 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0264754 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0500383 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0105086 # DEPENDENCYPART_SIBL
