# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(5,10),(5,11),-0.408091 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0175821 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.280318 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.405601 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00258237 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.619081 # DEPENDENCYPART_SIBL
(5,11),(5,20),-1.1217 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.248238 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.466132 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.325009 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.213856 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0685389 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0116822 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0616414 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00286951 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0079791 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0185215 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0303785 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.020082 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.000925656 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00797844 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0522607 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.00656522 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0719487 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0182757 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0203588 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0273084 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0407696 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0160497 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00377849 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00707013 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00377763 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00491732 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00533821 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0461821 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00706946 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0185271 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0297205 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.00600198 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.00353187 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0216358 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.161875 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0728525 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.000320445 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00506014 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00629066 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00972466 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00629083 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0795757 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00453233 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00525114 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.059524 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0814307 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00628351 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.121645 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0463313 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0253288 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0230564 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0339627 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0041626 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0258217 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0124116 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0230658 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0963895 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0263381 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0056246 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0301238 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00996428 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.202899 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.206156 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.160041 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.078323 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.160033 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.11097 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.206155 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.130294 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00968972 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.153954 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.160023 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.144565 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.133865 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0068499 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.275712 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00685355 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00577338 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.133845 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.00734957 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.198645 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0502899 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0068499 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0403696 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00681956 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.275795 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00682321 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00577697 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.134347 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00738786 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.198808 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0503043 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.00681956 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0403732 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.140339 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.24009 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.12736 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0405601 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00450707 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.131145 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0540134 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.238675 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.150862 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0218186 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0563345 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0217808 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00668367 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.148058 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0741099 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0218149 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0766665 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.127353 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0405841 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0106733 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.131138 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0540176 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.238668 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.150855 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0923566 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0259631 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.122049 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.106516 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.11489 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.448342 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00734954 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.198645 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0502899 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0068145 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0403696 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.118962 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.191096 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0901423 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.12816 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0750434 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0595006 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0611314 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.135515 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0843808 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.150853 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0105649 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.305191 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0105649 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0345358 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0608538 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.250352 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.261512 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0138759 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00222757 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0121841 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00119752 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00790309 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0138759 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00223612 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0280237 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00923032 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00144057 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.011596 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.173608 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0107506 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0291395 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0744975 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.261042 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0131909 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0107516 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0365336 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0315107 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0333998 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0254145 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0889806 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0389649 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0392948 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0341403 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0550382 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00701752 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.151052 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0316999 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0341393 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0174116 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0211312 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0276908 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.015994 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0047527 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0332559 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0335858 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.162625 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0606861 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.021345 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.203003 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.195717 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.023053 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0408134 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.044968 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0372045 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0661839 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0524769 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0423563 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0139672 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.127628 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0243452 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0267428 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00487977 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0274505 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00445055 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0119906 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0224546 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0161148 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0139735 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.100605 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.118422 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.116134 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.163673 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.14012 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.19917 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0161902 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.137368 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.205403 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.204177 # DEPENDENCYPART_SIBL
(9,6),(9,7),7.6828e-05 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00251618 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0383085 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00241865 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0229555 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0353211 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0106982 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0173899 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0169961 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.191112 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0284062 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.05727 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0788762 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0198078 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0975138 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0863851 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0762645 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0249566 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0425514 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0540669 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0347019 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.07198 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0615757 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0514551 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.097497 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0327958 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0959428 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00582106 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0303959 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0243157 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.107893 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.112732 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.100287 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.110289 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.114681 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.153256 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0013398 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.12062 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.128139 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.104012 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0204874 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0249637 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.116935 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.111755 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.129923 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.111266 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.127337 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.109276 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.124679 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0704702 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.117193 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.11737 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0778316 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.380375 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0981297 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.176751 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0493888 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0649054 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.10727 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.180088 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.388532 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.160809 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0178621 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.120589 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0232667 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.150664 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.150842 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0188471 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.336994 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.109566 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.216893 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0353304 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0746918 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0882422 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.220231 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.345151 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0949435 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0645839 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0140916 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0315276 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0293081 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0321147 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0372808 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0330219 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0613759 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0398981 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0156713 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0765914 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0615488 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0326842 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.248106 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00827718 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00416525 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00392947 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0298262 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.010169 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0141277 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0180496 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0343656 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.07722 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0696783 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0276819 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0233031 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.177541 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.135076 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.135556 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.180135 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.117336 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0440194 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.108349 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0209064 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.533459 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0417211 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.112348 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.112738 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.113114 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.113291 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0227308 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.454936 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0247448 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.132711 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0108492 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0373744 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0448952 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.136049 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.463113 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.000712819 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0755933 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00408132 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0209997 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0540413 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0190254 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00521361 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0719873 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0542143 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.000515241 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0394804 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0330446 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0348304 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0433485 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0324799 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0178561 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0804125 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0435215 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.028448 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.468375 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0650674 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.151953 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00900588 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0136972 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0448956 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.155291 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.476532 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0304505 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0246364 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0177475 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.221961 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00314063 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0243657 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.830287 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.193285 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0173418 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0500745 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.036016 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.193295 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.477185 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0521956 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0602553 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0488605 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0363796 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.480211 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0497959 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0373438 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0365805 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.284829 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0122434 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00781567 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.12348 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0284322 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.48708 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.479338 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.000789763 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00322911 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.266176 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00961404 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00477935 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0357481 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0184602 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.030911 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00485022 # DEPENDENCYPART_SIBL
