# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(4,1),(4,12),-0.000842075 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0204655 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.000842044 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.116775 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0807721 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.122725 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0761226 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0804189 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0939099 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.00939984 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.122724 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.00900517 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.00643403 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0945651 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00300051 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00592353 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0325347 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.005547 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0945823 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.005547 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.0269373 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0308511 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.108325 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.131585 # DEPENDENCYPART_SIBL
(4,5),(4,12),0.00811933 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0269442 # DEPENDENCYPART_SIBL
(4,5),(4,20),0.0058584 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0152856 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.02562 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0618634 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.00700236 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.10897 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.00700236 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0576744 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0597192 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.00438068 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0853434 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.00438068 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0684344 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0812505 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.130146 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0812505 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0275859 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00414283 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0298469 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0137957 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.260393 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.00704145 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.188801 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0780943 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0132362 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0801775 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0634854 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0569959 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0717178 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.022171 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.00211492 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0505932 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.184173 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.101247 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00336271 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00996709 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0285234 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.022346 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0115589 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00813033 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.00521946 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0100261 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0363533 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0602775 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00731016 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.000649106 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0323465 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.00531762 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0194835 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0130179 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.028007 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0436488 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0263746 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0296541 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.00807931 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00867423 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0577554 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.046257 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0213806 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0308501 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00550226 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0110289 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0834915 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.112813 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0545877 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.081482 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0998882 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00649473 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0805239 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0115394 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.060487 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.116365 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00888252 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00570807 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0227436 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0040129 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.00874977 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.127027 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0653425 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.105671 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0304886 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0285416 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0285416 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0108477 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.056165 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0616282 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.104203 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0425965 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0257767 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0257767 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0125446 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0560364 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0415586 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0242318 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0464297 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0464297 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0252357 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0610491 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0271965 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0827462 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0827462 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0577953 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0748224 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0839659 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0839659 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0126593 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.146637 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0634737 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0125084 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.123027 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0125084 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.123027 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0494965 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0489012 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0472617 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0366507 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0707511 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0122329 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0765197 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0772439 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0725766 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0696282 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0195762 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.197353 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.000696554 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0485147 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.194247 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.5592 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.15101 # DEPENDENCYPART_SIBL
(8,9),(8,13),-1.32846 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.085689 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.703817 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.548304 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.193009 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.117905 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.110583 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0833525 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00301731 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0772984 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0289842 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0676325 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0793229 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0772984 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0360356 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0289293 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0468477 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00986372 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0397166 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.072031 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0325466 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0168436 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0397169 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0432526 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.100933 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0113362 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0713966 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0341667 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0778486 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0196011 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0709344 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.105704 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0541588 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0476469 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.123674 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0498856 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0706321 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0476469 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00879757 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.006643 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.04098 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00379809 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0159819 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00664302 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00064911 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0137821 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00484524 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00555714 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.000647782 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0330513 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0541942 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00657425 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0635511 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0273386 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.000508249 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0297974 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.00247724 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0709937 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0217735 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.108869 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0732446 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0685234 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.148842 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0944289 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0206221 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00901859 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.037795 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0175269 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00190764 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.037795 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0353884 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0593608 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0300415 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0157825 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0472842 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0352211 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0024544 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0636005 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0237813 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0730625 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0665585 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0842709 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0730625 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0610348 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0696304 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.113221 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0417355 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.765159 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.018057 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0498248 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00392093 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0023078 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00435589 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0146466 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.100325 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.00909923 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0308925 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0414472 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0121771 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0112275 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00140069 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.568664 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0306917 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0313935 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0498721 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00531585 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0372898 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0288634 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00189088 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0195445 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.018509 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.169969 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00639104 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.194087 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00592776 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0297797 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0129113 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0534793 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0396059 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00492922 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0148586 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.153454 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0100354 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.177572 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.00705515 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00909753 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0308919 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0414478 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0121765 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0113134 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00140463 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.568652 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0306877 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0313974 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0346239 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0437247 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0120436 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00637855 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0526095 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0434763 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0408424 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0540705 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0572554 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00968558 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00820904 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0534443 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0741536 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0370044 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0504192 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0485407 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0388751 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0689336 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0528988 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0930509 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.049324 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0217025 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0333367 # DEPENDENCYPART_SIBL
(11,10),(11,14),-6.04768e-05 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0564211 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.022853 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0218049 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0234463 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0307886 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0433157 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0299924 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0171968 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0352269 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0383981 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0154095 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0195817 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0304371 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0454181 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.000928331 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.007601 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0454181 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0492091 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0120122 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0184528 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0208153 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.100591 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00595938 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0104355 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00786112 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0319042 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0439004 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0266638 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0079273 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0975684 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0656093 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0669949 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00746753 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00106033 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0669949 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0552761 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0549438 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00982814 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0524219 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.109429 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0347596 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00437352 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00462149 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0156265 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0319155 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0352314 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0367275 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.025321 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0106394 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0639305 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0566717 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0118337 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0594329 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0391955 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0453303 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0164506 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.03255 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0610712 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0836252 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0733809 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0403615 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0755381 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.099267 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0591036 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0750509 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.100551 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.186622 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.178974 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0480003 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0279292 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.18613 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0590338 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.14113 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0601808 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.057669 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.087555 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0325019 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.064113 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.108405 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0584165 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0246834 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0474529 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.180633 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0459782 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0296321 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.193645 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0606948 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.162152 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0564332 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0415488 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0838074 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00798872 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0374011 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0940025 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.054669 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00924374 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0279996 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0594295 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0391942 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0453315 # DEPENDENCYPART_SIBL
