# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(5,1),(5,12),-0.0515235 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.0515235 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0248987 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.212744 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00670962 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0286585 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0585006 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0480848 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0289914 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.024921 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.024921 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.074399 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.083466 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.196143 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.206943 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.211697 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.195953 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0503768 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0503768 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0242867 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00320893 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.00229052 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00662832 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00308077 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0158433 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0158433 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0173509 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0291322 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00913726 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0189825 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0766533 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0766533 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0297164 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0300847 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.109271 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.11585 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.11585 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0657908 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0373482 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.304587 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.304587 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0417925 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.29766 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.29766 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.116206 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.116206 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.252836 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0928581 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0716547 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0785186 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0799603 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00185075 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.061044 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0118219 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0235489 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0044755 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0119171 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0627929 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0120022 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.053991 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0132573 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0147988 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0548637 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.11764 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0530699 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0216159 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0495823 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0559517 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.035998 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0551744 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0880244 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0857946 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0740167 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0874848 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.131524 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0260488 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0787726 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.131439 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0412594 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.131785 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0130915 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00863774 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.212038 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.16229 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00916097 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0139257 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.162381 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0171995 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.167375 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0100711 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.206425 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.156676 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00559338 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0153591 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.156767 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00909644 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.161761 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0227343 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0375491 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0166725 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.117808 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0375491 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00825085 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.037553 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00462282 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0545775 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0492026 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00306011 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0539074 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00359711 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0349908 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0290505 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0155959 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0716442 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0161329 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00353525 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0590634 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0306044 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0590645 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0396027 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0123632 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0396066 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0716373 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0200408 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0260056 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0658286 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.000969626 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.017786 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0205454 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.317693 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.315976 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0401701 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.109713 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.136091 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.133163 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.106526 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.157274 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.231809 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0114301 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0497337 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0666326 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0303184 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.130408 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0377328 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.130251 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0578979 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0377328 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0667719 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0248568 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.21256 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0297474 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0559243 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0666231 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0143075 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0347152 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00679458 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.034747 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0812446 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00679458 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0708701 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0708084 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.133842 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0313325 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.204042 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0913932 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.205704 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0364963 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.20614 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.195055 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0364963 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.204527 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00171684 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0297219 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0116197 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0339764 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00627902 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0242689 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00649241 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0205365 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0242689 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0167475 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0929551 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0299122 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0671471 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0258628 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0130961 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0259058 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0394384 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0130961 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0290804 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00394266 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0313273 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0682573 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00868793 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0678861 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00797906 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00868793 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0161303 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0690494 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0066998 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.301096 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00558712 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0834693 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.301096 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.084007 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00663781 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0735861 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00434029 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0253665 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0735861 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0253682 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.10525 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.113604 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0348443 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.10525 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0348516 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0008631 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00982497 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.236294 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0098271 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0362031 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.105475 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0362104 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.308209 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0989501 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0098271 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0167163 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0209959 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00774201 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0242722 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00308628 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0158477 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00287289 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0155601 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0158477 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.011771 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0191194 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0190883 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0260772 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00340744 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0102639 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00319404 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0127276 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0102639 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00893855 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.185233 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00819336 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0981081 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0215913 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0977369 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00652481 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0215913 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0175846 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0344037 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0030838 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00495833 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0028704 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0108816 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00495833 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00709253 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0189825 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0766533 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.016685 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00756274 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0766533 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00756446 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.116201 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.109806 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0280706 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.116201 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0280779 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0020522 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0079044 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.252835 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.00790653 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0294294 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.116425 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0294367 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.304776 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0605741 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00790653 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0928581 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0716547 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0785186 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0799603 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0181428 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0939393 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0826168 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.07831 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0044755 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0627929 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00170786 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0119171 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0627929 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0120022 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.00147228 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.053991 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0132573 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0147988 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.164142 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0592394 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0191661 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0131577 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0495823 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.035998 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0546247 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0559517 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.035998 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0551744 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.128394 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0880244 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0857946 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.194018 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0201182 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0970717 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0842451 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0787726 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0412594 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0741317 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.131439 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0412594 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.131785 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0868703 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0130915 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.494732 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0289225 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00653064 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0100902 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0139257 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0171995 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00898455 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.162381 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0171995 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.167375 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0316792 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.514384 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0282892 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00379138 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0204122 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0153591 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00909644 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0104179 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.156767 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00909644 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.161761 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0352431 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0290695 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0544178 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0728283 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0239029 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.021799 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0294046 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0452228 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.021799 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.043653 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.018469 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0237911 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.013201 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.553647 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0103632 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.562112 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00308391 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0103632 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.010754 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00203647 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0120534 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0192343 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0017544 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0142931 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.146105 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0017544 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.1511 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0418149 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0141856 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0104997 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00924447 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.168993 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0104997 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.173987 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0323561 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0123632 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.119222 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0396027 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0123632 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0396066 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.109435 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00139013 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0260042 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.148769 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0260056 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.215385 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0381552 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00863242 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0381591 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.107587 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0716373 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0200408 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.123523 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0260056 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.215385 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.126193 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0712204 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.000595958 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00560274 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0535405 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.319083 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.317521 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0443111 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.11029 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.133945 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.136616 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.173417 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.10471 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.158964 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.147805 # DEPENDENCYPART_SIBL
