# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(15,11),(15,14),-0.160824 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0476714 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0415888 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.091868 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.000694433 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0773726 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0958014 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.101158 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0624814 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0640379 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0713721 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0804115 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0122572 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0115962 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0727392 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0249822 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0212957 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.135801 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.153502 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00048061 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.112457 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0794642 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0852594 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.125835 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0379696 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.158581 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.143704 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0739425 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0679122 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.117488 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0924414 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.04551 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0630096 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.104667 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00772112 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0679857 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.114508 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.119865 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0516598 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0827446 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0644212 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0423798 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00892847 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0927697 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.122247 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.123342 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0809906 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.122337 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.122428 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.227124 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0490595 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.101804 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.103175 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0126971 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.102231 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0403969 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0033192 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.042268 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0433642 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.05639 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0426681 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0256112 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0598928 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0612636 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.000473052 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0603197 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0384742 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0418226 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0489272 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0410972 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0361989 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0152249 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0380549 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0193487 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0338987 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.173428 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0758594 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0291947 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0558593 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.106311 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.184869 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0163187 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0481291 # DEPENDENCYPART_SIBL
(16,19),(16,20),9.18443e-05 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00464613 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0340297 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0721297 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0932954 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0309299 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00377218 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0855081 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0738824 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.136726 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0598502 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0352536 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0512289 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0349005 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0513604 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0654622 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.059501 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0425179 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0840301 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0428152 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0233566 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0194353 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0315875 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.264971 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.035606 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0173224 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.175347 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.046407 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0281106 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0782339 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.022948 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.011084 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0867325 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0311326 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.00591345 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.00434739 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.192915 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.157436 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0630716 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.164714 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.190926 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0165173 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0412849 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0198383 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0836852 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0784004 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0172397 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.11552 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0434463 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0192089 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.129946 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.111688 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.00104925 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.182697 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0156088 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.012913 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0314537 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.016636 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0106552 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0445049 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0348042 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.039685 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.282935 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.055076 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0202298 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.145883 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0110515 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0297962 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0634703 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0947609 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0891934 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0161154 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.12126 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.158592 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.063096 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.17271 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.190106 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0149393 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0517328 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0176111 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0797896 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0745048 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0134442 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.111625 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0135659 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0394203 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.306662 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0033909 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0359108 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.017276 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0192978 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00166647 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0272789 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0427112 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0901745 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.042898 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.105197 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.184241 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.204663 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.211363 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.205401 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.168584 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.229931 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.206496 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0154307 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0440504 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0273711 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0596336 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0543488 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0246389 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0914687 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0811652 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0411905 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0946359 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.128109 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.13395 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.103935 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.109792 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0703871 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0251692 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0608525 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0534394 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0179853 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0973782 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0375589 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0319549 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0333192 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0165149 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0323752 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0295794 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0262441 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0400981 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0269696 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.116452 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.00328146 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.118307 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.00732577 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.114232 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.225884 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00689404 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.143448 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.144889 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0971085 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.126084 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.14233 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.00605505 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0445818 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.110706 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.149052 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00605505 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.140624 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.143159 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.110003 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.152328 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0477349 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.429926 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0174595 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.15286 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.150857 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.00432945 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.153649 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.0232331 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0200012 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0703786 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0389329 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0619717 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.184257 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.021114 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0031622 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0233854 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.197874 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.021114 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0752497 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.182512 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0437004 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0117818 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0268708 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0405209 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00603786 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0279338 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.02238 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0107606 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0310618 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.0501591 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.101802 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0545729 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0443889 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0333493 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0158949 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0471082 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0551634 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.03995 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0158949 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0544628 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0362349 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0750368 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0586621 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.014882 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0248072 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0819845 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0206917 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0178548 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0303478 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0205252 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0675259 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00409081 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0246358 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00258899 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.17215 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0144542 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0461566 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.00381639 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.17215 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0658708 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.00286605 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0766291 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0436136 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0235682 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0375229 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.030888 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0586016 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0611571 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0281404 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0580752 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.106088 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0821598 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0727599 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0367475 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.00964631 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0785437 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0780055 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0367475 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0261389 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0781227 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0107416 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0166662 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0302545 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.121079 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.172634 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0481235 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0415118 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.235382 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0415357 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.068724 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0175345 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0206219 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0836808 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00361276 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0222274 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0206219 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0384938 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0167398 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0378672 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0371264 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0900181 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.00371642 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.150176 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.00769265 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.00955967 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0908366 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.00268276 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.142485 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.166953 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0501887 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0355297 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0162226 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.166953 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0288644 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0284218 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00708652 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0335605 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0671317 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0814358 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.039669 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0100892 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0124465 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0845725 # DEPENDENCYPART_SIBL
(18,7),(18,25),-8.64444e-05 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.123849 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.00827718 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.000545763 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0260861 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.020552 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.248106 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0051607 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.026857 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0429264 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0280896 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0235424 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0296135 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0224836 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0136733 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0101511 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0256849 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0364068 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0838827 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.12364 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00450232 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0997162 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.117743 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0883526 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.077892 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0223773 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.525738 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0207211 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.13542 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.133347 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0220875 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.136139 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0267922 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.052699 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0143545 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0376575 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0472132 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0384971 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0340958 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0159966 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0114019 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0983539 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0387204 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0368533 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0116951 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0437302 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.117044 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.108912 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0630548 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0312593 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0290463 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0670084 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0309988 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0767773 # DEPENDENCYPART_SIBL
