# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(7,6),(7,18),0.00615277 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0314409 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0286828 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0138783 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00738263 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0313626 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0314417 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00926455 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.066113 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0644014 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00811643 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0348629 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0644444 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0600516 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0115684 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0500245 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0104981 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0377771 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0503434 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0459505 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0139501 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0447228 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0125992 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00234189 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00225343 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.279471 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00534283 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.028096 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0280183 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.00784092 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0184826 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0592607 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0139294 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0474888 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0115685 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0500246 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00420615 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.376398 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00655712 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0136259 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0122353 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.011944 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0126985 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00529644 # DEPENDENCYPART_SIBL
(8,9),(8,10),-1.46025 # DEPENDENCYPART_SIBL
(8,9),(8,13),-1.46324 # DEPENDENCYPART_SIBL
(8,10),(8,13),-1.45783 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.075935 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.00582627 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.107147 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0415362 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0481138 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0472548 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0346687 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0253743 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0424885 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0366545 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00548204 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.305817 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.226297 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.175043 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.123751 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0867264 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.177433 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0414588 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.177356 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.122278 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.133845 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0102367 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0194408 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0294104 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0963059 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0308793 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0372948 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.031533 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00323491 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00492519 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0399553 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.114637 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.173802 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0399607 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0108807 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.038456 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.104329 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.11456 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00934013 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0365362 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.05158 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0329775 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0471871 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0127778 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.041193 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0125992 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0023389 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00213424 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00225044 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.27942 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.00431462 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0280927 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.015484 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.028015 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00789198 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0195105 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.034031 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0604973 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0127571 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.043959 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00756143 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0141743 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00779624 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0103962 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0464948 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00317794 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0801334 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00754907 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.186434 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.103049 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.186434 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0523766 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0465089 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0216267 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0294465 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0409172 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.304137 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0100568 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.228896 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0103397 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.132967 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0911507 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.175086 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.17501 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.131494 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.1979 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00633344 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.197901 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0314414 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0975484 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0157095 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0163632 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00526589 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0555357 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0131759 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0215851 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00118202 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0261072 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.02188 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00380318 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0480421 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.121866 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.176239 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0336389 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0321341 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.111558 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0239481 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00118468 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0292422 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.025015 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00144019 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0127557 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0024315 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00234304 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.281717 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0282719 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0281942 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00552174 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0652613 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00350602 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00114507 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.108766 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0512063 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0868929 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00801987 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0173656 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0465572 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00409249 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.046557 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0465697 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0205238 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00403937 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0125521 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0146327 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0149248 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0809838 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0147374 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.197684 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0434899 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.224679 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0277758 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0665347 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0620995 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0928168 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0620993 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0624729 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.374459 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0570287 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00338194 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0542898 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00334423 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0295409 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0543522 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.22143 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.072609 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0645318 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0646507 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0525282 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.046823 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0525276 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0529114 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0526204 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0390284 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.013341 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0384068 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00342804 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0194965 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0383905 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0496535 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0463313 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0223159 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00971539 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0153383 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00972639 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00887069 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.012422 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.035212 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0963895 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0230658 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0423619 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00911657 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.016486 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.120724 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.140768 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.131326 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.108336 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.131042 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.131049 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.110736 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.206557 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.130294 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.206155 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.156311 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.18767 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.206172 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.225869 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0913421 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0119477 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0913413 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0923882 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0861149 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0171801 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0246635 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0167256 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0170495 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0399738 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0227478 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0589628 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.171986 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.380443 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.381137 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0708416 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00261473 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0200297 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00665395 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.000829775 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0108765 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00675456 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0130122 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.155388 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.155402 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0453139 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0373223 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0539725 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0406558 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0208008 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00498568 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0406392 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.117993 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.378833 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0775994 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00325758 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00405706 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0072968 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00115555 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0174984 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00739741 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0302858 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0814475 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0109779 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000373801 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0150171 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0106015 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0215222 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0151177 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0346506 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0889242 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0259631 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0923542 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.114892 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0274785 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.092364 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.18404 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00657983 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.136675 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00888603 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0235749 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.137585 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.179241 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.115513 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0901426 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.142309 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.115535 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.185088 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00681479 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0145955 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.134755 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.18019 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.11334 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0405745 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0604569 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.080872 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.108143 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.180236 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0446398 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0127474 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0105693 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0634107 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.027608 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00380806 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0070984 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0146501 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0706149 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.109747 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00194223 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0353502 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0027044 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0386752 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0107172 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0721459 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0887226 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.244407 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.241695 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.326227 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0767205 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0118057 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.11151 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0602483 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00582346 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0895811 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0542584 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0102391 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.193935 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.189522 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.290671 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00789227 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0414142 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.122741 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.033302 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00608299 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00825582 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0149802 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0479733 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0503192 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.152357 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.03356 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0123026 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0924795 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0384559 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.105313 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.115377 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0324666 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0104096 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.337931 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0066159 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0255248 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0518393 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0187791 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00484712 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0564369 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0246812 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.333567 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00827622 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0277643 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0530034 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0140683 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00147928 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.057927 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0199704 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.104411 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0387468 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0850502 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0820704 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00600327 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.10042 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0760805 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0124783 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.110346 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00201135 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00717163 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0259886 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0163105 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.07459 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00786491 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0150608 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00683981 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.00876945 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0223185 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0212365 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.117976 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0232101 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0113634 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0502744 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.062713 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00443277 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00143644 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0212119 # DEPENDENCYPART_SIBL
