# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(18,2),(18,9),-0.0364468 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0763342 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.109874 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.026653 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0660057 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0304152 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0419435 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0270084 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0067365 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0365454 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0317987 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0112052 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0224099 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.105025 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0201006 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0625899 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0481841 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.0164665 # DEPENDENCYPART_SIBL
(18,2),(18,29),-0.0107712 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.165882 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.156292 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.261485 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.145915 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00762594 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.147761 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.229299 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.119265 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.131622 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.125385 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0519645 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.11967 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0923364 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0173326 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.523785 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.0529742 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.528028 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0933361 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.00232921 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.122575 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.105453 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.00231826 # DEPENDENCYPART_SIBL
(18,3),(18,29),0.0224638 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0202484 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0870713 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0727655 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0479836 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00423265 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.00394211 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0273216 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0263751 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0301267 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0767097 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0281513 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0448416 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.098763 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0279657 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0461157 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0255513 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0887922 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.123608 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0760051 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0601647 # DEPENDENCYPART_SIBL
(18,4),(18,27),0.0572779 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.0253294 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0361534 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0583288 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.059084 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.011893 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0664237 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.012885 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0460567 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0156901 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0970412 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0137146 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0322611 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0792045 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0318015 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0368829 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.029387 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0778691 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.104048 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.0163316 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.0321494 # DEPENDENCYPART_SIBL
(18,6),(18,27),0.0429971 # DEPENDENCYPART_SIBL
(18,6),(18,29),-0.043868 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0531909 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0423273 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0237272 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0230421 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0795945 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.00121638 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0758323 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0115116 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0792391 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0255636 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.037624 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0258346 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0094523 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0164458 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0866473 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0213978 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.00964183 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.0240956 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.00629439 # DEPENDENCYPART_SIBL
(18,7),(18,29),-0.0423298 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.070973 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.141844 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.278328 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0258524 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.073359 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0325229 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0198755 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0267211 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0270384 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0566989 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0356015 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0589569 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0338562 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0510853 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0134301 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0107091 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.0240175 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.087387 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.0488299 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.194097 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0222008 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00416525 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0406572 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00130967 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0309811 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00235349 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.030255 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0391148 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0233031 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0343656 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.033356 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.193464 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.0368631 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0178132 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0181881 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0101511 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.016935 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.023466 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0348958 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0449154 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0381724 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0231574 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0354184 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.232221 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0324916 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.128022 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.10359 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.129718 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.00415512 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.00249608 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0267157 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0112948 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0263102 # DEPENDENCYPART_SIBL
(18,10),(18,29),0.00334116 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0237266 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0134545 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0210859 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0153032 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0233813 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0263565 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0908834 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.215979 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.041829 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.213784 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.122684 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0568994 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0360383 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0126252 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.12989 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0292766 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0668985 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0227636 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0134144 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0169618 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0475916 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0363068 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0234246 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0305579 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0216793 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0172925 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.00696201 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0138115 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0485381 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0663074 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0260771 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0727837 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0342887 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0675895 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0194684 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0171751 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0432633 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0232521 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.041444 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0632803 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.00999445 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.143654 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.135852 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.392658 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.0363151 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0195023 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0268963 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.041486 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0397518 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0309548 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0372597 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0292095 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0207375 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.00351704 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0154739 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0502005 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0697637 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0324303 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0589215 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0846797 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00210898 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0178657 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0145782 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0159002 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0815022 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0292786 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0893222 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0811462 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.288136 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.0314519 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0465102 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0472317 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0394137 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0414207 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0376684 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0276662 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00396286 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.00906306 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0259799 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0790613 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.0367174 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0047075 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.471531 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00844666 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.475774 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.109527 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00751534 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.170984 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.153862 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.00789228 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.00264636 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.197871 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.029469 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.197892 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.145329 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0375444 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0886866 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0849221 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.149443 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0209236 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0220343 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.828865 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00404124 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0118634 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0128751 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0260176 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.00733297 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.000132156 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.284829 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.169097 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0180045 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0413357 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.035363 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.05598 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0899178 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0040477 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0118696 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0128689 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0260114 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.00733912 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.00357361 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0725065 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0548975 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0529769 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.0137804 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.105455 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0676494 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0638849 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.159171 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.0599442 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0511036 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.00448888 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.102051 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.00677389 # DEPENDENCYPART_SIBL
(18,26),(18,29),-0.0966012 # DEPENDENCYPART_SIBL
(18,27),(18,29),-0.0136706 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0320297 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0958388 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.265258 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0604214 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0677831 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0676633 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.017337 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.122454 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.137408 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0757211 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0229045 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0542849 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0337655 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0337285 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0246233 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0187186 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0545426 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.165095 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.000305792 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0620199 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.142402 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0057976 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.00795733 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.0147027 # DEPENDENCYPART_SIBL
(20,1),(20,27),0.0261124 # DEPENDENCYPART_SIBL
(20,1),(20,28),-0.0146118 # DEPENDENCYPART_SIBL
(20,1),(20,29),0.0263322 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.11952 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.163193 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0706976 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.00804047 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0578896 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.01639 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.117801 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.101251 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0859973 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0108247 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0433057 # DEPENDENCYPART_SIBL
(20,2),(20,14),-3.62793e-05 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0279472 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.00910596 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.00470432 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0505853 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0595166 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0108192 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0217352 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0519273 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.00989639 # DEPENDENCYPART_SIBL
(20,2),(20,25),0.00530875 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.00162756 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.0198059 # DEPENDENCYPART_SIBL
(20,2),(20,28),-0.00149844 # DEPENDENCYPART_SIBL
(20,2),(20,29),0.0106589 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.115955 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.00353187 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0766953 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0311231 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.149438 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0252289 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0825188 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.00125602 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.1314 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.118076 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.113787 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.181413 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.129582 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.153428 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0252904 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.132021 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.126653 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0858167 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0217767 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.101007 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.166453 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.163965 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.123203 # DEPENDENCYPART_SIBL
(20,3),(20,28),0.16405 # DEPENDENCYPART_SIBL
(20,3),(20,29),0.118846 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0112452 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0247807 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.00560324 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.00332946 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.113467 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0920871 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0176328 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.00367054 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0442377 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0141513 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.042757 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.00633625 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0917843 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0221328 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.00436557 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0109167 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0228567 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0412216 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.00897522 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0357413 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0426343 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.0482004 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.0425891 # DEPENDENCYPART_SIBL
(20,4),(20,29),0.0155646 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.016544 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.00579337 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0521306 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0324364 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.166067 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0165656 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0556194 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.0420384 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0658746 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.035768 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0573205 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.00766168 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0462392 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0396173 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0379132 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0851901 # DEPENDENCYPART_SIBL
