# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(17,12),(17,21),-0.0809446 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0550945 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0471476 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0795682 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0669196 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.143987 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00215169 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0496542 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0225461 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0829112 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00565751 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0383528 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0122199 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.976488 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0771988 # DEPENDENCYPART_SIBL
(19,16),(19,31),0.00157768 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.689302 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0729438 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.162272 # DEPENDENCYPART_SIBL
(19,20),(19,31),-0.689305 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.11799 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.44766 # DEPENDENCYPART_SIBL
(19,21),(19,31),-1.31414 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0731016 # DEPENDENCYPART_SIBL
(19,23),(19,31),-0.512015 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.510192 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.158836 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0164561 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0631318 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.156917 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.00676458 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.104959 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.00278966 # DEPENDENCYPART_SIBL
(21,9),(21,26),0.0520643 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.113823 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0468136 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.00114093 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0597871 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0805887 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.00963261 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0668652 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0559199 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0552056 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0317385 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0935807 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0290138 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0629617 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.17037 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0119955 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.00819631 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0350275 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0973704 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.143391 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0934007 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00407174 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.142295 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0671691 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0783998 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.162198 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0102416 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.00462247 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0324369 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0634081 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.082763 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0621637 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0634081 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0559699 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0650226 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0431558 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0976337 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0344984 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.115867 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.283237 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.158239 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.150453 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.181502 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0652217 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0523274 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0867285 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.063409 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0401948 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.00665517 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0467955 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0344741 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.0717362 # DEPENDENCYPART_SIBL
(22,1),(22,28),0.0190169 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.0191476 # DEPENDENCYPART_SIBL
(22,1),(22,31),-0.00326914 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0505689 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.00434315 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.19301 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0235395 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.196531 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.00273741 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0749391 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.190506 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.00963033 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.150841 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.202967 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0795079 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.108227 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0105834 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0537641 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0589343 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.193016 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0117257 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0183185 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.000570141 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0411547 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.0724006 # DEPENDENCYPART_SIBL
(22,2),(22,28),0.0359816 # DEPENDENCYPART_SIBL
(22,2),(22,29),0.0208252 # DEPENDENCYPART_SIBL
(22,2),(22,31),-0.0342475 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.139414 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0590158 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0854769 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0585091 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.185426 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0310746 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0736774 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0607273 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.058543 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0625264 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0305089 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0507239 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0112172 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.139977 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0169411 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0590149 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0256676 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0394502 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.0495016 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0194723 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.12339 # DEPENDENCYPART_SIBL
(22,3),(22,28),0.0330457 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.0555405 # DEPENDENCYPART_SIBL
(22,3),(22,31),0.111738 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00437214 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0108183 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.00598706 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.0180569 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.10277 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0245302 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0567138 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.307795 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.146265 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.15926 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.152686 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0127026 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.00127199 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0921693 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.00437302 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0425857 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0598908 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0502171 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0646777 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0788723 # DEPENDENCYPART_SIBL
(22,4),(22,28),0.0136664 # DEPENDENCYPART_SIBL
(22,4),(22,29),-0.0194586 # DEPENDENCYPART_SIBL
(22,4),(22,31),0.025266 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0235395 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.196531 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.00273741 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0749391 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.190506 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.00963033 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.150841 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.202967 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0795079 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.108227 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0105834 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0537641 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0589343 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.193016 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0117435 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0179825 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.000584525 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0411535 # DEPENDENCYPART_SIBL
(22,5),(22,27),0.0724094 # DEPENDENCYPART_SIBL
(22,5),(22,28),0.0359816 # DEPENDENCYPART_SIBL
(22,5),(22,29),0.0208396 # DEPENDENCYPART_SIBL
(22,5),(22,31),-0.0341628 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0106974 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.0268082 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0696712 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0258188 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.130886 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.280359 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.100645 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.131392 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.165257 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.152869 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0553794 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0587661 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.00908372 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0782902 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0347021 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.043784 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.0178178 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.0991804 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.0409412 # DEPENDENCYPART_SIBL
(22,6),(22,29),0.0056256 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.00562074 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.00397629 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0749848 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.19025 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00952883 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.146561 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.203008 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.077402 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.108262 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0105363 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.0536707 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0589801 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.192759 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0107235 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0193585 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.000149653 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0415528 # DEPENDENCYPART_SIBL
(22,7),(22,27),0.0707284 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.0355693 # DEPENDENCYPART_SIBL
(22,7),(22,29),0.0204058 # DEPENDENCYPART_SIBL
(22,7),(22,31),-0.0291738 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0794342 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.000668783 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0317759 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0938564 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.108496 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.00914467 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.126511 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0335628 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0413791 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0647755 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0139938 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0243163 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0123569 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0218938 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0176316 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.0652528 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.0071536 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0285095 # DEPENDENCYPART_SIBL
(22,8),(22,31),0.019532 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0476195 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0662886 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0670465 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.113677 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0355577 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0811245 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0257161 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.00456481 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0556815 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0589247 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0403502 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0850574 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0395452 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0749578 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.0547594 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0462708 # DEPENDENCYPART_SIBL
(22,10),(22,29),-0.0378887 # DEPENDENCYPART_SIBL
(22,10),(22,31),0.0129455 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0142087 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.136292 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.196774 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0690702 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0925679 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0167751 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0591241 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0526086 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.181993 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.00424821 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0222462 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0297673 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0533159 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0695774 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.0287796 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.00951232 # DEPENDENCYPART_SIBL
(22,11),(22,31),-0.079546 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.253812 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.114606 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.12631 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.119541 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.122866 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.00374624 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0959621 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0309905 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0584666 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0474969 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0951639 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0522601 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0496555 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.00827529 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.0723463 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.0234706 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.288958 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.00119726 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.497122 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.000694035 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0809527 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.00245223 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0335944 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0407797 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.000824238 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.085303 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.026272 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.265478 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.0139948 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.0248614 # DEPENDENCYPART_SIBL
(22,14),(22,31),0.0249479 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0207214 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.173757 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0087754 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.132211 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.031514 # DEPENDENCYPART_SIBL
(22,15),(22,21),6.63243e-05 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.06927 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0608357 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0389007 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.102172 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.295257 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0251824 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.000154075 # DEPENDENCYPART_SIBL
(22,15),(22,31),-0.0313382 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.176115 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0639667 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0228548 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0745827 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0542959 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.6885 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.00460246 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.103681 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0788819 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.0383361 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.0167622 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.00799117 # DEPENDENCYPART_SIBL
(22,16),(22,31),0.0183198 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.283444 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.262678 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.012603 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0705288 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.245175 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.063961 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0100786 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0672968 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.624476 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.0332132 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.0463328 # DEPENDENCYPART_SIBL
(22,17),(22,31),0.0712931 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.296565 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0131991 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0363038 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0751575 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.013694 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0618618 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.287647 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.188165 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.112264 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0368335 # DEPENDENCYPART_SIBL
(22,18),(22,31),-0.0234732 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0595938 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0302364 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0999348 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0559677 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.00663109 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0667141 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0891426 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.00263306 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0152735 # DEPENDENCYPART_SIBL
(22,19),(22,31),0.0806418 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0616735 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00619098 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0658589 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00885641 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0617204 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0159342 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0471961 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.00177005 # DEPENDENCYPART_SIBL
(22,20),(22,31),0.0149198 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0117424 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0179825 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.000584492 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0456124 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0724074 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0359816 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0208395 # DEPENDENCYPART_SIBL
(22,21),(22,31),-0.0341693 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0280111 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0314009 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.00659686 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.038125 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0969394 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0411861 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.0271846 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00835865 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0976597 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00123128 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0987232 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0494121 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.0215275 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0405641 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.073939 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.101036 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.112247 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.00913958 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0486667 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.115522 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0819477 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.114329 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0918476 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.119667 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.116836 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.0677896 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.0236534 # DEPENDENCYPART_SIBL
