# _root_ Jedná se o projekty snižující zamoření ovzduší , zlepšující kvalitu vod , hospodaření s odpady .
#goldHeads=0,1,1,3,8,5,6,4,8,12,10,9,12,13,14,0,
#predictedHeads=0,1,1,3,4,5,6,9,4,9,10,9,9,13,14,0,
(6,11),(6,14),0.0985236 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0478931 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.135778 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.160098 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.240988 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0775337 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.240993 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0107377 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.118677 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0727773 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0703988 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.102636 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.165651 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.109589 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.11968 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.109595 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0569187 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.142269 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0825537 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.075021 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0282956 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0705394 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00718973 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0703185 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0838542 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.196243 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.189662 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.204869 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.150131 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00582053 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0108136 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0239023 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00347968 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00840659 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0124739 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.105037 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.18452 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00991497 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0931385 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00893433 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00703672 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0362899 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0241572 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00367114 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0168275 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0208948 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.103428 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0190204 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00797634 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00799517 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0254332 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0326621 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0326811 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.025314 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0656098 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0430676 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0989559 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.058253 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0584469 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0803629 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0583445 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0600408 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0116305 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0257547 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0258614 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0187057 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0258786 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00861313 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0258447 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00974327 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0843686 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0194411 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0840504 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0857643 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0737499 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.114159 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.131672 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0260488 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.126659 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.258753 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.13147 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0868703 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0316335 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00256908 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00159908 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.000780277 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.164666 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.166264 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0164441 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.161972 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0975645 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.163024 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.023903 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0127103 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0144875 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.568664 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00213314 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00211201 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0313935 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00786917 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0191754 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00422165 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00461014 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00688857 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00812856 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.167265 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.168862 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00930883 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.164571 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.103765 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.165623 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0315608 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0105928 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.158194 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.159791 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00685073 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.1555 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.10627 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.156552 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0340144 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0373673 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0373667 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0154095 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0375054 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0573194 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0373667 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.106077 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0231803 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0421425 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0258555 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0041729 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0254903 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.116756 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0351988 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0168063 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.02311 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0164411 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.121947 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0591961 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0279151 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0555912 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00696691 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00686607 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0178203 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.122032 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.164031 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.000930472 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.121919 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0292974 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0293059 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.149813 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.106334 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.123849 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0200988 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.118845 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0140447 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.123682 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.107846 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.118188 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0714045 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00258481 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00100508 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0235183 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00531662 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.119574 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00427482 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0537824 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0677196 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00752483 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00594509 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0235291 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0102566 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.119593 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00921483 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0537886 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.304422 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.321959 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.398066 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.322424 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.275881 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.321766 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0443486 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.116344 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.109525 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.116093 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00753212 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.115733 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.12717 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.102589 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.107046 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0264577 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.106686 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.132353 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0104347 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00565697 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00683519 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.12302 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.010227 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.108061 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.132444 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00506699 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0915899 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.132333 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.160066 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0732247 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.240762 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0310254 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.073224 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0693032 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0109556 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0724599 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.105061 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.074197 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0447451 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0114026 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0705097 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.132547 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0114028 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.202871 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0835101 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.195745 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.151889 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.207417 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.182589 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.184139 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0243845 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00375988 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0103401 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0159412 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0250364 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.026189 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0195491 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.118948 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0241917 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0101934 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0171694 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0242695 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00975266 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.10564 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00901723 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00276334 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.060945 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0158602 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0600716 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0095241 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00266046 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00710792 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.187378 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0103405 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0159413 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0250368 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0261889 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0195494 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.118948 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0214996 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0379998 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0919142 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0374341 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.188564 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00816408 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0237228 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.00423148 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.112226 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0400108 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0632855 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.209618 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.186414 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0370781 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.209862 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00692208 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0104822 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.00910976 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00692231 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0122431 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0238304 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00378134 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.11554 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00304591 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.184244 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.184168 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.000409993 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.184229 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.024071 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0388621 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00100534 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0333748 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0117413 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00692194 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0148747 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0240852 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0122022 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.11393 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0114667 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00706781 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0141861 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0241018 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00725965 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.113952 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00652421 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.183404 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0240711 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0388624 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00100523 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0333751 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0270839 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0381891 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.112909 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0374537 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0101935 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0255044 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00626094 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0458873 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0648844 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.185852 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.058253 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0584469 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0583445 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0600408 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0405071 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0803632 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0616426 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0607932 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0258786 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00861313 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0258447 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00974327 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0843686 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0840504 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0857643 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.194018 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0194411 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0873668 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0860141 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.126659 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.258753 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.13147 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0868703 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00256908 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00159908 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.480898 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0316335 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.000328528 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00265751 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.161972 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0975645 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.163024 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.023903 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.00688857 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.4948 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0277203 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00881617 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00583013 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.164571 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.103765 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.165623 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0315608 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.488903 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0288888 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00677585 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.00378981 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.1555 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.10627 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.156552 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0340144 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0310342 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0695877 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0701279 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0486713 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00589762 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0480258 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.018469 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0160087 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0149715 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00786939 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0191754 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00422187 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00461014 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0245758 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.259967 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0715043 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.261019 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00283835 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.155701 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.106369 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.156753 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0365534 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00686607 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0178203 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.122032 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.164031 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.000930472 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.121919 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.241007 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0763314 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.241013 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.241008 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0763306 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.240999 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.240478 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0310766 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.102662 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0731075 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0448327 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00703089 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0108207 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00944826 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00703112 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0125816 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0093965 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0286135 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.10507 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00649942 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00223995 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.183982 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.183905 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00117654 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.183967 # DEPENDENCYPART_SIBL
