# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(6,10),(6,12),-0.509974 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.12368 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00170439 # DEPENDENCYPART_SIBL
(6,10),(6,17),-1.12027 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0304985 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0347921 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0673864 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.209136 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0624082 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0231157 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.371669 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0418385 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.49582 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.466132 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0556412 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.161032 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00696883 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0862534 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0018023 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0474872 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0917267 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.100408 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.100623 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0970441 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0137781 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00489651 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0272886 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0681911 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.148255 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0943424 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0422923 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.125906 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.137466 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.137528 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.138507 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0634568 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0892331 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.211845 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0802838 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.111356 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.018749 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.123602 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0667933 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0719214 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0673545 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0546621 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.106496 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0932896 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0564163 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0666433 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.297763 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0906807 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0856213 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0917219 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0598459 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0589413 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.348126 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0651545 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.133319 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0678403 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0607161 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0678403 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0424061 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.348126 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0760769 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.255808 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0151601 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0204667 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0151601 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.130861 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.781504 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.104146 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0415464 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0448236 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0415464 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0765932 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0832939 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0509698 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0459075 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0509698 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.037633 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.234066 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0564002 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0635244 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0379899 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.347995 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0641009 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0510904 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.35478 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0379899 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.347995 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.361713 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0399501 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0999816 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.118703 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.150619 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0688375 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0497301 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.119501 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0917608 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0774951 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0841266 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00648251 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0168044 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00842938 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0870995 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0787427 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.174842 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.145405 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.105529 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0142079 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.058546 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0291093 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0369732 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0214502 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00745968 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0262885 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0891535 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0259559 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0304332 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.00101591 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0272308 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0150979 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.236225 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0533684 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.00211004 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0994968 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0304017 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.011283 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00629421 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0129435 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0290447 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0129435 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00310071 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0766313 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0121846 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0181027 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00570601 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0471568 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00174958 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.140312 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0540825 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.000271952 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.14079 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.157795 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0313416 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0209307 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0345007 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0359641 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.035662 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0132882 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0170403 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0145538 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0425367 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.00281704 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0148963 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.236375 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0231911 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0482174 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0686444 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.023155 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.100826 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0358363 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0316954 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0346575 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0316954 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0170087 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0274195 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.056672 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.024801 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0614719 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0918241 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0862211 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0267732 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0857658 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00808826 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00514436 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0356578 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0145784 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0149452 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0145784 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0113786 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0129733 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0364601 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0132948 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0123921 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0143325 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.126008 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0343058 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0549137 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0287558 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0252492 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00094304 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00422863 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00118308 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.181764 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00175186 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.00320372 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0106713 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.00722034 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0919164 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.138973 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0803538 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.161832 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00160785 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.192314 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.187509 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.192314 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.120897 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.16288 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.190485 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.191003 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.146149 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0244565 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0133817 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00927922 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.081801 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0367893 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0415946 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0367893 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.121012 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.129564 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.019306 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0381005 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0639363 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00634824 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0838388 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0434224 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0386667 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0416288 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0386667 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.112539 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0365672 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0359752 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0317723 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0320885 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0347289 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.024304 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0404756 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0419389 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0416368 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0140806 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0176735 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0172583 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0485116 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.00329102 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.170103 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0678361 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0657802 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0678361 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0436404 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0728618 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.119256 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0666659 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0639447 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0429698 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0432393 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0429698 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0216592 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.066657 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0985325 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0441255 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.108664 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.11716 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.113629 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0126846 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.01606 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0245247 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.111322 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0257577 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.114224 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0258076 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.022863 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0206615 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.111917 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0248539 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0126846 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.01606 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0245247 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.111322 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0257578 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0995844 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.111434 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.104214 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0681097 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0311754 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0324088 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0247356 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0312836 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.00757189 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0252859 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0726582 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.244009 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00397901 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0100275 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0726582 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0560404 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0950629 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.111387 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0950629 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0406428 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.324806 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.128736 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00747578 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.159605 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0632746 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.037832 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.037663 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.037832 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.16354 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.181981 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0556316 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.3075 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.189026 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.377882 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.372986 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.378122 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.331637 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0264469 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.180296 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0530003 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0838594 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0888457 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0838594 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00385281 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0394358 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0802095 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.254147 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.252858 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.252986 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0156057 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0632746 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.037832 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.037663 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.037832 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.163544 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0260765 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0258127 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0260765 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.021229 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.116003 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.112483 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00410012 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.11306 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0108856 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00410012 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0603871 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.039502 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.186235 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.18602 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.189599 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0311592 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0368212 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.149895 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.21925 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.100089 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.219574 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.219637 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.220616 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00989254 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.149852 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0881446 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0810681 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.205099 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.207976 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.20614 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0181764 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0373356 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0546062 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0244973 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0759583 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0830825 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00316228 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.354144 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0280272 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00938929 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.083659 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0162628 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.360929 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0241885 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0102694 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00316228 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.354144 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0280273 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.00938927 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.342252 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0930384 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0395064 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.045633 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0546623 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0389111 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0256175 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0171156 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00202745 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0160179 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.168394 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0404329 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0224324 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0750038 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0915333 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0179868 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.124846 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.139634 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0830309 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0786709 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.135126 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.132917 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0252046 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.108806 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0818034 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.185492 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0335232 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0159364 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0344477 # DEPENDENCYPART_SIBL
