# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(7,1),(7,17),-0.047841 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0774686 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.108587 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0893626 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0726328 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0138532 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.021377 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0355704 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0183177 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.030745 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.021377 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00461647 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0208624 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0415988 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0385493 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00917234 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0143325 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0140844 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.038169 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00105257 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00503811 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.181764 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00866858 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00105257 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0274263 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.135066 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00497438 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0129676 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0253276 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.145689 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.11074 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.18066 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.192321 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.120897 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0186718 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.18066 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.13909 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0426127 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.187226 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.189097 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.201299 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0375785 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.123928 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0247812 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0641972 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.103801 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.123928 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.171352 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.119087 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.011376 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0197627 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.169445 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00314383 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.017107 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.01891 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0293348 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00314383 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.04728 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0471938 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00147117 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0161847 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0319799 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0504614 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0568562 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.125906 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.1394 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0196979 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.137986 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0382636 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0515197 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.101395 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00962514 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.151337 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.000517286 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0165423 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0946297 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.10499 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.114968 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.126 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0836001 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.176314 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0762771 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.114998 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.102914 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.10743 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.111555 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0821003 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0597784 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.162228 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0139535 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.017783 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.190759 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0196979 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.137986 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0382636 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0515197 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.101395 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.057528 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.103729 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.107785 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.150513 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00185941 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00559385 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0868405 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.110265 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.128278 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.130362 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.290302 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0427131 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.450585 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0803084 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0189957 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0543838 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0160897 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0875355 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0507772 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.000298807 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0860262 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.049687 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0892057 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.167976 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.941096 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.441622 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.912334 # DEPENDENCYPART_SIBL
(8,9),(8,16),-1.35545 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.295309 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0292521 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.3168 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.546697 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.066682 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.4197 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.563166 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.356718 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.72145 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.541228 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0979386 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00922979 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0346001 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.211982 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0436372 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0585954 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.123883 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0867275 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0451747 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.192856 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.182236 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.122406 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.361969 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00539226 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0435192 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0728389 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.164748 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.120382 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0947557 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0337944 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0289819 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.262083 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.11646 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0415425 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0198781 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0653678 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00333087 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.105639 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0261179 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.024381 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.105355 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00808497 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0704454 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0616641 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.117908 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.135355 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0792416 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0719059 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0566296 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00920575 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0222244 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.114844 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0550034 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00244283 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0154038 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0125412 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.000716554 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0176486 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0261565 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0106338 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0122141 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.042064 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0364366 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.157941 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0294766 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0296808 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.043628 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0931127 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0275276 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0324276 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0145437 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0294535 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0300197 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00238818 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00228189 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0596424 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0441221 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.512128 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0390782 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0336871 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0224295 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.067565 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0153501 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0177156 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0352332 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.566026 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.037428 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0167277 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.00990666 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0181122 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0760132 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.074211 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0875332 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.012756 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0843626 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0822152 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0722754 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0498248 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0166893 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.019234 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0180964 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.237691 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0583113 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0642066 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0499201 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0308792 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0727682 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0184049 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0299769 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0151014 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0409654 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0486713 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0708845 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0730955 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0874639 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.130491 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.064872 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0112542 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00474277 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.503325 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00997144 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.00734722 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00125709 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.196567 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0569373 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0109465 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0689304 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.103909 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0689908 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.167085 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.165701 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.13608 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0275255 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00443544 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0204197 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0180211 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0539359 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.18887 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.181484 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0889608 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0498117 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0936189 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.000368456 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0139252 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0137235 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0125835 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.118556 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.208703 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0505755 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0499169 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0120017 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00543973 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0283521 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00814319 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0426003 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.171705 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.164319 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0784343 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.01531 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0880489 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0833159 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0470115 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0373686 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0375054 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0262758 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.026461 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0177744 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0274883 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.334226 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0584137 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0530797 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.000582247 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00642041 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0531081 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0131155 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.334226 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0467649 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.761937 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0664847 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.761937 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0438369 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.041826 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.108253 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0162987 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.143864 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0562738 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.056892 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0577218 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0681521 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.070026 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0162987 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0571254 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0441103 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.106766 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0441103 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0513595 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0550178 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0443466 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.145877 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0086699 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0114349 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.03191 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0875055 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.000423593 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00775527 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.021996 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.122464 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0536685 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.122464 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0612243 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0636251 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.072809 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.126788 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0668918 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.139016 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.168326 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0770123 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.125922 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0706516 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00413789 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.340524 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00413789 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0979881 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.100158 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.161095 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00436136 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0972592 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0870948 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00423786 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.112015 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.114365 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0564339 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0527994 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0564339 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0340859 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0281181 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.20576 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0398105 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0484699 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0336424 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.190679 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0240033 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0216173 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0502228 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0216173 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.189376 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.172493 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.1059 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.110253 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0722988 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0210671 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0148155 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0497385 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0669509 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0497385 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0428253 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0464812 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0281438 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0672142 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0121055 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.558487 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0056557 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.015607 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0056557 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0842196 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0824897 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.134134 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.217308 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0326587 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0146933 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0412618 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0146933 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.171814 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.154931 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0956551 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.021996 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.122464 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0536685 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.122464 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0612243 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0636251 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.072809 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0445255 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0441773 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0445236 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0165166 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00633319 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0760562 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0553713 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.23754 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.109849 # DEPENDENCYPART_SIBL
