# _root_ Nepřispěje - li sponzor , nezbude škole než využít možností , které jí dává zákonodárce .
#goldHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
#predictedHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
(6,7),(6,9),-0.00957217 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.122042 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0111799 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00132642 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0187341 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.116585 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.12813 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0530275 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0120475 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.12611 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0197871 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0574598 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00884626 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0868405 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0151559 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0398129 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0301638 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.239369 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0184446 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00176237 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0161673 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00178924 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0221665 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.124402 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.133523 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0128508 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.100977 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.109704 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.111555 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0164363 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.002639 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0258208 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0276135 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.00310529 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.129863 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0919378 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0526899 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0443591 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0447537 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0540663 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0448884 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0502879 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0201008 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0910157 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00199796 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0115171 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0039276 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.018722 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.108198 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.022739 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00138841 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0359166 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00163793 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0354066 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00108513 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.03591 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00257738 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00658343 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.262091 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00508072 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.013374 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0588701 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00063368 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0072836 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0764193 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00844236 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0591714 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0775861 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.05318 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.197272 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0807974 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.105989 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.197321 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0573168 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.103747 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.104703 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0226813 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.107535 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0788301 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0575777 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0441465 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.15949 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0667752 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0548369 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.118475 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.042252 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0390351 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.110317 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0790167 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.141017 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0861608 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0873738 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.137234 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0141067 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0362404 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.204815 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0258831 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00751597 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.299142 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0381044 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00602969 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0775284 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0556352 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.196453 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0799791 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.108444 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.196503 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0564985 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.110812 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.085416 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.136108 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0866563 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0937731 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.132509 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0837742 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.096037 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.812488 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0866566 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0389939 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.111236 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.404791 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.195261 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.275536 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.354083 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.140265 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.202834 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0830287 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0350909 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.272246 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0071848 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0177292 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.018298 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.238688 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.024781 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0419939 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0609497 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0246171 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00308662 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0390244 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0485175 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.171901 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0688749 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00809399 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.079853 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00751977 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0396312 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0614879 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0244174 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0327726 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0140271 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0170612 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.000552168 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0232988 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0323301 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0481482 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0255002 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0423412 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0387085 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0501266 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00894512 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.212151 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0180207 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0634257 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00197628 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00964485 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0419901 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.018781 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.024781 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0419939 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0609497 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0246171 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00226814 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0390244 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0485175 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0169636 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0919062 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0139431 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0260692 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0704706 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0320566 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.125111 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0469757 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0100204 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.113425 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.133456 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0516816 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0349991 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.127597 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.164935 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0912971 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0776759 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.111269 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0350519 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0165583 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.161252 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00769304 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.256952 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0142008 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0496793 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0362077 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0125057 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0162188 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00230547 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0808125 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00963204 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0969078 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0829849 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0706453 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.144438 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.117241 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00852185 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.109031 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.102054 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0160694 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0684216 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0346123 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0740883 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.05438 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0173414 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00869149 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.105245 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0327733 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0172767 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0163955 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0493251 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00857242 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.000116034 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0421912 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.000349982 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0238411 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.202247 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0981399 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0963312 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0636019 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00405537 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0500184 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.002472 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0509785 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0563193 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.664183 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0125466 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00692759 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0643466 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.111153 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.111962 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0380897 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.11134 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0352131 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0558538 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0890315 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0170083 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0236218 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.235687 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0490329 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.00512392 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.04874 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00505246 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.142429 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.088007 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.120544 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0204343 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0499201 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.067121 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0489988 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0725349 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0383015 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.112121 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0422119 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.018469 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0500184 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00253133 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0509785 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0563179 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.664998 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0125481 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.00692613 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.133163 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00651753 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0979268 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00935951 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.159358 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0370571 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.053825 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0549616 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.660284 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0170294 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00478815 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.100539 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00540785 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.159726 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0337298 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0742264 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00754949 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0054497 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0234611 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.136101 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.122119 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.210229 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.203641 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.128384 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0427851 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.130461 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00522486 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0119303 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0209417 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0177623 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.098023 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.236643 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0242453 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0384523 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.237938 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00759733 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.098023 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.204293 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0327645 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00602187 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0507411 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.1663 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0715235 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.186539 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0085835 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0825016 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.00812948 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0082344 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.059437 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.186539 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0106433 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0193019 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0129837 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00662772 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.013281 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.051568 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.00470547 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0195186 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0254257 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00462658 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00196166 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.051568 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.119603 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0226752 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00383775 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0517935 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.125049 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0255028 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.174886 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0198967 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0237463 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.155508 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.125049 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.352677 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0502614 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0245586 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0209681 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0894928 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0218155 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.000622745 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0888736 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00646598 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.202146 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.308768 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0380337 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.025561 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0612207 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0242453 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0384523 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.237879 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00759733 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0980246 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.204293 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0327645 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00602187 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0507411 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0209538 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0241508 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.153607 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.125321 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.354567 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0521509 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00392193 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0342437 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0494678 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0667609 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.171057 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.194478 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.026355 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0681908 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.125878 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0141593 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.105606 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.208028 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0364993 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00939576 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0502451 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.131552 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.350404 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0479881 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00604408 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0220986 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.308768 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0380337 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.025561 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0612207 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0253377 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00399642 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0798778 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0153611 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.132345 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.116857 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0148527 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.093647 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0852197 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.11422 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.4272 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.233404 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0809912 # DEPENDENCYPART_GRANDPAR
