# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(8,1),(8,6),0.0771557 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0127103 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.00282892 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0313935 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00140069 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0183428 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0054996 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00140069 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0018803 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0295631 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.568664 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.00461014 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.00121434 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.100317 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0148359 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0771557 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0127103 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00282388 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0313935 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00140572 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0183478 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0054996 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00140572 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00187527 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0295631 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.568664 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00461014 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0683016 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00950665 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0199403 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00779421 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0620808 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0159761 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0576416 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0245253 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.182527 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0576416 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0580827 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0348868 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00817153 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00896536 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0160179 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0739882 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0138924 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00408243 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0322763 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.000147179 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0170893 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00501613 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.000147179 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00313381 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0300466 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.567885 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00390101 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0270767 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00138422 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.149593 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0049073 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.136029 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.123419 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00324259 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.136029 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.147549 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0210336 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0229604 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0467766 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0840504 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.127 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0260488 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.131443 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.148949 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0412594 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.131439 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.132102 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0723183 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0737499 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0868703 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.179192 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00930775 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.165628 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.153018 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0135786 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.165628 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.177148 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00126066 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00812872 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0315619 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0344488 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0197822 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0198131 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0718894 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0197822 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0205395 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0218608 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0297005 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.122697 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0590634 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0571112 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0306044 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0590634 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.059355 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0488292 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00274544 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00696691 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0195347 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0716373 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0195038 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0202611 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0216 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0299924 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.121919 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0716373 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0195038 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0202611 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0218394 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0281157 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.12192 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0260042 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0260044 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0406852 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00138566 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.215385 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0202611 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0216 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0299924 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.121919 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0250516 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0270926 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.11934 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0428244 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.132651 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.106077 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0182159 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.198655 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0716792 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.18415 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0243687 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00876635 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00334052 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00301693 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00334052 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00179965 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.048339 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0968778 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0298369 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.134817 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0187332 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.111417 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0394828 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0161204 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0214689 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0161204 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0177884 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0506768 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00206559 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.135497 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00782766 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0315767 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0223902 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00612722 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0146486 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00612722 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00827536 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0174766 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00250652 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0706395 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.13259 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0853126 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.206623 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.20641 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.206619 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.208728 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.22664 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.195954 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0201775 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.025935 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.014884 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0234053 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.014884 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0170321 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0147072 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00364241 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0540835 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00119614 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0156627 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0011877 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00191807 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0223026 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0181964 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00804305 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00307077 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00804305 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00961227 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00881319 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0190393 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0619827 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0630172 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0654453 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0242071 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0328559 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0660581 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0684862 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0206874 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0260617 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0654453 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0242071 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0328559 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0314678 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.041216 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0230081 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.100325 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00121434 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0148359 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0771557 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0127103 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.521106 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0127105 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00140069 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0183428 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0054996 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00140069 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0018803 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0295631 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.568664 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00461014 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00121434 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0148359 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0771557 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0127103 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.521106 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0127105 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00140572 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0183478 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0054996 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00140572 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00187527 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0295631 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.568664 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00461014 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00950665 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0199403 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00779421 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.173551 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00779421 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0576416 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0245253 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.182527 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0576416 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0580827 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0348868 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00817153 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00896536 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0270767 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00138422 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.477652 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00216528 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.136029 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.123419 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00324259 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.136029 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.147549 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0210336 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0229604 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0467766 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0840504 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.194018 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0840504 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.131443 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.148949 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0412594 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.131439 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.132102 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0723183 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0737499 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0868703 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.494796 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0102749 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.165628 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.153018 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0135786 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.165628 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.177148 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00126066 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00812872 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0315619 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0729228 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0445481 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0368193 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.021799 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0445565 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0490581 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0847502 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0299769 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.018469 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.163149 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.150539 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0135809 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.163149 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.174669 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00125966 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00812856 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0315608 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0195347 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0716373 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0195038 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0202611 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0216 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0299924 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.121919 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0716373 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0195038 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0202611 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0218394 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0281157 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.12192 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0260042 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0260044 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0406852 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00138566 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.215385 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0202611 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0216 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0299924 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.121919 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0250516 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0270926 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.11934 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0428244 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.132651 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.106077 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0190671 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.111374 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0190647 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.111374 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0175789 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00490661 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0122289 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0138968 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0506726 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00209514 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0120631 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0200758 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0126657 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0200758 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0273055 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.012265 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0187856 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0209337 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0146959 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00367769 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00259688 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.266482 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0812094 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0251462 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0158541 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00829726 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.011403 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0190357 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0214886 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.187416 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0200722 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0248265 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0122673 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0163066 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0184547 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.014695 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00367778 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00259588 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0251462 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0158541 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00829726 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.011403 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0190357 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0214886 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.187416 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.307809 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0630684 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0654965 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0227155 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0280884 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.207652 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00790309 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00888988 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0348187 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00118672 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0182368 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0624556 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0262352 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0348826 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.20461 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0334959 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0432427 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.190764 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0230081 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0185982 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.153701 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0172328 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0172303 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0172328 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0122275 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0138954 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00716287 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.00794849 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0187869 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0209351 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00648413 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0163079 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.018456 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0187903 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0209384 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0624556 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0153939 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0177648 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0295242 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.03123 # DEPENDENCYPART_SIBL
