# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(7,3),(7,12),-0.00936504 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0258254 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00523234 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0750369 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0129407 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0704887 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00358343 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0231557 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0282352 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00999132 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.102609 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0851446 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0027044 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0598302 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0125084 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0830396 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.148654 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0877444 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0424533 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.100169 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.130959 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0169139 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0716443 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0803268 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.117937 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.110557 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.127169 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0803268 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.103307 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.133432 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.273677 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.120265 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0149587 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00767785 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0121588 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0810378 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0286968 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0822875 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0121588 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0340458 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.169469 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0634038 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0563804 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0611689 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00759442 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00141234 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0102035 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0055299 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00759442 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.260793 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00581377 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0240845 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.100266 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00584874 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00723755 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0181383 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.000680318 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00584874 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0777254 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00590654 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.116075 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0166959 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.102061 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0669846 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.104695 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0166959 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00835887 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.089028 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0100197 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0295443 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.000242866 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0321753 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0100197 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.000501586 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0141743 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0087566 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00762165 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00883187 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0141743 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0266291 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00602333 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0278815 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00599439 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0266291 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0179474 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.000281904 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0179166 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.259556 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.014343 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.033455 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00564916 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0154831 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0115381 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0060489 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0337562 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0431549 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0799929 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0337562 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0136033 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00695631 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.02015 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0140919 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0200765 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.11087 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00695631 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.140024 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0277203 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0110567 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0325254 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.014972 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0571527 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.158887 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00930883 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0283384 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.014972 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0734921 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0498117 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0232106 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.66662 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0627574 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.016101 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0384604 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0936189 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.66662 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0127103 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.018339 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0112263 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.025983 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00445896 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0313935 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0351806 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0112263 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0325254 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.014972 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0571527 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.158887 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00930883 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0283384 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.014972 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0484805 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0435485 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0157871 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0852112 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0348406 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0484805 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0420554 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0257232 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0471175 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00703247 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.362465 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00924285 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0373025 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.087977 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0613916 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.038272 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0284638 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.019935 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00919544 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0429737 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0506966 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0293779 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.181908 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0444623 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0152092 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0710408 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.016315 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0404831 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.110664 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0685318 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0710408 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0656849 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.128444 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0949954 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.145727 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0224313 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.211881 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0686463 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.154132 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.115254 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0224313 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0707243 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00995171 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.114666 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.201555 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.092189 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0307647 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0275216 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0732702 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.201555 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0659492 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0152092 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0710408 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.016315 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0404831 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.110664 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0685318 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0710408 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0656849 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0706504 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.204843 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0227934 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.127089 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.13747 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0706504 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0762828 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0348791 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0166397 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0319758 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0730745 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.862351 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0603162 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0620556 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00938828 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.00563605 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.379618 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.215724 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0986722 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0648104 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.366235 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.191231 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0287019 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.444602 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.163784 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.428528 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.126895 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0603162 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0308784 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0804863 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.00541516 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0173587 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.11782 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.00541516 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.30923 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0223694 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00508352 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0366611 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0142926 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00765719 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0253419 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0123647 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0258872 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0581325 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0525754 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0106596 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0594923 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0930653 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0311447 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0594923 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.247459 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0240925 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00718567 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00881695 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0320966 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00402888 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0510766 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0293621 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00350281 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0251247 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0437908 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0583388 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.000743051 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.00357308 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0583388 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0426598 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0184772 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0391882 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0145595 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.016025 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.069727 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0420546 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0141433 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0154889 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0140816 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0512712 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00253638 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.174683 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.189104 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.147224 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0242274 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00778024 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0310659 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0371631 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00191079 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00286482 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0419322 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0165316 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.032525 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0156261 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0686416 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.011061 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.091809 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0679221 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0395134 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0760365 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.013334 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0113785 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0288109 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0145784 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0724718 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0228647 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0116506 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0556194 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0324364 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0234585 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0134985 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0745282 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0588515 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0379132 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0705987 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0607327 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0692573 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.116602 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0842609 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.147224 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0242274 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00778024 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0310659 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0371631 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00191079 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00286482 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0419322 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0165316 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.032525 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0156261 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0500902 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.025981 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.028847 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00431309 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.181764 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.000399576 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00118308 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0117533 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00105257 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.00056589 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0666771 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0572343 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.071718 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0275328 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.110913 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0729854 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0380733 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0722864 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00081282 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.141678 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0558891 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0347428 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0624015 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0586236 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.136363 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0246632 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00988648 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0698516 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0206295 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00688236 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0727457 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0748023 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0750068 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0157642 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00715489 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0553476 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.136093 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0121762 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.000996296 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0173302 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.209144 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.106766 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0970079 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.176314 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0995844 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0418728 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.17807 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00452507 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.00330363 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.010974 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.000517498 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.01606 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0710583 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0136243 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0817789 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.101652 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0642873 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0243471 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.148654 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.100169 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.130993 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.171711 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0617341 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.138624 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.100169 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0745256 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0169141 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0786696 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.031564 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.110412 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.127169 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.166615 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0805541 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.273676 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.120231 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00569492 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0661655 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00909223 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.273676 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.111889 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0149585 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0588296 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0536839 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0292457 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0822875 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0419085 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0123861 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0776248 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0410521 # DEPENDENCYPART_SIBL
