# _root_ Do oblasti Plitvických jezer , kde působí náš prapor jako součást ochranných sil OSN , se začnou přesunovat autobusy 10 . října .
#goldHeads=17,1,4,2,7,7,2,9,7,11,9,13,11,13,7,18,0,17,17,22,20,17,0,
#predictedHeads=0,1,4,2,7,7,4,9,7,11,9,13,11,13,17,18,0,17,18,22,20,19,0,
(5,7),(5,15),0.0366957 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.363286 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0344299 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0299923 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0347516 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0203784 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0261059 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0937993 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0661765 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0155179 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0414489 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0430026 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0682626 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0301775 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0654449 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0404767 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0114664 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0618828 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0396674 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0644064 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0547899 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0196306 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.239411 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0208053 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.131228 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0178023 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.131421 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0429244 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.377831 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00308547 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.000838507 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0632023 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00517488 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.20832 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00508928 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0937896 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0416104 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0939824 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.329963 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.105584 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.202425 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.103655 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0352719 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.101979 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0389835 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0932811 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.108264 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0456454 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0192293 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0761254 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0187313 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.264335 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.110973 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0459286 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00271429 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0172748 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0129973 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0945616 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0145886 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0144889 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0337253 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0146025 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0107776 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0175544 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0426945 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.069936 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0143504 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.069936 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.192949 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.209851 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.161585 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.129382 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.10249 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0372743 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.002209 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0199108 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0490783 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0279194 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0593438 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0495578 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0121179 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0112564 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.034101 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0201032 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0090846 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0147048 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0090846 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0509199 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0345062 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00254601 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.107269 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.053067 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0344038 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0343103 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0773873 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0446705 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0574637 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.030339 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.090941 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0871273 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0421574 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0384924 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0966055 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.044491 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0966055 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.162703 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.124282 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.109321 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0568136 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00271841 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0394501 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0557237 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0474587 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0788831 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0106751 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0309149 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0300534 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0536403 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0258141 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0241494 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0342441 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0241494 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.724988 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0345422 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0389313 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00112634 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0539228 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0219598 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0701725 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0155528 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.215022 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0014745 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00728845 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0413435 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0110851 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00192931 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0687058 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.00192931 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0108428 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.10655 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00626197 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.129977 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0572795 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.13982 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0944075 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.173063 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0911781 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0968269 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.106938 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.11943 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.103921 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.130493 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.103921 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0172757 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0644359 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0138461 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0799968 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0173342 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0261124 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0159246 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.036696 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0346276 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0174847 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.00883434 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0422216 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00367532 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0422216 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0853459 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0827199 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0112233 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0890523 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.100138 # DEPENDENCYPART_SIBL
(7,9),(7,15),-5.57859e-05 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0185069 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0154788 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0858903 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0231872 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.122529 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0728153 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.122529 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0295098 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.10058 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0321965 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0405564 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0321684 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0774637 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0753828 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.031884 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0774945 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0370774 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0180092 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0370774 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0080349 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0859238 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0970095 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00232341 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00416251 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00113441 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0827617 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0199907 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.123805 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0696868 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.123805 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0904998 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0993747 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0544472 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0449116 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0469812 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.090471 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.120075 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.155081 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0766627 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.155081 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.117926 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00693597 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0198043 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0167762 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0978632 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0236909 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.129468 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0847883 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.129468 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0131843 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0159114 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0128833 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0875802 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0238492 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.135677 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0745053 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.135677 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.105532 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.103442 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0934162 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.105732 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.116128 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.082898 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.116128 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.239961 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0478815 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.00836163 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0132857 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0691538 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0132857 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0490725 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00943192 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0116294 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0703447 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0116294 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0172833 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.116717 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0669117 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.116717 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0990739 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0453375 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0990739 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0829548 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0767192 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.116138 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.184527 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0207781 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0196845 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0603424 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0151789 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0939308 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0178141 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0160409 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0100197 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0248807 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0174838 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.038965 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0225485 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00345233 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00357578 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00803912 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00584874 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0581755 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0612042 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0243369 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0372761 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0288947 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0317783 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.024794 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0425841 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.062105 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0774783 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0760224 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0651539 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0111393 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0510906 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0426413 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0566738 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0424947 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0481898 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0348769 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0710112 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0429016 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0172295 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.033349 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0200194 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0077836 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0846663 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0027929 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0299511 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.242509 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.104581 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.081921 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0278001 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.189055 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.132925 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.194668 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.214128 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0365272 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0272302 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0249906 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.18846 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.183003 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.157854 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0317934 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0651233 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0428456 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.103027 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0475163 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0237002 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.192817 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.454224 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.470809 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0431013 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0530424 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0554724 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00543154 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.111481 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00613521 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.105248 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.125802 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0400875 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0870986 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0981389 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.117101 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.110759 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0823454 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.21363 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.133506 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.220739 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.232242 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0100621 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.163151 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.172206 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.218009 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.219852 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.179405 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.129689 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.185018 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.204478 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0345892 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0239948 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0217552 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.17881 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.173353 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0233899 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0881045 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0921787 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00628228 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.349235 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.348712 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0834275 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0838422 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.155541 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.158626 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0237139 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.380249 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.380209 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.154532 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.154532 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.109228 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00984055 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.355571 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.355047 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0946617 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0950764 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0240597 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.358095 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.357572 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0906339 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0910485 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.342313 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.342252 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0885105 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0915251 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.799207 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0144933 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0108967 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.018855 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0152584 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0834978 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0561792 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.197154 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0543844 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0419585 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0206941 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0235777 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00353445 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0343602 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0276099 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0250672 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.102371 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00944906 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0803126 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0647949 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0539263 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0448142 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0103773 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0103986 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0776703 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00400857 # DEPENDENCYPART_SIBL
