# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(15,11),(15,23),-0.00448065 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.123894 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0107571 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.050475 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0151083 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0118717 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00469364 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00326947 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.050475 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.121401 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0523889 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0237246 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0204879 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00441457 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00620425 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0523889 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.119893 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0303414 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0303414 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.042437 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0435932 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0377763 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.185637 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0601595 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0112418 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0347525 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.018625 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.104611 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0112418 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0347525 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0186412 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.104628 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0137678 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.00970354 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.00352882 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0132755 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0189288 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.185637 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.104407 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.104407 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0323282 # DEPENDENCYPART_SIBL
(16,17),(16,18),-1.36803 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.185089 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.185089 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0194756 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0738889 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.109729 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0194756 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0273377 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.147527 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0194756 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.0194756 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0116568 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0348826 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0600275 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.018778 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.104764 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0600275 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.0600275 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0137666 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00233445 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00969739 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.00353497 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.00233445 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.00233445 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.028015 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0132685 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0189217 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.028015 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.028015 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.018778 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.104764 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0600275 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0600275 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.185686 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.0302974 # DEPENDENCYPART_SIBL
(17,23),(17,29),-0.0302974 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.0314621 # DEPENDENCYPART_SIBL
(17,25),(17,29),0.0314621 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.0600275 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0107589 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0128379 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.106594 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0128676 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0246328 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00494252 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00356055 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0128774 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0141367 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0985176 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0141664 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0327101 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00466623 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00649751 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0214975 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.105685 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0134459 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0241405 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00567124 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00342752 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0152386 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0678771 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0477047 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0736309 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.109729 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0194756 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0240845 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00584874 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00367778 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.018361 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0141743 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0190393 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00756143 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0137666 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00233445 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.028015 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0337562 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.119181 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0208756 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0343515 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0321147 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0238838 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.00278138 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0362554 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0337713 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0339895 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0335444 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0338386 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0337562 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.00695631 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0502118 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0110569 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.00652054 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.0110569 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.4948 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0243228 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.00951231 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.119676 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0312793 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.00781709 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0107201 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.00726258 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0110516 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.036481 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0110567 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0110567 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.014972 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00812856 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.165632 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.180995 # DEPENDENCYPART_SIBL
(19,3),(19,29),0.165632 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.412956 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0752921 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0313845 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0592731 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0178018 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0711137 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0647144 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.072911 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0308792 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0729228 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0729228 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0784213 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0299769 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0445565 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.0488833 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.0445565 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.00506334 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0861661 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0152105 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0156342 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.000138642 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.00375801 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.000113124 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0293854 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.000552728 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.000552728 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0443157 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0425829 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0111169 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.00657212 # DEPENDENCYPART_SIBL
(19,5),(19,29),-0.0111169 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.12436 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0337135 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.00787855 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0071564 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.00369886 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.00748784 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0389152 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.007493 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.007493 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0155993 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.00878632 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.15575 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.171113 # DEPENDENCYPART_SIBL
(19,8),(19,29),0.15575 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.084137 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0334574 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0502985 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0520909 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0504116 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0890617 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0499612 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0499612 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.64848 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0111395 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0256362 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0210952 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.0256362 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0336709 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0230493 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0221064 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0210901 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0605954 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.020939 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0208566 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0618726 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0162399 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0360697 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0406061 # DEPENDENCYPART_SIBL
(19,10),(19,29),0.0360697 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0022645 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.00240515 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.000846267 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0696689 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.000846267 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.000846267 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0163333 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00492223 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0640067 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0666658 # DEPENDENCYPART_SIBL
(19,11),(19,29),0.0640067 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.00627733 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0100663 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0368482 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0100715 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0100715 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00876724 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0131257 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.150887 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.166251 # DEPENDENCYPART_SIBL
(19,13),(19,29),0.150887 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00859726 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.04661 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00860242 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00860242 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00166957 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0175219 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.151171 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.166534 # DEPENDENCYPART_SIBL
(19,14),(19,29),0.151171 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0374806 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0110536 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0110536 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0148279 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00836232 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.162096 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.177459 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.162096 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.118716 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.118551 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0288871 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0505755 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0101899 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00565373 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0101899 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0110567 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.014972 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00812856 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.165202 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.180566 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.165202 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.014972 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00812856 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.165632 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.180995 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.165632 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0234463 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0218049 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0218079 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0218049 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0373667 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0373697 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0373667 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0200987 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0195038 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0232045 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.00541516 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.30923 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.231444 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.00508352 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.000553048 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0167598 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0368699 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0899096 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.12537 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0124951 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.00470268 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0056615 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0588576 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.00566228 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.00541516 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.30923 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.072009 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0123647 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0581325 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0117856 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0194588 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.0734234 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.00101447 # DEPENDENCYPART_SIBL
(20,1),(20,28),0.0123647 # DEPENDENCYPART_SIBL
(20,1),(20,29),0.0123647 # DEPENDENCYPART_SIBL
(20,1),(20,30),-0.104338 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.147224 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0928545 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.00778024 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.184691 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.00278963 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.00254005 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0544403 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0836267 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.192028 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.195462 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.189121 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0125905 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.189186 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.189104 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.147224 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0387897 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0419322 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.032525 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0372269 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0149401 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0402682 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0700673 # DEPENDENCYPART_SIBL
(20,3),(20,28),-0.0419322 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.0419322 # DEPENDENCYPART_SIBL
(20,3),(20,30),-0.0235203 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.608976 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.025981 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0424719 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.11299 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0471191 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.00801482 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0314024 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0210264 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0131881 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0268077 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0176307 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0267525 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0268348 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.174704 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0274263 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.00118308 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.00105257 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.000175777 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.00320372 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.029274 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0205994 # DEPENDENCYPART_SIBL
(20,4),(20,28),0.00118308 # DEPENDENCYPART_SIBL
(20,4),(20,29),0.00118308 # DEPENDENCYPART_SIBL
(20,4),(20,30),-0.0253276 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0970785 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.145783 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.159532 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0952114 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0402324 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.00886567 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.126498 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.136453 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.129102 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.142442 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.129475 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.129558 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0819435 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0269871 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0752181 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0274306 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0746475 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.101983 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0255733 # DEPENDENCYPART_SIBL
(20,5),(20,27),0.0603765 # DEPENDENCYPART_SIBL
(20,5),(20,28),0.0752181 # DEPENDENCYPART_SIBL
(20,5),(20,29),0.0752181 # DEPENDENCYPART_SIBL
(20,5),(20,30),-0.0779224 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.0434191 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.015563 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.207183 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0128233 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0631828 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0284068 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0297877 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.031565 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0910939 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0314999 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0315823 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.213189 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.311281 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0586236 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0246632 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0591936 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0394645 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.313041 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.0921001 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.0586236 # DEPENDENCYPART_SIBL
(20,6),(20,29),-0.0586236 # DEPENDENCYPART_SIBL
(20,6),(20,30),-0.169472 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.00170897 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0157932 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0629624 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0922399 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.206554 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.209988 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.203647 # DEPENDENCYPART_SIBL
