# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(6,3),(6,8),-0.093454 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0438991 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0990687 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.017403 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0284905 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0445198 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0164932 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0191998 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0236442 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.102848 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00874557 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0377495 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0137682 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00229845 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00284892 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0280286 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.020455 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0392648 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.141302 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0608735 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.030071 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0581815 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00681944 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0176441 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0190821 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0231743 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0190574 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0427867 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0635861 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0427867 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.12452 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0155267 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0349421 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.176525 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0251211 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.270356 # DEPENDENCYPART_SIBL
(7,2),(7,8),-9.83313e-06 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0543564 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0153945 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0521602 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.112702 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0347524 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.112702 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.000708226 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0361622 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0351709 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0644665 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0682479 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.204846 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0932962 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.104342 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0955749 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0104097 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.120658 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0104097 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.14349 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.1236 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00552453 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.018168 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0480803 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0100622 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00568462 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0122096 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00838396 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0361696 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00838396 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00810966 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0018221 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0369154 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.082785 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.060897 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0867153 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0628045 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0386022 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0950956 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0386022 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0734505 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0592944 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0308855 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.021413 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0471681 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0319507 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.000194351 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0254473 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.000194351 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00562694 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0471586 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.107163 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0331442 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.107112 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0493901 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0545054 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0493901 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00597618 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0184816 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00672558 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.118928 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.019723 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0336936 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.019723 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.142582 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00260922 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00227134 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.024693 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0498312 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.024693 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0490689 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0239659 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0126846 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0265928 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0126846 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.137328 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0245247 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.089868 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.124158 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0340273 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.111434 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0413161 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00181048 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.124777 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0340273 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.111434 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.211513 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.12133 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0148136 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.027343 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0369529 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0472324 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0574984 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0387454 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.141271 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0943432 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.343919 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.138778 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.106603 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0446506 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0245404 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0997906 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0835373 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.16801 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0934096 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0150316 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0150763 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.184628 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.285004 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0135718 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0267961 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0172411 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0501034 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0402364 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.122397 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.114363 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.046282 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0345026 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.1891 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.224393 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00012171 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0639452 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00352855 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0072878 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0771651 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.231493 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0710074 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0916562 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.00637692 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.260787 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00651821 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.062396 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0208657 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00253952 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.000869209 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.221849 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.105198 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00269213 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00512034 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0770147 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.103563 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.066489 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0382936 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.118938 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.214713 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.141631 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.11792 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0169738 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0639452 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00283449 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00740119 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0773164 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.231493 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0710074 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0918075 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0064903 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0174188 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0220809 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0522755 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0972658 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0619429 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0508717 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0152071 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00828677 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0336986 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.121215 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.104764 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0345546 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0116355 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00934135 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.144231 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0118608 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00088097 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.256927 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0273366 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0191545 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.110223 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0290188 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0361544 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0421867 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0570265 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00733813 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.00934003 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.00283916 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0669447 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0392237 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0629913 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.192704 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.423546 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0329593 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.184525 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0951474 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0107888 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0817382 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0799077 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.228902 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0943987 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00987787 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.179192 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0091046 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0436653 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.000867952 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.221032 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00269087 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00144474 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0788261 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0910902 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.12789 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.191292 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.127775 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0796372 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0285314 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00934085 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.144231 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00088047 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.256927 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0428461 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00982949 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0416075 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0160675 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0273366 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.110222 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0290188 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0421862 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0570265 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.00283916 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.100447 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0113981 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.017014 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0403928 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.00616162 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0111895 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0373334 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00633599 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0479464 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.00616162 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0419195 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0543451 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.00666873 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0174352 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.519354 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0464137 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0666841 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00830357 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0802136 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00228053 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00135832 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0771541 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00383185 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0171247 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0023667 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.488956 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.099711 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0120377 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.103027 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0270316 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.647313 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0288236 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0583932 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.00730594 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.193748 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0614527 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00742611 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00655719 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00725174 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0115015 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.111017 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0901538 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0813055 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.161305 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0981954 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0405234 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.00515885 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0973028 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0465457 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.00539124 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0331724 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00752692 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0704715 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0200973 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.051007 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0256842 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0455403 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.019584 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00813462 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0734937 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.100325 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0128847 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0632857 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0127103 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0842938 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0683902 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.540333 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0319131 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0331714 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0121077 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.140018 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0277203 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.010882 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00199014 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0110563 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0877154 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0832289 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0288524 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00533159 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0334191 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0059409 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0734921 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0483465 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0622565 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0498117 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.517087 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.051934 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0103117 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0384604 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.01649 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.667481 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0128847 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0632857 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0127103 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0834406 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0689096 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.541303 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0313935 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0336908 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0112546 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0018483 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0109134 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0863166 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0917075 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0203738 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0147679 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0233491 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00733971 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0521106 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0744762 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.000809485 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0423012 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0122072 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00416911 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00267113 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0788086 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0921268 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0199539 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00930883 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0229298 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0148478 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0155396 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0342334 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00306459 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.115094 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.374097 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0238954 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0200981 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0807264 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0775864 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0222527 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0582557 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0207857 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0183885 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0429797 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0604183 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.149387 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0562318 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0914882 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00410743 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.014125 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.055371 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00736819 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.00461795 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0139102 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.106365 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.118145 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.288114 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.169329 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.255482 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.139152 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.139109 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.264357 # DEPENDENCYPART_SIBL
