# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(5,1),(5,7),-0.0353051 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0347292 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0323685 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0288753 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0273869 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0353051 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.00990525 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0383285 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.282202 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0064087 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0439218 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0229299 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0256722 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0654965 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0064087 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0439218 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0162934 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.00864745 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00455531 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0412126 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0119257 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0326544 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0908574 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00455531 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0412126 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0204037 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0729223 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0401727 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0370143 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0594866 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.049438 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00208956 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0401727 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.018277 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0438559 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0466775 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00344091 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.012969 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0546165 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00420475 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0177182 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0509486 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0413919 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0373294 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00900622 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0405989 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.277689 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.143679 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0162832 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0477358 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0376502 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00537863 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0529853 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0221675 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0190594 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0111623 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0353924 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0401727 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.018277 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0438559 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0177182 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0509486 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.125618 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0338193 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.155918 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.139034 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00520145 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0620392 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0169949 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0373874 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.136549 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0070587 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0620392 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0144286 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.133094 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.127025 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.028095 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0301381 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0829879 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.015988 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.089057 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0262238 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0301381 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0723258 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0213759 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0708344 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0831983 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.783584 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.122307 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0642429 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0467642 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0831983 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.717811 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0580163 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0815625 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.698987 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.120671 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0519811 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0351712 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0815625 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.657723 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0659207 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0198329 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0412689 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.131411 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00523644 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0659207 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0117046 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.107903 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0487096 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0744335 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.015103 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0413593 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0816935 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0438804 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00749201 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.112773 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.042494 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.367038 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0939257 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.000505933 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0255739 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.054305 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0311854 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0312805 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0681956 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0528564 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0429737 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0816935 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0287285 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0402168 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.022967 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.20336 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.035728 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0693836 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0881862 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0475232 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.089067 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.149289 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00854532 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.043901 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.122834 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.140735 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.012076 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.216697 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0350875 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0675063 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.249244 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.108138 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00874265 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.163061 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.13399 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.103999 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.387407 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.152261 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.179368 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0485345 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0677699 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0052507 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0576479 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0847618 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00480777 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0367035 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.015472 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0312554 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.012487 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0238956 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00528253 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.202396 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.155084 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0420445 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.265901 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0974485 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0252117 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.146721 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0570612 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0121712 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0838215 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0414135 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0189465 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0152192 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.059035 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0152196 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00407598 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0145586 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.291198 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0906382 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.11658 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.147299 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0183617 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0562377 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0491496 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0348845 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.019301 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0204137 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0481829 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0181364 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0346306 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0160447 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0283834 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0165601 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0818092 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0795394 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.132836 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00137989 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0427451 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.031172 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0179026 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00581282 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00166823 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0657513 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0061491 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0115117 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00405743 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0163961 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.00457283 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0593114 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0945412 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0051751 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0302425 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0417653 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0142885 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0472345 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0437297 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0877393 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0529794 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00271078 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0559645 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0445558 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0631689 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.569191 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0298703 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0329514 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0963895 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0412399 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0294112 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0301238 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.128707 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0271672 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0362712 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0230658 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0136099 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0205025 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0829988 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.02462 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.249426 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.054708 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0797017 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.125005 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.109517 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0934114 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0521512 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0934115 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0940874 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0940141 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0366465 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0711471 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.13707 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00975288 # DEPENDENCYPART_SIBL
(8,9),(8,15),2.82392e-05 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0656696 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0611554 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.189766 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0611553 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.049323 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0634349 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.043881 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.105459 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0539552 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0917919 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0185335 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0425848 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.142799 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0425848 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.029651 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.044321 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.118779 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0533809 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0901423 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.133643 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.115513 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.151922 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.115513 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.102474 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.118895 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0345548 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0274395 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0777726 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0219067 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.132809 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0219067 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0333959 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0196272 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0529638 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0234651 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.014506 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0991957 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.014506 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0274398 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0127697 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.176507 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0405857 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.113873 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0405857 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0525876 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0387457 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.134261 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.044415 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.134261 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.151836 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.130547 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.211215 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.133854 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.12031 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.137408 # DEPENDENCYPART_SIBL
(8,18),(8,19),3.18294e-06 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0326154 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.00172815 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.1203 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.137399 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.108788 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.290566 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.150802 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.068329 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.333481 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0372149 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00573298 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0316703 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0687387 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0843849 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0451296 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0334339 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00316885 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.024409 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00529889 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0401563 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0244878 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.155918 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.139034 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00520145 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.493481 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0216678 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.135971 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00867498 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.068445 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0620392 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.103493 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0144286 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0603032 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.00364309 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0213759 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0708344 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0219987 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0546315 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0148621 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0730638 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0704512 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0831983 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0649255 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.717811 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0839736 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0422725 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0580163 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0606242 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0386519 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0154795 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0570843 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0582834 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0815625 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0526549 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.657723 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0729778 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0448789 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.507798 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0336926 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.125819 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.021507 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0708891 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0659207 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0983555 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0117046 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0626459 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00788719 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.412956 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0934984 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0216951 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0734766 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.016143 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0335565 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0784213 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0741828 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0771629 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0919142 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0184493 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0227546 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.132268 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0214685 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0443157 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.074342 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0235153 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0525623 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0750928 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0325685 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.166739 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.765556 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0630614 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0944776 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0206079 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.141249 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0351604 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00836894 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0705676 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.028993 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0419628 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.113636 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0968045 # DEPENDENCYPART_SIBL
