# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(5,14),(5,15),-0.0340273 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.133889 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0681097 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0996411 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.121482 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.297238 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.229178 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.169095 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.226467 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0640432 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0425124 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0631582 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.123178 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.00951201 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0707868 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.441412 # DEPENDENCYPART_SIBL
(6,7),(6,9),-1.40974 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.722624 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00181506 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.114441 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.199074 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0612246 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.05983 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0608484 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0563518 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.171141 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00693688 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.106081 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0609685 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0483098 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0222686 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0732917 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0557433 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.13948 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00546998 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.141041 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.109844 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0177794 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0535172 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0898749 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.177694 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.172334 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.028045 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0154907 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0465571 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0073088 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0507414 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0300814 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0375018 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.092521 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00897903 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.121248 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0470398 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0263622 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00898585 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00955265 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0259705 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0095748 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.10187 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0031715 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.153232 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0118577 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0316052 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0192176 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0606123 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00250982 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0495199 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0161447 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0247665 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.231603 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.142708 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00366098 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0105077 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0228227 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0703098 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0124279 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0357652 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.048391 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00340973 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.033001 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0715883 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.115278 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.142019 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.102989 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.105991 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.171369 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00408105 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0221893 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.073191 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0580933 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.139379 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0512105 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0468245 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.128924 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0169353 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0526518 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0914601 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.176828 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0831189 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.003989 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0244297 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0596965 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00687107 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.222458 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.000911374 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0136056 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0776162 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0229702 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.234093 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00311222 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0264541 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00935166 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00964454 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0145473 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00930088 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.10187 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00994927 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.153232 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.260137 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0573503 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0124847 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0280258 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0261671 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0964847 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0876218 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0120612 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.611081 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.010836 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0261647 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.044479 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.604958 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0564246 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0509177 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0106108 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0735182 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0508439 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0548442 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.672613 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0384604 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.01649 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00316086 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.66649 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0848774 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0222841 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0800189 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0339129 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0230931 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0140175 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0200765 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0110785 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0330923 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00777895 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.315986 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0279653 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00839608 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0101604 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0185855 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0225989 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0107698 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0439568 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0255755 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.045142 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0128705 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0121643 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0241385 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0314843 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0336099 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00401521 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0131563 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0614402 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0236265 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0047742 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00868151 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0235441 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0574229 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0117643 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0313818 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0105955 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.116105 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.246403 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0732004 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0107364 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0206728 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0445387 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.110011 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0953292 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.362947 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0326871 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0183885 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0424923 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0429737 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0440877 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0697886 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0604686 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.052476 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0513513 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0288181 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0325245 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.132594 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00357698 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0236365 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0202085 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0466045 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.144185 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0998971 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.132925 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0411796 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0719871 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.1262 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00567635 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.104979 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.127629 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.449449 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.124379 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.325963 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0479385 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00565646 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0485989 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0472961 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0673604 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0628171 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.190727 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0609407 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.154002 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0329847 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.117796 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00652665 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.168649 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.152185 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.16274 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.116207 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0691628 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0489187 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0193115 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.122516 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0866734 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0227192 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0182759 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0155573 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.210243 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0990877 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.078707 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.041277 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.244285 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.203156 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0863258 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0812957 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0952043 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.00838936 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.10642 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0248369 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0120007 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0285913 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00357985 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.12842 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0090083 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0606841 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0534477 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0137083 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0975829 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0708273 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0596257 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0399018 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0971726 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0268241 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.00896285 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0237384 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00180094 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.237866 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0517173 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0371435 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0819515 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.198437 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.158642 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0552444 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0345548 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0673856 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.040202 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0655456 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.100746 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.052165 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.042153 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0486676 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.144946 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.050939 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.110392 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.10062 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.252397 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.142005 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.299094 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0393971 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.196053 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0710398 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.136923 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0356457 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.123449 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00964629 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.174025 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.156204 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.1665 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.121861 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0729166 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0523421 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0139972 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.290579 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0204879 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.230192 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0239777 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.11607 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0993326 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0305078 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.22274 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0135298 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0299204 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.154002 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.034897 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.121688 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00836288 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.170479 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.154014 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.164376 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.1201 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0707988 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.050755 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0312866 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.00436126 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0603024 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.185925 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.165764 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0154565 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00555688 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00394105 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.000491435 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.332028 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0980758 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0142936 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0556658 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.11331 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.331849 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0533216 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0415823 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0187112 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.396451 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.34526 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0697833 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.81865 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0777623 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0827672 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.111687 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.125076 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0142162 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.283018 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0313534 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0768454 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.18955 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0842647 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.261437 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.119684 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0250675 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0258457 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.214449 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0630759 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0869791 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.432933 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00675508 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.089583 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.087376 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0872976 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.098159 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00108368 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.168189 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0322793 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0367719 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0453454 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00306551 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0782521 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.000981268 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.224759 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0382643 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0347029 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0520412 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0519623 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0162761 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.132601 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0192805 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0515079 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.060435 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0192688 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.000582132 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00115547 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.179515 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.175503 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.190112 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.134367 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0385934 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00834581 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0124608 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0404336 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0115999 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00328797 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0202519 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0184589 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0553406 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.13753 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.182465 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0341501 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.00193241 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0331545 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0411953 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0929865 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.18031 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00964967 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0293507 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0174318 # DEPENDENCYPART_SIBL
