# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(19,16),(19,21),0.010705 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0982152 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0144021 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0192296 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.00121504 # DEPENDENCYPART_SIBL
(19,16),(19,31),0.00297403 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00700504 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.050375 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.185078 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.202792 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.226622 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.197658 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.195909 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00340319 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0597918 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.00457055 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0469275 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.013775 # DEPENDENCYPART_SIBL
(19,18),(19,31),0.0964212 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.194621 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00793116 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0348187 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0100423 # DEPENDENCYPART_SIBL
(19,21),(19,31),-0.00118672 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0138802 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0180306 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0110847 # DEPENDENCYPART_SIBL
(19,22),(19,31),0.0250003 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0219433 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.00478525 # DEPENDENCYPART_SIBL
(19,24),(19,31),0.0321623 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.286086 # DEPENDENCYPART_SIBL
(19,25),(19,31),-0.0230081 # DEPENDENCYPART_SIBL
(19,26),(19,31),-0.0137666 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.100078 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.109867 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0405709 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0948688 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0990471 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.081877 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.106846 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0939273 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.714018 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.671758 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0768442 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.00192807 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0339122 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.074419 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.02072 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0837567 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0692921 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.645771 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.600591 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.00135832 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00850983 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.00275314 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0115552 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0771541 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0023667 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.697518 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.646088 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0589972 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0549315 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0460017 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0734921 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0498117 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.713027 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.666255 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.00405861 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.105555 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.00754004 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00942031 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.080742 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0718459 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0314954 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0360432 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00349835 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.00784906 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.00836174 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0194411 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0840504 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0723183 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0792411 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.012834 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0286017 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0102672 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00125966 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0147882 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.399271 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0921737 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.0820286 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0420022 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.00848863 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.039132 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.033836 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0341637 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0880192 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.110813 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0447812 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0426593 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0353605 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0421661 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0341457 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0420022 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.189266 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0266173 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0748017 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0699204 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0567351 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.221762 # DEPENDENCYPART_SIBL
(21,1),(21,28),-0.0746858 # DEPENDENCYPART_SIBL
(21,1),(21,29),0.00856961 # DEPENDENCYPART_SIBL
(21,1),(21,30),-0.0993519 # DEPENDENCYPART_SIBL
(21,1),(21,31),0.00592754 # DEPENDENCYPART_SIBL
(21,1),(21,32),0.221762 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.164979 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0682646 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.175599 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.185857 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0978029 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.179975 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0909553 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0962077 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.132188 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.189485 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.126747 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.230373 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.179958 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0682646 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00310872 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0185594 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.105561 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.491671 # DEPENDENCYPART_SIBL
(21,4),(21,26),0.478104 # DEPENDENCYPART_SIBL
(21,4),(21,27),0.00354683 # DEPENDENCYPART_SIBL
(21,4),(21,28),-0.105455 # DEPENDENCYPART_SIBL
(21,4),(21,29),-0.0591793 # DEPENDENCYPART_SIBL
(21,4),(21,30),-0.127985 # DEPENDENCYPART_SIBL
(21,4),(21,31),-0.0617631 # DEPENDENCYPART_SIBL
(21,4),(21,32),0.00354683 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.000503637 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.119251 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.149075 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.00985915 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.143193 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0100407 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.00957411 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0444285 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.15271 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0387807 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.182684 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.143176 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.000503637 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0189585 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0494886 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.182149 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.387926 # DEPENDENCYPART_SIBL
(21,5),(21,26),0.371587 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0339411 # DEPENDENCYPART_SIBL
(21,5),(21,28),-0.182042 # DEPENDENCYPART_SIBL
(21,5),(21,29),-0.10125 # DEPENDENCYPART_SIBL
(21,5),(21,30),-0.204572 # DEPENDENCYPART_SIBL
(21,5),(21,31),-0.103834 # DEPENDENCYPART_SIBL
(21,5),(21,32),-0.0339411 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.248106 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.00174444 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0984554 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.00412234 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.0952586 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0302626 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.00750017 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0105905 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0131114 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0165709 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00416525 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.020552 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0437863 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0256597 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.00892333 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0061582 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.0323158 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.0296135 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.0180496 # DEPENDENCYPART_SIBL
(21,7),(21,29),-0.0126792 # DEPENDENCYPART_SIBL
(21,7),(21,30),-0.0485527 # DEPENDENCYPART_SIBL
(21,7),(21,31),-0.0141173 # DEPENDENCYPART_SIBL
(21,7),(21,32),-0.0296135 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.143513 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.116384 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.135094 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.206557 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.179856 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.140818 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.143081 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.157661 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.214751 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.135076 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.184749 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0968746 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0554983 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.108372 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.14542 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.113819 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.0825213 # DEPENDENCYPART_SIBL
(21,8),(21,28),-0.108349 # DEPENDENCYPART_SIBL
(21,8),(21,29),-0.0410459 # DEPENDENCYPART_SIBL
(21,8),(21,30),-0.130292 # DEPENDENCYPART_SIBL
(21,8),(21,31),-0.0437858 # DEPENDENCYPART_SIBL
(21,8),(21,32),-0.0825213 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.00604407 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0286661 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0227363 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0270835 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0442339 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0401403 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0905399 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.275125 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0286366 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.111767 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0630383 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0103597 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0460433 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0377164 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0296776 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.0240811 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.0472645 # DEPENDENCYPART_SIBL
(21,10),(21,29),-0.0305794 # DEPENDENCYPART_SIBL
(21,10),(21,30),-0.00802099 # DEPENDENCYPART_SIBL
(21,10),(21,31),-0.0333024 # DEPENDENCYPART_SIBL
(21,10),(21,32),-0.0240811 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0566089 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.101145 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.126283 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0272239 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0651045 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.012113 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0424204 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0565908 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0168326 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.215275 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0357006 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0808427 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0393584 # DEPENDENCYPART_SIBL
(21,11),(21,26),0.0523697 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.183327 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.0807268 # DEPENDENCYPART_SIBL
(21,11),(21,29),-0.0283684 # DEPENDENCYPART_SIBL
(21,11),(21,30),-0.105393 # DEPENDENCYPART_SIBL
(21,11),(21,31),-0.0310105 # DEPENDENCYPART_SIBL
(21,11),(21,32),0.183327 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.046853 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0475981 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0287711 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.027617 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0750771 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.263753 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0161133 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.12496 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0590462 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.012883 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0474651 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0331303 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0250915 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.022232 # DEPENDENCYPART_SIBL
(21,12),(21,28),0.0486864 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.0302202 # DEPENDENCYPART_SIBL
(21,12),(21,30),-0.00659917 # DEPENDENCYPART_SIBL
(21,12),(21,31),-0.0329432 # DEPENDENCYPART_SIBL
(21,12),(21,32),-0.022232 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0163486 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0675433 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.106849 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0539759 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.209371 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0973222 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00345061 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0180991 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0205467 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.13651 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.500673 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.484394 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.0282131 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.136403 # DEPENDENCYPART_SIBL
(21,13),(21,29),-0.0676539 # DEPENDENCYPART_SIBL
(21,13),(21,30),-0.158933 # DEPENDENCYPART_SIBL
(21,13),(21,31),-0.0702377 # DEPENDENCYPART_SIBL
(21,13),(21,32),-0.0282131 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0929724 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.148057 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0875275 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.195265 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.138531 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.00605505 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0163244 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0187217 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.150328 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.497161 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.479712 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0174595 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.150222 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0607495 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.172752 # DEPENDENCYPART_SIBL
(21,14),(21,31),-0.0633333 # DEPENDENCYPART_SIBL
(21,14),(21,32),-0.0174595 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0438932 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.018957 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0543299 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0347734 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0363644 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.176547 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0483845 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0861007 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.041152 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0270205 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.115574 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0859848 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0114677 # DEPENDENCYPART_SIBL
(21,15),(21,30),-0.111588 # DEPENDENCYPART_SIBL
(21,15),(21,31),-0.0141098 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.115574 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0869902 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.275441 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0326416 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0890483 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0691762 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.00381169 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0319303 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0496905 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0415702 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.032341 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0331515 # DEPENDENCYPART_SIBL
(21,16),(21,29),-0.0406922 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.022134 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.0434152 # DEPENDENCYPART_SIBL
(21,16),(21,32),-0.032341 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0211597 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.071388 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0198036 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.174386 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0568868 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.221322 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.212039 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.195615 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.182769 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.221206 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0948975 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.245873 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.0975004 # DEPENDENCYPART_SIBL
(21,17),(21,32),0.182769 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.030017 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.324946 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0307755 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.046684 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00349833 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.239352 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.215487 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0378408 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.00354213 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.657889 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.0184163 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.649186 # DEPENDENCYPART_SIBL
(21,18),(21,32),-0.0378408 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.124969 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0590023 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0129258 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0475721 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0330848 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.025046 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0221881 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0487934 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0301774 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.00649217 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0329004 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0221881 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0437863 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0256597 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00892333 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0061582 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0323158 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0296135 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0180496 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0126792 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0485527 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.0141173 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.0296135 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0889365 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.000540158 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.440851 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.471689 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0677547 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.00131218 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0264889 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.00141928 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.0264846 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.0677547 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0102049 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.331677 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.349216 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.106858 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0101935 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.013212 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.0101938 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.013212 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.106858 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.425809 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.4814 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0433747 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0351482 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.00538065 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.0325811 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0053807 # DEPENDENCYPART_SIBL
(21,24),(21,32),0.0433747 # DEPENDENCYPART_SIBL
